# gauge_id=2078, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8013,0.46233,392.982,0
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7336,0.45093,383.286,0
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.666,0.44337,376.865,0
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5983,0.44726,380.17,0
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5307,0.43549,370.166,0
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.463,0.42566,361.815,0
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3954,0.41758,354.939,0
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3277,0.41097,349.321,0
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2601,0.40399,343.391,0
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1924,0.39202,333.219,0
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1248,0.37728,320.69,0
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0571,0.36934,313.938,0
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9895,0.3629,308.463,0
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9218,0.35747,303.85,0
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8542,0.35529,301.995,0
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7865,0.34887,296.538,0
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7189,0.34129,290.099,0
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6512,0.32689,277.854,0
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5836,0.31838,270.619,0
2000,0.0,19.16,0.0,0.0,0.39,27.38,8.17,0.88,5.74,19.85,17.46,0.97,0.0,7.5159,0.30834,262.087,0
2001,0.0,19.25,0.0,0.0,0.39,27.29,8.17,0.88,5.72,19.85,17.48,0.97,0.0,7.4483,0.31233,265.478,0
2002,0.0,19.33,0.0,0.0,0.39,27.21,8.17,0.88,5.7,19.85,17.49,0.97,0.0,7.3807,0.30418,258.551,0
2003,0.0,19.42,0.0,0.0,0.39,27.12,8.17,0.88,5.68,19.84,17.51,0.97,0.0,7.313,0.28023,238.193,0
2004,0.0,19.51,0.0,0.0,0.39,27.03,8.17,0.88,5.67,19.84,17.53,0.97,0.0,7.2454,0.2734,232.386,0
2005,0.0,19.6,0.0,0.0,0.39,26.95,8.17,0.88,5.65,19.84,17.55,0.97,0.0,7.1777,0.25993,220.942,0
2006,0.0,19.68,0.0,0.0,0.39,26.86,8.17,0.88,5.63,19.84,17.57,0.97,0.0,7.1101,0.24409,207.476,0
2007,0.62,19.35,1.06,0.0,0.33,25.8,8.0,0.88,5.51,19.74,17.7,1.01,0.0,7.0424,0.2332,198.216,0
2008,1.23,19.02,2.12,0.0,0.26,24.74,7.83,0.88,5.39,19.65,17.83,1.04,0.0,6.9748,0.22512,191.349,0
2009,1.85,18.69,3.18,0.0,0.2,23.68,7.66,0.88,5.27,19.55,17.96,1.08,0.0,6.9071,0.22083,187.703,0
2010,2.47,18.36,4.24,0.0,0.13,22.63,7.49,0.88,5.15,19.45,18.1,1.11,0.0,6.8395,0.21519,182.915,0
2011,3.09,18.03,5.3,0.0,0.07,21.57,7.32,0.88,5.03,19.35,18.23,1.14,0.0,6.7718,0.20166,171.41,0
2012,3.7,17.7,6.36,0.0,0.0,20.51,7.15,0.88,4.91,19.25,18.36,1.18,0.0,6.7042,0.19158,162.844,0
2013,3.72,17.7,6.36,0.0,0.0,20.49,7.15,0.88,4.88,19.25,18.39,1.18,0.0,6.6496,0.18627,158.33,0
2014,3.74,17.7,6.36,0.0,0.0,20.47,7.15,0.88,4.85,19.25,18.42,1.18,0.0,6.5964,0.18825,160.015,0
2015,3.76,17.7,6.36,0.0,0.0,20.45,7.15,0.88,4.82,19.25,18.45,1.18,0.0,6.5432,0.17737,150.769,0
2016,3.78,17.7,6.36,0.0,0.0,20.43,7.15,0.88,4.79,19.25,18.48,1.18,0.0,6.4899,0.17025,144.711,0
2017,3.8,17.7,6.36,0.0,0.0,20.41,7.15,0.88,4.76,19.25,18.51,1.18,0.0,6.4367,0.15667,133.169,0
2018,3.82,17.7,6.36,0.0,0.0,20.39,7.15,0.88,4.73,19.25,18.55,1.18,0.0,6.3834,0.14182,120.546,0
2019,3.82,17.7,6.36,0.0,0.0,20.39,7.15,0.88,4.73,19.25,18.55,1.18,0.0,6.3302,0.1299,110.411,0
