# gauge_id=2099, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3531,1.33737,1136.764,0
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1189,1.30014,1105.121,0
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8848,1.28167,1089.417,0
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6506,1.29775,1103.086,0
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.4164,1.25855,1069.771,0
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.1823,1.23125,1046.563,0
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9481,1.23525,1049.962,0
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.714,1.22245,1039.085,0
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.4798,1.20581,1024.94,0
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2456,1.16902,993.663,0
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.0115,1.11772,950.06,0
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.7773,1.08231,919.962,0
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5432,1.07002,909.518,0
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.3089,1.05321,895.233,0
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0748,1.05601,897.612,0
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8406,1.04153,885.296,0
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.6065,1.02545,871.629,0
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3723,0.98482,837.098,0
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.1381,0.98541,837.602,0
2000,10.75,29.53,0.48,0.57,13.16,15.86,3.05,6.09,1.06,4.49,7.47,7.49,0.0,20.904,0.98429,836.65,0
2001,10.77,29.53,0.56,0.58,13.14,15.79,3.05,6.09,1.06,4.49,7.46,7.49,0.0,20.6698,0.98647,838.499,0
2002,10.78,29.52,0.65,0.59,13.11,15.71,3.05,6.09,1.06,4.49,7.46,7.49,0.0,20.4357,0.95982,815.845,0
2003,10.79,29.52,0.73,0.59,13.09,15.64,3.05,6.09,1.06,4.49,7.46,7.49,0.0,20.2015,0.89958,764.646,0
2004,10.8,29.52,0.81,0.6,13.07,15.56,3.05,6.09,1.06,4.48,7.46,7.49,0.0,19.9673,0.89591,761.52,0
2005,10.82,29.51,0.89,0.61,13.05,15.48,3.05,6.09,1.06,4.48,7.46,7.49,0.0,19.7332,0.87112,740.451,0
2006,10.83,29.51,0.98,0.62,13.03,15.41,3.05,6.09,1.06,4.48,7.46,7.49,0.0,19.499,0.84274,716.329,0
2007,11.07,28.8,1.05,1.13,13.22,14.65,3.57,6.09,1.0,4.56,7.32,7.53,0.0,19.2649,0.82401,700.407,0
2008,11.31,28.1,1.13,1.65,13.42,13.89,4.09,6.09,0.95,4.64,7.18,7.56,0.0,19.0307,0.8061,685.185,0
2009,11.55,27.4,1.2,2.17,13.61,13.13,4.6,6.09,0.89,4.72,7.04,7.59,0.0,18.7965,0.78367,666.124,0
2010,11.78,26.69,1.28,2.68,13.81,12.38,5.12,6.1,0.83,4.8,6.9,7.63,0.0,18.5623,0.77478,658.565,0
2011,12.02,25.99,1.35,3.2,14.0,11.62,5.64,6.1,0.78,4.88,6.76,7.66,0.0,18.3282,0.7366,626.111,0
2012,12.26,25.28,1.43,3.71,14.2,10.86,6.15,6.1,0.72,4.96,6.62,7.7,0.0,18.0941,0.71507,607.809,0
2013,12.26,25.29,1.43,3.72,14.2,10.86,6.15,6.1,0.7,4.96,6.63,7.69,0.0,17.8599,0.71118,604.501,0
2014,12.25,25.29,1.43,3.72,14.2,10.86,6.15,6.1,0.69,4.96,6.64,7.69,0.0,17.6257,0.69967,594.717,0
