# gauge_id=2620, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.8237,1.69556,1441.222,0.0208
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.5782,1.6578,1409.129,0.0205
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.3326,1.62934,1384.936,0.0201
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0872,1.62779,1383.621,0.0198
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.8417,1.58977,1351.306,0.0195
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5962,1.55652,1323.046,0.0192
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.3507,1.52754,1298.406,0.0189
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.1052,1.50212,1276.805,0.0186
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.8597,1.47604,1254.637,0.0182
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.6142,1.4388,1222.979,0.0179
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.3687,1.3956,1186.263,0.0176
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.1232,1.36808,1162.869,0.0173
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.8777,1.34412,1142.499,0.017
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.6322,1.32262,1124.227,0.0167
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.3867,1.30846,1112.19,0.0163
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.1412,1.28504,1092.283,0.016
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.8957,1.25929,1070.395,0.0157
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.6502,1.21893,1036.092,0.0154
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.4047,1.1917,1012.947,0.0151
2000,0.42,14.15,0.0,2.24,2.75,18.21,7.43,0.71,10.19,15.32,28.29,0.3,0.0,16.1592,1.16143,987.217,0.0148
2001,0.41,14.14,0.03,2.25,2.75,18.17,7.43,0.71,10.17,15.33,28.3,0.3,0.0,15.9137,1.1615,987.271,0.0144
2002,0.41,14.14,0.07,2.27,2.75,18.14,7.43,0.71,10.15,15.33,28.32,0.3,0.0,15.6682,1.13571,965.35,0.0141
2003,0.4,14.13,0.1,2.28,2.75,18.11,7.43,0.71,10.13,15.34,28.33,0.3,0.0,15.4227,1.07688,915.346,0.0138
2004,0.4,14.12,0.13,2.29,2.75,18.07,7.43,0.71,10.1,15.34,28.35,0.3,0.0,15.1772,1.05461,896.423,0.0135
2005,0.39,14.11,0.16,2.31,2.75,18.04,7.43,0.71,10.08,15.34,28.37,0.3,0.0,14.9317,1.01881,865.985,0.0132
2006,0.39,14.1,0.2,2.32,2.75,18.01,7.43,0.71,10.06,15.35,28.38,0.3,0.0,14.6862,0.97854,831.763,0.0129
2007,0.4,14.03,1.49,2.46,2.4,17.89,6.51,0.71,9.71,15.01,29.09,0.31,0.0,14.4407,0.94896,806.618,0.0125
2008,0.41,13.95,2.79,2.59,2.06,17.77,5.59,0.71,9.36,14.67,29.79,0.32,0.0,14.1952,0.9255,786.678,0.0122
2009,0.42,13.88,4.08,2.73,1.72,17.65,4.67,0.71,9.0,14.32,30.49,0.32,0.0,13.9497,0.91006,773.55,0.0119
2010,0.43,13.81,5.38,2.87,1.37,17.53,3.76,0.71,8.65,13.98,31.19,0.33,0.0,13.7187,0.89207,758.26,0.0116
2011,0.44,13.73,6.67,3.0,1.03,17.41,2.84,0.71,8.3,13.64,31.89,0.34,0.0,13.5002,0.85855,729.771,0.0113
2012,0.45,13.66,7.97,3.14,0.69,17.29,1.92,0.71,7.94,13.3,32.6,0.35,0.0,13.2817,0.83231,707.461,0.011
2013,0.45,13.68,7.94,3.14,0.69,17.28,1.91,0.71,7.9,13.3,32.69,0.32,0.0,13.0632,0.81593,693.541,0.0106
