# gauge_id=6003, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0108,0.00054,0.461,0.2436
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0108,0.00053,0.453,0.2399
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0108,0.00053,0.45,0.2362
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0107,0.00054,0.456,0.2325
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0107,0.00053,0.451,0.2288
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0107,0.00052,0.446,0.2251
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0107,0.00052,0.445,0.2214
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0106,0.00052,0.442,0.2177
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0106,0.00052,0.438,0.214
1990,0.95,22.62,8.19,11.37,10.56,18.03,3.19,0.98,0.23,7.77,15.62,0.12,0.37,0.0106,0.0005,0.426,0.2103
1991,0.92,22.71,8.42,11.59,11.03,17.31,3.11,0.98,0.23,7.63,15.62,0.12,0.33,0.0106,0.00049,0.414,0.2066
1992,0.89,22.81,8.65,11.8,11.5,16.59,3.02,0.98,0.23,7.48,15.62,0.12,0.3,0.0105,0.00048,0.41,0.2028
1993,0.86,22.91,8.88,12.02,11.98,15.87,2.94,0.98,0.23,7.34,15.62,0.12,0.26,0.0105,0.00048,0.407,0.1991
1994,0.83,23.01,9.1,12.23,12.45,15.15,2.86,0.98,0.23,7.19,15.63,0.12,0.22,0.0105,0.00048,0.407,0.1954
1995,0.79,23.11,9.33,12.45,12.92,14.43,2.78,0.98,0.23,7.05,15.63,0.12,0.19,0.0105,0.00048,0.409,0.1917
1996,0.76,23.21,9.56,12.66,13.39,13.71,2.69,0.98,0.23,6.9,15.63,0.12,0.15,0.0104,0.00048,0.405,0.188
1997,0.73,23.31,9.79,12.88,13.87,12.99,2.61,0.98,0.23,6.75,15.63,0.12,0.11,0.0104,0.00047,0.4,0.1843
1998,0.7,23.4,10.01,13.09,14.34,12.27,2.53,0.98,0.23,6.61,15.63,0.12,0.07,0.0104,0.00046,0.388,0.1806
1999,0.67,23.5,10.24,13.31,14.81,11.55,2.45,0.98,0.23,6.46,15.63,0.12,0.04,0.0104,0.00045,0.381,0.1769
2000,0.64,23.6,10.47,13.52,15.28,10.83,2.36,0.98,0.23,6.32,15.64,0.12,0.0,0.0103,0.00044,0.373,0.1732
2001,0.64,23.6,10.44,13.51,15.28,10.84,2.37,0.98,0.23,6.59,15.4,0.12,0.0,0.0103,0.00045,0.381,0.1695
2002,0.64,23.6,10.41,13.51,15.28,10.85,2.38,0.97,0.23,6.85,15.16,0.12,0.0,0.0103,0.00044,0.375,0.1658
