# gauge_id=2011, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,596.6943,52.61751,44724.887,0.0644
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,593.524,51.94895,44156.606,0.0632
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,590.3535,51.49747,43772.852,0.062
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,587.1832,51.39977,43689.801,0.0607
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,584.0125,50.84354,43217.012,0.0595
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,580.8422,50.32778,42778.615,0.0583
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,577.6717,49.83822,42362.488,0.0571
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,574.5014,49.57134,42135.638,0.0559
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,571.331,49.04745,41690.335,0.0547
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,568.1605,48.39341,41134.4,0.0534
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564.9902,47.34757,40245.435,0.0522
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,561.8196,46.92936,39889.959,0.051
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,558.6492,46.66566,39665.808,0.0498
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,555.4788,46.3924,39433.539,0.0486
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,552.3084,46.3095,39363.075,0.0473
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,549.1381,46.10988,39193.401,0.0461
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,545.9676,45.72444,38865.773,0.0449
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542.7972,44.68163,37979.382,0.0437
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,539.6268,44.50258,37827.197,0.0425
2000,2.55,17.98,1.02,0.1,1.7,18.38,2.25,0.28,17.92,8.81,26.45,2.57,0.0,536.4564,44.15646,37532.988,0.0412
2001,2.53,17.99,1.12,0.09,1.72,18.34,2.22,0.28,17.85,8.82,26.49,2.57,0.0,533.2859,44.26859,37628.299,0.04
2002,2.51,18.0,1.22,0.08,1.73,18.3,2.19,0.28,17.79,8.83,26.52,2.57,0.0,530.1154,44.00374,37403.183,0.0388
2003,2.49,18.01,1.32,0.06,1.74,18.26,2.16,0.28,17.73,8.84,26.56,2.57,0.0,526.9451,42.69537,36291.064,0.0376
2004,2.47,18.02,1.42,0.05,1.75,18.21,2.13,0.28,17.66,8.85,26.6,2.57,0.0,523.7747,42.22572,35891.863,0.0364
2005,2.45,18.03,1.52,0.04,1.76,18.17,2.1,0.28,17.6,8.85,26.64,2.57,0.0,520.6043,41.62564,35381.794,0.0352
2006,2.43,18.04,1.62,0.02,1.78,18.13,2.07,0.28,17.54,8.86,26.68,2.57,0.0,517.434,40.90071,34765.608,0.0339
2007,2.42,17.77,2.55,0.02,1.63,17.69,2.02,0.28,17.26,9.23,26.53,2.6,0.0,514.2633,40.61219,34520.359,0.0327
