# gauge_id=2113, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,326.5708,22.80721,19386.132,0
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,324.3847,22.37574,19019.38,0
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,322.1988,22.13657,18816.084,0
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.0128,22.2137,18881.648,0
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317.8268,21.85488,18576.646,0
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315.6409,21.54075,18309.641,0
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.4548,21.43426,18219.123,0
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,311.2688,21.24778,18060.614,0
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,309.0828,20.97892,17832.082,0
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,306.8967,20.48238,17410.026,0
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,304.7109,19.89493,16910.694,0
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,302.5248,19.53759,16606.953,0
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300.3389,19.34235,16440.993,0
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,298.1528,19.19719,16317.609,0
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,295.9668,19.19732,16317.723,0
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,293.7807,19.03613,16180.711,0
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,291.5948,18.79617,15976.74,0
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.4088,18.22365,15490.098,0
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,287.2229,18.14535,15423.547,0
2000,26.28,20.51,0.81,1.2,14.48,14.15,1.55,4.24,1.93,2.52,5.22,7.12,0.0,285.0368,18.00962,15308.175,0
2001,26.28,20.5,0.85,1.2,14.49,14.1,1.55,4.24,1.93,2.53,5.21,7.12,0.0,282.8508,18.03521,15329.929,0
2002,26.28,20.49,0.9,1.19,14.5,14.04,1.56,4.24,1.93,2.54,5.21,7.13,0.0,280.6648,17.77533,15109.027,0
2003,26.28,20.48,0.94,1.19,14.5,13.98,1.56,4.24,1.92,2.55,5.21,7.14,0.0,278.4789,16.999,14449.146,0
2004,26.28,20.47,0.99,1.19,14.51,13.93,1.56,4.24,1.92,2.55,5.2,7.15,0.0,276.2928,16.80503,14284.272,0
2005,26.29,20.46,1.03,1.18,14.52,13.87,1.56,4.24,1.92,2.56,5.2,7.16,0.0,274.1069,16.45,13982.503,0
2006,26.29,20.45,1.08,1.18,14.53,13.81,1.57,4.24,1.91,2.57,5.2,7.17,0.0,271.9208,16.02248,13619.106,0
2007,26.31,20.16,1.29,1.39,14.4,13.57,1.78,4.24,1.85,2.71,5.08,7.22,0.0,269.735,15.84201,13465.708,0
2008,26.33,19.87,1.5,1.61,14.27,13.33,1.99,4.24,1.78,2.85,4.97,7.27,0.0,267.5488,15.50212,13176.799,0
2009,26.35,19.58,1.71,1.82,14.14,13.09,2.2,4.25,1.71,2.99,4.86,7.31,0.0,265.3628,15.19597,12916.577,0
