# gauge_id=3009, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,12.387
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,12.2162
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,12.0454
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,11.8746
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.7038
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.533
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.3622
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.1914
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.0206
1990,0.16,31.84,0.88,0.62,11.75,20.45,5.78,0.46,1.2,15.02,9.91,1.89,0.05,0.0004,3.0e-5,0.022,10.8498
1991,0.26,32.15,0.79,0.76,11.35,20.78,5.83,0.46,1.18,14.95,9.36,2.08,0.04,0.0004,3.0e-5,0.022,10.679
1992,0.36,32.46,0.7,0.9,10.95,21.11,5.89,0.46,1.15,14.88,8.81,2.28,0.04,0.0004,3.0e-5,0.021,10.5083
1993,0.47,32.77,0.61,1.05,10.55,21.44,5.94,0.46,1.13,14.82,8.26,2.47,0.03,0.0004,2.0e-5,0.021,10.3375
1994,0.57,33.08,0.53,1.19,10.14,21.77,6.0,0.46,1.1,14.75,7.72,2.66,0.03,0.0004,2.0e-5,0.021,10.1667
1995,0.67,33.39,0.44,1.33,9.74,22.1,6.05,0.46,1.08,14.69,7.17,2.86,0.02,0.0004,2.0e-5,0.021,9.9959
1996,0.77,33.71,0.35,1.48,9.34,22.42,6.11,0.46,1.05,14.62,6.62,3.05,0.02,0.0004,2.0e-5,0.021,9.8251
1997,0.87,34.02,0.26,1.62,8.94,22.75,6.16,0.46,1.03,14.55,6.07,3.24,0.01,0.0004,2.0e-5,0.021,9.6543
1998,0.98,34.33,0.18,1.77,8.54,23.08,6.22,0.46,1.0,14.49,5.52,3.43,0.01,0.0004,2.0e-5,0.02,9.4835
1999,1.08,34.64,0.09,1.91,8.14,23.41,6.27,0.46,0.98,14.42,4.98,3.63,0.0,0.0004,2.0e-5,0.02,9.3127
2000,1.18,34.95,0.0,2.05,7.73,23.74,6.33,0.46,0.95,14.36,4.43,3.82,0.0,0.0004,2.0e-5,0.02,9.1419
2001,1.18,34.94,0.0,2.04,7.73,23.67,6.34,0.46,0.9,14.39,4.48,3.88,0.0,0.0004,2.0e-5,0.02,8.9711
2002,1.18,34.92,0.0,2.03,7.72,23.61,6.35,0.46,0.84,14.42,4.53,3.94,0.0,0.0004,2.0e-5,0.02,8.8003
2003,1.18,34.91,0.0,2.02,7.71,23.54,6.36,0.46,0.79,14.46,4.58,4.0,0.0,0.0004,2.0e-5,0.019,8.6296
2004,1.18,34.89,0.0,2.01,7.7,23.47,6.37,0.46,0.74,14.49,4.63,4.05,0.0,0.0004,2.0e-5,0.019,8.4588
2005,1.19,34.88,0.0,2.0,7.69,23.4,6.38,0.46,0.68,14.52,4.69,4.11,0.0,0.0004,2.0e-5,0.019,8.288
2006,1.19,34.87,0.0,1.99,7.68,23.34,6.39,0.46,0.63,14.56,4.74,4.17,0.0,0.0004,2.0e-5,0.018,8.1172
2007,1.18,34.9,0.0,1.98,7.65,23.3,6.17,0.46,0.62,14.65,4.8,4.28,0.0,0.0004,2.0e-5,0.018,7.9464
2008,1.18,34.93,0.0,1.98,7.62,23.26,5.95,0.46,0.61,14.74,4.87,4.4,0.0,0.0004,2.0e-5,0.018,7.7756
