# gauge_id=6005, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.3689,0.75536,642.059,9.0701
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2426,0.73851,627.733,8.9485
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1163,0.7304,620.838,8.8269
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9899,0.73619,625.763,8.7054
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8636,0.72467,615.967,8.5838
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.7373,0.71328,606.288,8.4622
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.611,0.708,601.8,8.3407
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.4847,0.70059,595.503,8.2191
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.3584,0.69005,586.54,8.0975
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2321,0.66693,566.893,7.976
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.1058,0.6449,548.166,7.8544
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.9795,0.63711,541.543,7.7328
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.8532,0.62911,534.742,7.6113
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.7269,0.62484,531.115,7.4897
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.6006,0.62531,531.514,7.3681
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4742,0.61669,524.183,7.2466
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.348,0.60579,514.923,7.125
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2217,0.58465,496.954,7.0034
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.0954,0.57212,486.303,6.8819
2000,2.83,22.11,9.81,8.78,11.4,16.32,3.29,0.66,2.71,6.24,15.4,0.47,0.0,12.969,0.55636,472.908,6.7603
2001,2.81,22.13,9.81,8.78,11.4,16.34,3.28,0.65,2.66,6.41,15.25,0.48,0.0,12.8427,0.56539,480.585,6.6387
2002,2.79,22.15,9.81,8.79,11.39,16.36,3.28,0.65,2.62,6.57,15.11,0.48,0.0,12.7164,0.55384,470.761,6.5172
2003,2.77,22.17,9.81,8.79,11.39,16.38,3.27,0.65,2.58,6.74,14.97,0.49,0.0,12.5901,0.51674,439.228,6.3956
2004,2.75,22.19,9.81,8.79,11.38,16.4,3.27,0.65,2.54,6.9,14.83,0.5,0.0,12.4638,0.5061,430.187,6.274
2005,2.73,22.21,9.81,8.8,11.37,16.42,3.26,0.65,2.49,7.07,14.68,0.5,0.0,12.3375,0.48579,412.92,6.1525
2006,2.71,22.23,9.81,8.8,11.37,16.44,3.26,0.65,2.45,7.24,14.54,0.51,0.0,12.2112,0.46203,392.725,6.0309
2007,2.63,19.94,10.3,8.48,11.52,16.34,3.12,0.65,2.43,9.55,14.42,0.62,0.0,12.0849,0.44728,380.186,5.9093
