# gauge_id=2623, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.6615,2.30693,1960.893,0
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.5171,2.27642,1934.96,0
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3726,2.25457,1916.386,0
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2282,2.24675,1909.737,0
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.0838,2.22089,1887.757,0
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.9393,2.19672,1867.211,0
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.7949,2.17361,1847.566,0
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6505,2.15942,1835.504,0
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5061,2.13514,1814.869,0
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.3616,2.10589,1790.002,0
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2172,2.06124,1752.051,0
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0728,2.04141,1735.198,0
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.9284,2.02771,1723.553,0
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.7839,2.01366,1711.608,0
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.6395,2.00713,1706.058,0
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.4951,1.99611,1696.691,0
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3507,1.97788,1681.197,0
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.2062,1.93403,1643.928,0
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.0618,1.92402,1635.421,0
2000,0.0,24.53,0.0,0.0,3.56,2.43,5.35,0.0,25.9,6.63,31.52,0.07,0.0,20.9174,1.90755,1621.417,0
2001,0.0,24.45,0.0,0.0,3.57,2.41,5.45,0.0,25.9,6.63,31.52,0.07,0.0,20.773,1.90901,1622.656,0
2002,0.0,24.37,0.0,0.0,3.57,2.39,5.56,0.0,25.9,6.63,31.52,0.07,0.0,20.6286,1.89585,1611.472,0
2003,0.0,24.29,0.0,0.0,3.57,2.37,5.66,0.0,25.9,6.63,31.52,0.07,0.0,20.4841,1.84219,1565.858,0
2004,0.0,24.2,0.0,0.0,3.57,2.35,5.76,0.0,25.9,6.63,31.52,0.07,0.0,20.3397,1.82122,1548.037,0
2005,0.0,24.12,0.0,0.0,3.57,2.33,5.86,0.0,25.9,6.63,31.52,0.07,0.0,20.1953,1.79529,1525.999,0
2006,0.0,24.04,0.0,0.0,3.57,2.31,5.96,0.0,25.9,6.63,31.52,0.07,0.0,20.0509,1.76463,1499.933,0
2007,0.0,24.14,0.72,0.0,2.97,2.5,5.52,0.0,24.8,7.61,31.67,0.07,0.0,19.9064,1.75095,1488.304,0
2008,0.0,24.24,1.43,0.0,2.38,2.69,5.08,0.0,23.7,8.59,31.81,0.07,0.0,19.762,1.72435,1465.694,0
2009,0.0,24.34,2.15,0.0,1.78,2.88,4.65,0.0,22.6,9.57,31.95,0.07,0.0,19.6176,1.69884,1444.012,0
2010,0.0,24.45,2.87,0.0,1.19,3.07,4.21,0.0,21.5,10.56,32.1,0.07,0.0,19.4731,1.67853,1426.752,0
2011,0.0,24.55,3.59,0.0,0.59,3.26,3.77,0.0,20.4,11.54,32.24,0.07,0.0,19.3287,1.63831,1392.567,0
2012,0.0,24.65,4.3,0.0,0.0,3.44,3.33,0.0,19.3,12.52,32.39,0.07,0.0,19.1843,1.61225,1370.415,0
2013,0.0,24.65,4.3,0.0,0.0,3.44,3.33,0.0,19.27,12.52,32.42,0.07,0.0,19.0399,1.60424,1363.606,0
2014,0.0,24.65,4.3,0.0,0.0,3.44,3.33,0.0,19.23,12.52,32.45,0.07,0.0,18.8954,1.59334,1354.339,0
2015,0.0,24.65,4.3,0.0,0.0,3.44,3.33,0.0,19.2,12.52,32.49,0.07,0.0,18.751,1.55933,1325.431,0
2016,0.0,24.65,4.3,0.0,0.0,3.44,3.33,0.0,19.16,12.52,32.52,0.07,0.0,18.6066,1.54549,1313.667,0
2017,0.0,24.65,4.3,0.0,0.0,3.44,3.33,0.0,19.13,12.52,32.56,0.07,0.0,18.4622,1.50684,1280.815,0
