# gauge_id=6002, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8497,0.08121,69.032,8.4082
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8438,0.08016,68.133,8.3742
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8379,0.07941,67.499,8.3403
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8321,0.07917,67.29,8.3064
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8262,0.07827,66.534,8.2725
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8203,0.07744,65.828,8.2385
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8145,0.07665,65.154,8.2046
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8086,0.07618,64.752,8.1707
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8027,0.07534,64.043,8.1368
1990,1.6,14.69,9.29,5.66,9.69,15.72,1.67,0.0,4.87,9.73,26.31,0.19,0.59,0.7968,0.07434,63.185,8.1028
1991,1.61,14.81,9.25,5.83,9.71,15.54,1.87,0.0,4.88,9.55,26.25,0.17,0.53,0.791,0.07278,61.861,8.0689
1992,1.63,14.93,9.2,6.0,9.73,15.36,2.07,0.0,4.89,9.37,26.19,0.15,0.47,0.7851,0.0721,61.289,8.035
1993,1.64,15.05,9.16,6.18,9.75,15.19,2.27,0.0,4.89,9.19,26.14,0.13,0.41,0.7792,0.07165,60.902,8.0011
1994,1.66,15.17,9.11,6.35,9.76,15.01,2.47,0.0,4.9,9.01,26.08,0.11,0.35,0.7734,0.07118,60.503,7.9671
1995,1.68,15.29,9.07,6.52,9.78,14.83,2.67,0.0,4.91,8.83,26.02,0.09,0.29,0.7675,0.07098,60.33,7.9332
1996,1.69,15.41,9.03,6.7,9.8,14.66,2.87,0.0,4.92,8.65,25.97,0.08,0.23,0.7616,0.07061,60.022,7.8993
1997,1.71,15.53,8.98,6.87,9.82,14.48,3.08,0.0,4.92,8.47,25.91,0.06,0.18,0.7557,0.07,59.497,7.8654
1998,1.72,15.65,8.94,7.04,9.83,14.31,3.28,0.0,4.93,8.29,25.85,0.04,0.12,0.7499,0.06847,58.201,7.8314
1999,1.74,15.77,8.9,7.21,9.85,14.13,3.48,0.0,4.94,8.11,25.8,0.02,0.06,0.744,0.06814,57.923,7.7975
2000,1.75,15.89,8.85,7.39,9.87,13.95,3.68,0.0,4.94,7.93,25.74,0.0,0.0,0.7381,0.06759,57.45,7.7636
