# gauge_id=3003, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,12.387
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,12.2162
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,12.0454
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.024,11.8746
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.7038
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.533
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.3622
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.1914
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,3.0e-5,0.023,11.0206
1990,0.25,30.24,0.8,0.9,12.01,19.95,5.7,0.47,1.07,13.65,9.07,2.56,3.34,0.0004,3.0e-5,0.022,10.8498
1991,0.38,30.57,0.72,1.04,11.75,20.34,5.76,0.46,1.04,13.6,8.58,2.75,3.01,0.0004,3.0e-5,0.022,10.679
1992,0.5,30.91,0.64,1.19,11.49,20.73,5.82,0.45,1.02,13.55,8.09,2.93,2.67,0.0004,3.0e-5,0.021,10.5083
1993,0.63,31.24,0.56,1.33,11.23,21.11,5.88,0.45,1.0,13.5,7.6,3.12,2.34,0.0004,2.0e-5,0.021,10.3375
1994,0.76,31.57,0.48,1.48,10.98,21.5,5.94,0.44,0.98,13.44,7.1,3.31,2.01,0.0004,2.0e-5,0.021,10.1667
1995,0.89,31.91,0.4,1.63,10.72,21.89,6.01,0.44,0.96,13.39,6.61,3.5,1.67,0.0004,2.0e-5,0.021,9.9959
1996,1.02,32.24,0.32,1.77,10.46,22.28,6.07,0.43,0.93,13.34,6.12,3.68,1.34,0.0004,2.0e-5,0.021,9.8251
1997,1.15,32.58,0.24,1.92,10.2,22.66,6.13,0.42,0.91,13.28,5.63,3.87,1.0,0.0004,2.0e-5,0.021,9.6543
1998,1.28,32.91,0.16,2.06,9.95,23.05,6.19,0.42,0.89,13.23,5.14,4.06,0.67,0.0004,2.0e-5,0.02,9.4835
1999,1.41,33.24,0.08,2.21,9.69,23.44,6.25,0.41,0.87,13.18,4.65,4.24,0.33,0.0004,2.0e-5,0.02,9.3127
2000,1.53,33.58,0.0,2.35,9.43,23.83,6.31,0.4,0.85,13.13,4.16,4.43,0.0,0.0004,2.0e-5,0.02,9.1419
2001,1.54,33.55,0.0,2.34,9.31,24.03,6.23,0.4,0.8,13.16,4.17,4.48,0.0,0.0004,2.0e-5,0.02,8.9711
2002,1.54,33.51,0.0,2.33,9.18,24.22,6.15,0.4,0.75,13.19,4.18,4.54,0.0,0.0004,2.0e-5,0.02,8.8003
2003,1.54,33.48,0.0,2.32,9.06,24.42,6.06,0.4,0.7,13.23,4.19,4.59,0.0,0.0004,2.0e-5,0.019,8.6296
2004,1.54,33.45,0.0,2.32,8.94,24.62,5.98,0.4,0.65,13.26,4.2,4.64,0.0,0.0004,2.0e-5,0.019,8.4588
2005,1.54,33.42,0.0,2.31,8.81,24.81,5.9,0.4,0.6,13.29,4.21,4.7,0.0,0.0004,2.0e-5,0.019,8.288
2006,1.54,33.39,0.0,2.3,8.69,25.01,5.82,0.4,0.56,13.33,4.22,4.75,0.0,0.0004,2.0e-5,0.018,8.1172
2007,1.53,33.42,0.01,2.29,8.66,24.88,5.66,0.41,0.55,13.44,4.29,4.85,0.0,0.0004,2.0e-5,0.018,7.9464
2008,1.52,33.44,0.02,2.28,8.64,24.76,5.51,0.41,0.54,13.56,4.36,4.96,0.0,0.0004,2.0e-5,0.018,7.7756
