# gauge_id=2457, Land cover attributes as area percentages based on the CORINE land cover databases by the European Copernicus Land Monitoring Service: 1990, 2000, 2006, 2012 and 2018. The years in between were interpolated by linear regression. In 1990, only areas outside Switzerland were covered by clc_1990, therefore only catchments with more then 95% data in clc_1990 were calculated. glaciers source: Swiss Glacier Inventory 1973/2016 and Paul et al, 2020. glacier_mass = glacier_volume*850[kg/m3].
year,crop_perc,grass_perc,shrub_perc,dwood_perc,mix_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,blank_perc,glac_area_ch(km2),glac_vol_ch(km3),glac_mass_ch(Mt),glac_area_neighbour(km2)
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,170.0666,13.11488,11147.644,0
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169.0325,12.89478,10960.564,0
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167.9984,12.76432,10849.673,0
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166.9643,12.77434,10858.188,0
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,165.9302,12.60779,10716.623,0
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.896,12.44573,10578.867,0
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.8619,12.35112,10498.448,0
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162.8278,12.24505,10408.292,0
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161.7937,12.0904,10276.842,0
1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160.7596,11.82569,10051.835,0
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159.7255,11.53063,9801.037,0
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.6914,11.35882,9654.999,0
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,157.6573,11.24705,9559.993,0
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,156.6232,11.18024,9503.2,0
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155.589,11.16845,9493.183,0
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154.5549,11.08684,9423.817,0
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.5208,10.95349,9310.466,0
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.4867,10.64345,9046.935,0
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151.4526,10.58376,8996.194,0
2000,1.3,25.95,0.0,1.06,9.09,10.86,3.5,3.14,16.53,5.49,21.53,1.54,0.0,150.4185,10.48953,8916.103,0
2001,1.34,25.92,0.0,1.06,9.09,10.87,3.51,3.14,16.51,5.55,21.49,1.52,0.0,149.3843,10.49924,8924.353,0
2002,1.39,25.89,0.0,1.06,9.09,10.88,3.52,3.14,16.48,5.61,21.45,1.5,0.0,148.3502,10.37914,8822.273,0
2003,1.43,25.86,0.0,1.06,9.08,10.89,3.53,3.14,16.45,5.67,21.41,1.48,0.0,147.3162,9.97501,8478.762,0
2004,1.48,25.83,0.0,1.06,9.08,10.89,3.54,3.14,16.42,5.73,21.36,1.46,0.0,146.282,9.84499,8368.243,0
2005,1.52,25.79,0.0,1.05,9.08,10.9,3.55,3.14,16.4,5.79,21.32,1.44,0.0,145.2479,9.65259,8204.698,0
2006,1.57,25.76,0.0,1.05,9.08,10.91,3.56,3.14,16.37,5.85,21.28,1.42,0.0,144.2138,9.41777,8005.1,0
2007,1.53,25.06,0.44,1.13,8.67,11.04,4.08,3.15,15.9,6.67,20.9,1.44,0.0,143.1797,9.3251,7926.338,0
2008,1.48,24.35,0.88,1.21,8.25,11.18,4.59,3.17,15.43,7.48,20.52,1.46,0.0,142.1456,9.13183,7762.055,0
2009,1.44,23.64,1.32,1.28,7.84,11.31,5.11,3.18,14.96,8.3,20.13,1.48,0.0,141.1114,8.96613,7621.211,0
2010,1.4,22.94,1.77,1.36,7.43,11.45,5.62,3.19,14.49,9.11,19.75,1.5,0.0,140.0773,8.8513,7523.603,0
2011,1.35,22.23,2.21,1.44,7.01,11.59,6.14,3.2,14.02,9.93,19.37,1.53,0.0,139.0432,8.55403,7270.923,0
