date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.174,0.69,3.71,-7.43,58.18,1.71,3.99,0.56,0.52,0.52,0.52,0.3
1981-01-02,0.171,0.68,11.96,-10.21,60.38,0.15,3.3,0.77,0.15,0.15,0.15,0.3
1981-01-03,0.169,0.67,25.13,-4.66,58.48,1.24,2.21,0.77,0.0,0.0,0.0,0.3
1981-01-04,0.166,0.66,38.06,-6.49,33.22,0.07,3.4,0.85,0.02,0.02,0.02,0.3
1981-01-05,0.164,0.65,11.03,-14.9,33.32,0.06,5.27,0.64,0.38,0.38,0.38,0.3
1981-01-06,0.159,0.63,37.74,-13.58,20.65,0.0,4.18,0.67,0.25,0.25,0.25,0.3
1981-01-07,0.156,0.62,8.03,-17.72,37.83,0.1,4.93,0.5,0.46,0.46,0.46,0.3
1981-01-08,0.154,0.61,0.11,-19.32,55.57,3.66,3.64,0.52,0.07,0.07,0.07,0.29
1981-01-09,0.151,0.6,0.0,-11.03,70.95,0.38,1.51,0.68,0.1,0.1,0.1,0.27
1981-01-10,0.149,0.59,0.47,-7.14,51.74,0.0,0.38,0.8,0.01,0.01,0.01,0.29
1981-01-11,0.146,0.58,0.0,-7.78,68.85,0.65,1.34,0.64,0.07,0.07,0.07,0.28
1981-01-12,0.144,0.57,0.35,-10.22,71.29,4.19,2.33,0.57,0.0,0.0,0.0,0.29
1981-01-13,0.141,0.56,5.11,-11.95,56.19,0.01,2.63,0.79,0.09,0.09,0.09,0.3
1981-01-14,0.138,0.55,0.03,-13.93,79.68,3.99,2.29,0.66,0.0,0.0,0.0,0.3
1981-01-15,0.136,0.54,23.89,-10.56,47.24,0.07,4.99,0.74,0.36,0.36,0.36,0.3
1981-01-16,0.136,0.54,4.82,-15.38,54.02,0.23,3.5,0.68,0.21,0.21,0.21,0.3
1981-01-17,0.133,0.53,7.33,-8.78,58.99,1.62,2.25,0.69,0.01,0.01,0.01,0.3
1981-01-18,0.131,0.52,8.04,-10.65,64.32,0.41,2.52,0.77,0.07,0.07,0.07,0.3
1981-01-19,0.128,0.51,16.7,-8.63,40.98,0.03,2.63,0.78,0.07,0.07,0.07,0.3
1981-01-20,0.126,0.5,30.66,-11.87,41.03,0.05,4.26,0.82,0.1,0.1,0.1,0.3
1981-01-21,0.126,0.5,1.06,-14.76,74.09,2.74,3.24,0.63,0.05,0.05,0.05,0.3
1981-01-22,0.123,0.49,0.0,-13.19,89.14,4.93,2.58,0.49,0.0,0.0,0.0,0.3
1981-01-23,0.121,0.48,0.0,-9.07,89.0,4.94,1.24,0.28,0.0,0.0,0.0,0.3
1981-01-24,0.118,0.47,0.0,-5.81,91.7,4.74,1.34,0.26,0.03,0.03,0.03,0.29
1981-01-25,0.118,0.47,0.04,-8.79,89.09,4.43,2.17,0.36,0.2,0.2,0.2,0.26
1981-01-26,0.116,0.46,2.27,-10.06,71.13,0.39,4.29,0.68,0.43,0.43,0.43,0.3
1981-01-27,0.116,0.46,0.0,-12.28,93.44,5.29,2.75,0.28,0.11,0.11,0.11,0.27
1981-01-28,0.113,0.45,0.0,-9.0,87.45,4.09,2.69,0.31,0.3,0.3,0.3,0.22
1981-01-29,0.111,0.44,0.0,-9.2,100.39,5.18,1.1,0.25,0.01,0.01,0.01,0.22
1981-01-30,0.111,0.44,0.0,-7.57,100.66,5.41,0.61,0.26,0.0,0.0,0.0,0.22
1981-01-31,0.108,0.43,0.0,-5.75,102.31,5.64,0.83,0.27,0.01,0.01,0.01,0.22
1981-02-01,0.108,0.43,0.0,-3.53,102.0,5.66,0.53,0.34,0.01,0.01,0.01,0.22
1981-02-02,0.106,0.42,0.0,-5.2,106.12,5.75,0.66,0.33,0.03,0.03,0.03,0.22
1981-02-03,0.106,0.42,0.13,-2.74,78.58,1.89,1.92,0.3,0.79,0.79,0.79,0.17
1981-02-04,0.106,0.42,11.68,-6.92,73.04,0.36,2.75,0.69,0.36,0.36,0.36,0.3
1981-02-05,0.106,0.42,7.51,-14.05,89.4,0.42,3.55,0.79,0.16,0.16,0.16,0.3
1981-02-06,0.103,0.41,14.83,-8.72,82.7,0.18,4.52,0.84,0.2,0.2,0.2,0.3
1981-02-07,0.103,0.41,3.31,-1.76,75.16,0.17,3.09,0.84,0.15,0.15,0.15,0.3
1981-02-08,0.108,0.43,0.01,-2.77,115.82,6.19,1.54,0.53,0.0,0.0,0.0,0.3
1981-02-09,0.116,0.46,0.0,-0.44,115.07,6.05,1.98,0.31,0.1,0.1,0.1,0.27
1981-02-10,0.118,0.47,1.31,-6.74,72.86,0.06,2.87,0.79,0.31,0.31,0.31,0.29
1981-02-11,0.113,0.45,0.13,-14.94,135.42,3.93,1.03,0.64,0.0,0.0,0.0,0.29
1981-02-12,0.111,0.44,0.02,-19.16,135.68,6.42,0.87,0.46,0.0,0.0,0.0,0.29
1981-02-13,0.108,0.43,0.01,-15.58,132.41,6.47,0.72,0.34,0.0,0.0,0.0,0.29
1981-02-14,0.108,0.43,0.0,-11.72,133.01,6.63,2.26,0.18,0.23,0.23,0.23,0.25
1981-02-15,0.106,0.42,0.0,-9.24,133.54,6.64,2.08,0.19,0.27,0.27,0.27,0.22
1981-02-16,0.103,0.41,0.0,-8.08,139.04,6.88,0.56,0.2,0.03,0.03,0.03,0.22
1981-02-17,0.103,0.41,0.0,-10.98,151.67,6.23,0.79,0.42,0.13,0.13,0.13,0.21
1981-02-18,0.101,0.4,0.18,-15.93,117.69,0.74,0.84,0.75,0.28,0.28,0.28,0.24
1981-02-19,0.098,0.39,0.06,-16.58,144.84,5.96,0.72,0.61,0.03,0.03,0.03,0.24
1981-02-20,0.098,0.39,0.0,-13.76,148.59,7.19,0.99,0.59,0.0,0.0,0.0,0.24
1981-02-21,0.096,0.38,1.21,-14.03,122.94,0.43,1.1,0.78,0.15,0.15,0.15,0.29
1981-02-22,0.096,0.38,0.14,-13.32,150.67,5.55,1.55,0.65,0.0,0.0,0.0,0.29
1981-02-23,0.093,0.37,0.0,-11.83,132.73,3.12,0.63,0.6,0.0,0.0,0.0,0.29
1981-02-24,0.093,0.37,0.0,-12.36,144.77,5.99,0.86,0.64,0.0,0.0,0.0,0.29
1981-02-25,0.091,0.36,0.0,-10.32,168.39,6.77,1.0,0.43,0.04,0.04,0.04,0.29
1981-02-26,0.091,0.36,0.0,-9.47,156.32,5.72,1.0,0.55,0.1,0.1,0.1,0.27
1981-02-27,0.088,0.35,0.0,-10.67,158.86,5.69,2.28,0.52,0.36,0.36,0.36,0.22
1981-02-28,0.088,0.35,0.0,-10.07,127.16,0.36,2.86,0.79,0.52,0.52,0.52,0.17
1981-03-01,0.086,0.34,1.78,-7.4,139.5,1.87,1.97,0.75,0.53,0.53,0.53,0.29
1981-03-02,0.086,0.34,0.31,-6.56,158.69,5.64,1.71,0.68,0.0,0.0,0.0,0.29
1981-03-03,0.086,0.34,4.75,-7.34,103.61,0.28,1.68,0.79,0.12,0.12,0.12,0.3
1981-03-04,0.083,0.33,5.32,-8.17,122.15,0.2,3.22,0.74,0.34,0.34,0.34,0.3
1981-03-05,0.083,0.33,0.03,-8.79,175.07,6.62,2.15,0.55,0.0,0.0,0.0,0.3
1981-03-06,0.083,0.33,0.24,-5.49,133.52,0.23,1.67,0.59,0.54,0.54,0.54,0.24
1981-03-07,0.083,0.33,0.05,-3.39,172.63,6.59,1.68,0.58,0.03,0.03,0.03,0.24
1981-03-08,0.093,0.37,1.53,-0.63,112.92,0.17,1.96,0.6,0.61,0.61,0.61,0.29
1981-03-09,0.111,0.44,0.45,-1.27,161.82,6.53,0.51,0.68,0.0,0.0,0.0,0.29
1981-03-10,0.149,0.59,0.71,0.38,126.0,0.97,0.81,0.83,0.09,0.09,0.09,0.29
1981-03-11,0.264,1.05,3.3,2.93,93.24,0.99,1.89,0.65,0.41,0.41,0.41,0.3
1981-03-12,0.378,1.5,19.96,-1.24,80.23,0.35,2.05,0.9,0.13,0.13,0.13,0.3
1981-03-13,0.36,1.43,3.81,-5.33,127.25,1.92,2.74,0.81,0.16,0.16,0.16,0.3
1981-03-14,0.29,1.15,0.82,-6.07,197.6,6.51,1.1,0.67,0.0,0.0,0.0,0.3
1981-03-15,0.237,0.94,25.11,-6.76,101.24,0.12,1.0,0.91,0.03,0.03,0.03,0.3
1981-03-16,0.196,0.78,2.02,-8.91,204.14,2.9,1.4,0.67,0.15,0.15,0.15,0.3
1981-03-17,0.166,0.66,12.33,-11.16,93.55,0.43,1.66,0.82,0.05,0.05,0.05,0.3
1981-03-18,0.146,0.58,2.38,-12.82,157.09,0.47,4.59,0.69,0.48,0.48,0.48,0.3
1981-03-19,0.141,0.56,0.0,-10.94,230.94,8.02,1.7,0.5,0.0,0.0,0.0,0.3
1981-03-20,0.138,0.55,0.0,-4.07,201.5,4.34,1.05,0.24,0.43,0.43,0.43,0.22
1981-03-21,0.141,0.56,0.0,-4.09,213.35,5.85,1.18,0.48,0.33,0.33,0.33,0.19
1981-03-22,0.141,0.56,0.0,-4.02,181.44,2.16,2.74,0.76,0.66,0.66,0.66,0.15
1981-03-23,0.149,0.59,1.13,-2.9,200.94,2.71,1.71,0.63,0.89,0.89,0.89,0.27
1981-03-24,0.174,0.69,0.44,-0.54,221.37,7.45,1.25,0.6,0.01,0.01,0.01,0.28
1981-03-25,0.274,1.09,1.46,2.37,220.53,7.78,1.64,0.71,0.04,0.04,0.04,0.29
1981-03-26,0.4,1.59,5.91,0.48,70.62,0.13,2.54,0.81,0.27,0.27,0.27,0.3
1981-03-27,0.463,1.84,0.0,-0.67,248.55,8.98,1.9,0.49,0.29,0.29,0.29,0.23
1981-03-28,0.511,2.03,0.37,-0.33,204.07,3.31,2.75,0.74,0.74,0.74,0.74,0.21
1981-03-29,0.703,2.79,34.5,-1.06,90.41,0.98,4.4,0.95,0.17,0.17,0.17,0.3
1981-03-30,1.536,6.1,71.19,-1.08,76.82,0.03,2.67,0.88,0.13,0.13,0.13,0.3
1981-03-31,3.704,14.71,71.2,0.79,47.43,0.0,4.15,0.83,0.26,0.26,0.26,0.3
1981-04-01,4.85,19.26,1.23,0.58,100.84,0.03,2.36,0.74,0.52,0.52,0.52,0.31
1981-04-02,2.574,10.22,0.0,1.41,223.76,6.79,1.4,0.59,0.38,0.38,0.38,0.23
1981-04-03,2.065,8.2,0.02,2.44,230.69,5.9,0.61,0.51,0.52,0.52,0.52,0.17
1981-04-04,1.941,7.71,0.0,1.68,257.85,8.25,1.04,0.57,0.59,0.59,0.58,0.13
1981-04-05,1.667,6.62,3.04,-0.16,173.46,0.28,0.59,0.83,0.82,0.82,0.82,0.34
1981-04-06,1.458,5.79,1.26,-0.66,221.46,3.13,1.76,0.71,0.7,0.7,0.7,0.3
1981-04-07,1.44,5.72,0.0,1.06,245.42,8.85,0.99,0.48,0.24,0.24,0.24,0.26
1981-04-08,1.576,6.26,0.9,1.27,195.13,3.94,0.62,0.59,0.47,0.47,0.47,0.29
1981-04-09,1.687,6.7,0.05,1.24,246.1,7.51,0.52,0.53,0.41,0.4,0.4,0.22
1981-04-10,1.919,7.62,0.0,2.64,268.38,9.29,1.22,0.55,0.56,0.56,0.56,0.17
1981-04-11,2.317,9.2,0.5,3.31,220.45,5.45,1.34,0.58,0.84,0.84,0.84,0.21
1981-04-12,2.4,9.53,1.73,1.85,234.73,5.95,1.73,0.67,1.02,1.02,1.02,0.31
1981-04-13,2.445,9.71,0.0,2.72,287.45,10.16,1.19,0.31,0.98,0.98,0.98,0.16
1981-04-14,2.41,9.57,0.0,3.05,287.1,10.14,0.9,0.31,0.99,0.81,0.75,0.13
1981-04-15,2.261,8.98,0.86,2.62,248.13,8.93,0.67,0.44,0.89,0.8,0.67,0.27
1981-04-16,1.934,7.68,0.01,0.54,233.99,5.99,1.43,0.61,1.16,1.08,0.98,0.12
1981-04-17,1.382,5.49,0.1,-3.55,284.71,8.44,1.28,0.61,1.09,1.0,0.88,0.14
1981-04-18,1.017,4.04,0.01,-9.05,217.36,5.8,1.83,0.65,0.53,0.47,0.4,0.12
1981-04-19,0.773,3.07,7.09,-8.78,223.98,4.17,1.47,0.6,0.79,0.72,0.65,0.36
1981-04-20,0.599,2.38,10.56,-7.43,196.44,0.42,1.04,0.84,0.25,0.25,0.25,0.36
1981-04-21,0.476,1.89,0.0,-6.15,311.68,4.33,0.72,0.6,0.29,0.29,0.29,0.31
1981-04-22,0.405,1.61,0.0,-2.68,327.46,10.99,0.83,0.43,0.12,0.12,0.12,0.29
1981-04-23,0.403,1.6,0.0,-1.43,247.65,3.2,1.43,0.75,0.8,0.79,0.78,0.13
1981-04-24,0.413,1.64,0.1,-0.93,185.82,0.64,1.27,0.85,0.8,0.74,0.66,0.14
1981-04-25,0.415,1.65,3.26,-2.77,140.12,0.32,1.79,0.94,0.41,0.37,0.32,0.33
1981-04-26,0.421,1.67,27.25,-3.21,169.6,0.98,2.89,0.88,0.33,0.29,0.27,0.36
1981-04-27,0.448,1.78,11.96,-8.17,259.52,0.48,2.34,0.9,0.42,0.42,0.42,0.36
1981-04-28,0.398,1.58,1.75,-7.2,244.88,0.38,1.89,0.71,0.54,0.54,0.54,0.35
1981-04-29,0.365,1.45,0.94,-5.19,228.35,1.55,1.09,0.75,0.33,0.33,0.33,0.34
1981-04-30,0.37,1.47,0.0,-2.07,296.23,6.25,1.24,0.74,0.12,0.12,0.11,0.32
1981-05-01,0.4,1.59,4.18,-0.16,161.06,0.73,1.51,0.77,0.62,0.55,0.5,0.39
1981-05-02,0.423,1.68,3.56,-1.86,171.01,0.17,1.19,0.88,0.4,0.37,0.35,0.39
1981-05-03,0.395,1.57,2.33,-3.24,177.09,0.27,1.45,0.89,0.37,0.3,0.27,0.38
1981-05-04,0.365,1.45,9.3,-5.85,191.44,0.88,1.98,0.83,0.42,0.37,0.35,0.41
