date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.067,0.71,0.34,-1.07,41.63,4.6,3.58,0.55,0.88,0.47,0.03,0.54
1981-01-02,0.065,0.69,0.9,-3.69,35.53,5.88,3.41,0.79,0.29,0.19,0.12,0.74
1981-01-03,0.065,0.69,1.94,0.77,45.77,5.82,3.21,0.7,0.03,0.02,0.02,0.98
1981-01-04,0.064,0.68,4.77,-2.31,14.37,2.85,2.9,0.92,0.16,0.15,0.15,1.08
1981-01-05,0.063,0.67,1.75,-8.67,18.78,2.76,3.41,0.81,0.07,0.06,0.05,1.07
1981-01-06,0.061,0.65,6.62,-8.16,10.12,0.0,3.35,0.92,0.0,0.0,0.0,1.1
1981-01-07,0.06,0.64,1.19,-11.55,17.69,4.39,2.85,0.84,0.0,0.0,0.0,1.1
1981-01-08,0.058,0.62,0.02,-11.58,60.48,6.66,2.08,0.62,0.0,0.0,0.0,1.1
1981-01-09,0.057,0.61,0.0,-8.47,53.84,5.89,0.19,0.75,0.0,0.0,0.0,1.1
1981-01-10,0.056,0.6,0.05,-4.41,38.99,0.04,0.48,0.83,0.0,0.0,0.0,1.1
1981-01-11,0.055,0.58,0.0,-4.73,48.13,1.27,0.8,0.89,0.0,0.0,0.0,1.1
1981-01-12,0.054,0.57,0.0,-6.26,68.41,6.48,1.69,0.73,0.0,0.0,0.0,1.1
1981-01-13,0.053,0.56,0.96,-7.12,52.76,0.03,2.11,0.82,0.05,0.05,0.05,1.09
1981-01-14,0.052,0.55,0.03,-8.01,74.19,5.22,2.81,0.74,0.0,0.0,0.0,1.09
1981-01-15,0.05,0.53,3.74,-6.33,23.52,2.6,2.84,0.94,0.0,0.0,0.0,1.1
1981-01-16,0.049,0.52,0.46,-8.77,41.87,6.31,2.87,0.81,0.0,0.0,0.0,1.1
1981-01-17,0.048,0.51,0.57,-4.61,45.59,5.34,1.44,0.92,0.0,0.0,0.0,1.1
1981-01-18,0.047,0.5,0.5,-3.97,41.25,5.77,2.44,0.82,0.0,0.0,0.0,1.1
1981-01-19,0.046,0.49,2.61,-3.46,26.0,1.31,2.4,0.88,0.0,0.0,0.0,1.1
1981-01-20,0.045,0.48,6.89,-5.79,23.22,2.22,3.27,0.93,0.0,0.0,0.0,1.1
1981-01-21,0.044,0.47,0.17,-7.89,75.14,6.84,2.16,0.71,0.0,0.0,0.0,1.1
1981-01-22,0.043,0.46,0.0,-5.86,88.21,7.24,2.47,0.48,0.0,0.0,0.0,1.1
1981-01-23,0.042,0.45,0.0,-4.36,88.86,6.92,0.86,0.5,0.0,0.0,0.0,1.1
1981-01-24,0.041,0.44,0.0,-1.1,89.54,7.28,0.96,0.45,0.0,0.0,0.0,1.1
1981-01-25,0.041,0.44,0.0,-1.92,87.06,6.06,2.22,0.46,0.0,0.0,0.0,1.1
1981-01-26,0.04,0.43,0.1,-2.82,63.36,6.76,3.76,0.66,0.0,0.0,0.0,1.1
1981-01-27,0.04,0.43,0.0,-4.54,95.32,7.39,2.1,0.43,0.0,0.0,0.0,1.1
1981-01-28,0.039,0.42,0.0,-3.09,97.36,6.79,1.72,0.47,0.0,0.0,0.0,1.1
1981-01-29,0.039,0.41,0.0,-3.97,99.55,7.61,0.67,0.54,0.0,0.0,0.0,1.1
1981-01-30,0.039,0.41,0.0,-2.52,104.46,7.77,0.99,0.42,0.0,0.0,0.0,1.1
1981-01-31,0.038,0.4,0.0,-0.02,107.23,7.8,0.85,0.41,0.0,0.0,0.0,1.1
1981-02-01,0.04,0.43,0.0,1.51,107.53,7.85,0.64,0.42,0.01,0.01,0.01,1.09
