date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.159,1.68,2.41,1.79,20.54,0.06,3.83,0.74,0.69,0.69,0.69,1.74
1981-01-02,0.201,2.12,11.7,0.04,21.28,0.01,3.41,0.87,0.1,0.1,0.1,1.83
1981-01-03,0.369,3.89,6.36,4.61,21.4,0.06,5.79,0.73,1.4,1.4,1.4,1.74
1981-01-04,0.895,9.43,23.7,0.85,17.82,0.07,1.78,0.91,0.0,0.0,0.0,1.83
1981-01-05,0.769,8.1,5.63,-1.93,39.31,0.73,2.56,0.79,0.19,0.19,0.19,1.83
1981-01-06,0.458,4.83,13.99,-1.46,24.57,0.09,2.95,0.83,0.1,0.1,0.1,1.83
1981-01-07,0.363,3.82,9.66,-5.16,44.39,1.12,1.39,0.8,0.0,0.0,0.0,1.83
1981-01-08,0.283,2.98,1.85,-8.27,67.33,5.04,1.23,0.72,0.0,0.0,0.0,1.83
1981-01-09,0.223,2.35,0.76,-5.79,39.24,0.06,0.95,0.82,0.0,0.0,0.0,1.83
1981-01-10,0.182,1.92,0.56,-1.63,30.3,0.02,0.28,0.86,0.0,0.0,0.0,1.83
1981-01-11,0.16,1.69,0.0,-1.55,28.38,1.71,1.04,0.84,0.0,0.0,0.0,1.83
1981-01-12,0.148,1.56,0.31,-2.86,53.82,4.53,1.33,0.86,0.0,0.0,0.0,1.83
1981-01-13,0.142,1.5,11.02,-2.66,26.57,0.02,0.83,0.86,0.0,0.0,0.0,1.83
1981-01-14,0.138,1.45,0.31,-3.62,51.74,5.19,1.92,0.72,0.0,0.0,0.0,1.83
1981-01-15,0.156,1.64,12.29,-0.36,37.63,0.74,2.64,0.84,0.0,0.0,0.0,1.83
1981-01-16,0.178,1.88,3.23,-3.17,32.83,0.1,2.63,0.76,0.25,0.25,0.25,1.81
1981-01-17,0.177,1.87,2.45,1.78,32.49,0.44,2.7,0.8,0.12,0.12,0.12,1.81
1981-01-18,0.216,2.28,4.26,0.43,23.61,0.02,2.3,0.83,0.06,0.06,0.06,1.83
1981-01-19,0.304,3.2,9.85,1.15,18.41,0.02,2.44,0.84,0.04,0.04,0.04,1.83
1981-01-20,0.417,4.39,16.3,-1.34,29.74,0.07,0.91,0.89,0.0,0.0,0.0,1.83
1981-01-21,0.333,3.51,0.23,-4.56,75.3,4.97,0.89,0.78,0.0,0.0,0.0,1.83
1981-01-22,0.255,2.69,0.0,-7.28,65.28,5.89,1.08,0.8,0.0,0.0,0.0,1.83
1981-01-23,0.207,2.18,0.0,-7.49,65.46,5.79,1.06,0.78,0.0,0.0,0.0,1.83
1981-01-24,0.169,1.78,0.0,-5.84,51.64,4.66,0.85,0.75,0.0,0.0,0.0,1.83
1981-01-25,0.14,1.47,0.69,-4.15,47.5,2.44,1.42,0.85,0.0,0.0,0.0,1.83
1981-01-26,0.131,1.38,7.56,-1.31,60.93,2.02,0.81,0.93,0.0,0.0,0.0,1.83
1981-01-27,0.131,1.38,0.0,-4.89,63.23,5.72,0.89,0.86,0.0,0.0,0.0,1.83
1981-01-28,0.121,1.28,0.0,-5.77,66.1,5.23,1.37,0.85,0.0,0.0,0.0,1.83
1981-01-29,0.117,1.23,0.0,-6.8,49.66,4.83,0.96,0.84,0.0,0.0,0.0,1.83
1981-01-30,0.112,1.18,0.0,-7.14,69.86,5.42,0.37,0.82,0.0,0.0,0.0,1.83
1981-01-31,0.107,1.13,0.0,-5.13,78.28,6.64,0.78,0.79,0.0,0.0,0.0,1.83
1981-02-01,0.103,1.09,0.0,-2.9,81.36,6.78,0.51,0.77,0.0,0.0,0.0,1.83
1981-02-02,0.1,1.05,0.0,-1.84,86.05,6.9,0.45,0.74,0.0,0.0,0.0,1.83
1981-02-03,0.104,1.1,2.18,1.76,54.3,1.85,2.43,0.7,0.5,0.5,0.5,1.84
1981-02-04,0.157,1.65,10.34,1.86,31.63,0.19,2.35,0.88,0.09,0.09,0.09,2.0
1981-02-05,0.233,2.46,9.47,-1.94,48.13,0.52,1.8,0.84,0.19,0.19,0.19,2.0
1981-02-06,0.306,3.22,13.18,0.58,26.95,0.04,2.32,0.9,0.0,0.0,0.0,2.0
1981-02-07,0.574,6.05,10.37,3.82,30.02,0.05,1.44,0.92,0.0,0.0,0.0,2.0
1981-02-08,0.731,7.7,0.0,4.14,56.03,5.08,1.67,0.86,0.0,0.0,0.0,2.0
