date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.449,1.71,2.08,1.75,24.8,0.19,2.75,0.71,0.62,0.62,0.57,1.17
1981-01-02,1.881,2.22,7.24,0.93,17.15,0.0,2.45,0.83,0.19,0.19,0.16,1.26
1981-01-03,3.956,4.67,13.11,5.15,20.1,0.27,4.76,0.71,1.2,1.2,1.09,1.26
1981-01-04,7.964,9.4,21.96,1.99,13.4,0.13,2.33,0.9,0.07,0.07,0.06,1.27
1981-01-05,7.532,8.89,3.37,-1.17,38.6,0.81,2.68,0.75,0.44,0.44,0.37,1.21
1981-01-06,5.591,6.6,10.84,-0.79,17.31,0.0,2.62,0.82,0.12,0.12,0.1,1.23
1981-01-07,4.287,5.06,3.39,-3.86,41.58,0.88,1.18,0.8,0.03,0.03,0.01,1.23
1981-01-08,2.965,3.5,0.47,-8.09,78.89,7.14,0.67,0.81,0.0,0.0,0.0,1.23
1981-01-09,2.05,2.42,0.0,-5.21,44.23,0.71,0.71,0.74,0.02,0.02,0.0,1.23
1981-01-10,1.576,1.86,2.97,-1.96,27.8,0.0,0.57,0.89,0.01,0.01,0.0,1.23
1981-01-11,1.491,1.76,0.22,-1.45,7.75,0.39,0.99,0.89,0.0,0.0,0.0,1.23
1981-01-12,1.457,1.72,3.98,-1.8,35.82,2.8,1.06,0.82,0.0,0.0,0.0,1.23
1981-01-13,1.432,1.69,10.28,-2.21,11.55,0.03,0.93,0.91,0.0,0.0,0.0,1.23
1981-01-14,1.406,1.66,3.21,-4.89,56.18,4.6,1.37,0.85,0.0,0.0,0.0,1.23
1981-01-15,1.965,2.32,21.07,-0.07,34.71,0.3,2.41,0.87,0.04,0.04,0.0,1.23
1981-01-16,2.398,2.83,1.43,-2.25,44.06,1.16,2.14,0.72,0.14,0.14,0.09,1.21
1981-01-17,2.338,2.76,4.72,2.45,38.57,0.84,3.03,0.78,0.27,0.27,0.22,1.23
1981-01-18,2.914,3.44,2.91,1.12,16.7,0.0,1.91,0.83,0.03,0.03,0.01,1.23
1981-01-19,3.939,4.65,10.65,1.87,15.11,0.0,2.63,0.85,0.08,0.08,0.06,1.23
1981-01-20,4.727,5.58,12.32,-0.23,20.96,0.03,1.05,0.91,0.01,0.01,0.0,1.23
1981-01-21,3.914,4.62,0.45,-3.51,44.24,1.63,0.39,0.85,0.02,0.02,0.0,1.23
1981-01-22,2.83,3.34,0.0,-6.22,33.36,1.82,0.79,0.9,0.0,0.0,0.0,1.23
1981-01-23,2.11,2.49,0.0,-6.88,50.92,1.76,0.69,0.85,0.01,0.01,0.0,1.23
1981-01-24,1.66,1.96,0.0,-6.15,48.66,2.04,0.43,0.84,0.01,0.01,0.0,1.23
1981-01-25,1.466,1.73,0.36,-4.39,40.3,1.02,0.89,0.89,0.01,0.01,0.0,1.23
1981-01-26,1.457,1.72,0.71,0.05,40.98,0.67,0.62,0.91,0.02,0.02,0.0,1.23
1981-01-27,1.423,1.68,0.0,-3.01,45.62,2.35,0.92,0.85,0.0,0.0,0.0,1.22
1981-01-28,1.364,1.61,0.01,-4.91,57.19,4.02,1.18,0.79,0.01,0.01,0.0,1.22
1981-01-29,1.33,1.57,0.0,-5.16,55.91,3.07,0.78,0.82,0.01,0.01,0.0,1.22
1981-01-30,1.296,1.53,0.0,-5.39,65.22,3.35,0.7,0.84,0.01,0.01,0.0,1.21
1981-01-31,1.254,1.48,0.0,-4.55,67.16,3.51,0.49,0.79,0.01,0.01,0.0,1.21
1981-02-01,1.22,1.44,0.0,-3.15,77.03,4.71,0.44,0.75,0.02,0.02,0.0,1.21
1981-02-02,1.195,1.41,0.0,-2.13,80.33,4.24,0.33,0.75,0.03,0.03,0.0,1.2
1981-02-03,1.228,1.45,4.3,-0.05,61.19,2.06,1.99,0.78,0.36,0.36,0.31,1.23
1981-02-04,1.932,2.28,13.13,1.97,38.76,0.36,2.51,0.88,0.05,0.05,0.01,1.28
1981-02-05,3.075,3.63,4.4,-0.58,54.08,1.38,2.06,0.75,0.24,0.23,0.17,1.27
1981-02-06,2.77,3.27,4.27,0.93,18.54,0.0,1.95,0.91,0.03,0.03,0.02,1.28
1981-02-07,3.033,3.58,1.33,3.21,28.39,0.0,1.36,0.92,0.05,0.05,0.03,1.27
1981-02-08,3.16,3.73,0.0,3.23,62.87,3.14,0.82,0.9,0.06,0.06,0.04,1.23
1981-02-09,2.948,3.48,0.0,2.4,55.82,3.68,1.06,0.81,0.06,0.06,0.05,1.18
1981-02-10,2.779,3.28,3.39,1.06,32.93,0.53,1.55,0.83,0.17,0.17,0.12,1.26
1981-02-11,2.542,3.0,0.41,-1.05,80.19,2.6,0.85,0.8,0.24,0.24,0.16,1.15
1981-02-12,1.906,2.25,0.57,-3.03,78.49,4.91,1.23,0.72,0.2,0.2,0.14,1.07
1981-02-13,1.508,1.78,0.0,-4.25,122.12,9.02,1.38,0.66,0.28,0.27,0.23,0.93
1981-02-14,1.347,1.59,0.0,-4.26,121.03,8.22,0.8,0.68,0.15,0.15,0.1,0.83
1981-02-15,1.305,1.54,0.0,-3.29,123.23,8.58,0.54,0.66,0.13,0.13,0.06,0.78
1981-02-16,1.271,1.5,0.0,-3.01,121.67,7.0,1.13,0.7,0.22,0.22,0.01,0.76
1981-02-17,1.237,1.46,0.0,-3.14,28.02,2.21,1.19,0.79,0.07,0.07,0.0,0.76
1981-02-18,1.203,1.42,0.2,-2.98,47.2,0.27,1.25,0.78,0.33,0.33,0.15,0.77
1981-02-19,1.169,1.38,0.15,-3.8,36.03,1.78,1.05,0.8,0.1,0.1,0.05,0.77
1981-02-20,1.144,1.35,0.0,-3.3,66.47,2.76,0.62,0.7,0.18,0.18,0.06,0.71
1981-02-21,1.11,1.31,0.88,-3.19,59.13,0.36,0.59,0.79,0.19,0.19,0.01,0.96
1981-02-22,1.084,1.28,0.0,-4.13,88.72,4.59,0.59,0.82,0.27,0.26,0.22,0.82
1981-02-23,1.051,1.24,0.0,-2.67,111.72,7.08,0.52,0.77,0.16,0.16,0.08,0.73
1981-02-24,1.025,1.21,0.13,-0.56,126.0,6.88,0.93,0.73,0.28,0.28,0.01,0.77
1981-02-25,1.0,1.18,0.0,-2.23,73.62,3.74,1.13,0.81,0.14,0.14,0.04,0.73
1981-02-26,0.983,1.16,0.0,-0.87,84.22,3.95,0.71,0.74,0.2,0.19,0.0,0.73
1981-02-27,0.957,1.13,0.0,-2.49,99.74,4.27,0.75,0.76,0.2,0.19,0.0,0.73
1981-02-28,0.94,1.11,3.37,-0.61,43.19,0.0,0.78,0.82,0.21,0.21,0.07,1.19
1981-03-01,1.144,1.35,4.17,2.94,80.24,0.26,1.03,0.89,0.15,0.14,0.05,1.49
1981-03-02,1.593,1.88,3.84,3.38,56.24,0.36,1.04,0.9,0.22,0.22,0.14,1.51
1981-03-03,2.889,3.41,16.79,1.75,29.57,0.0,0.82,0.96,0.06,0.06,0.04,1.54
1981-03-04,5.049,5.96,9.84,1.18,25.93,0.0,0.57,0.93,0.05,0.05,0.03,1.54
1981-03-05,5.1,6.02,0.12,2.27,101.65,3.87,0.72,0.84,0.31,0.31,0.2,1.35
1981-03-06,4.304,5.08,3.79,2.59,58.01,0.01,1.24,0.84,0.43,0.43,0.34,1.48
1981-03-07,4.617,5.45,0.75,7.04,156.84,7.77,1.1,0.75,0.66,0.66,0.47,1.21
1981-03-08,6.024,7.11,7.78,6.84,29.99,0.01,1.64,0.82,0.4,0.4,0.34,1.53
1981-03-09,7.811,9.22,0.29,9.97,131.54,4.02,1.93,0.7,1.6,1.6,1.33,0.65
1981-03-10,7.498,8.85,3.94,9.94,69.97,0.28,1.45,0.81,0.99,0.99,0.6,1.4
1981-03-11,8.252,9.74,2.33,13.09,69.28,0.44,2.25,0.63,2.0,1.99,1.72,1.12
1981-03-12,10.963,12.94,24.41,8.74,21.71,0.0,1.88,0.87,0.3,0.3,0.25,1.53
1981-03-13,9.226,10.89,5.01,6.16,107.99,2.23,2.45,0.79,1.23,1.23,0.99,1.47
1981-03-14,6.125,7.23,0.88,6.26,121.06,2.42,2.13,0.68,1.63,1.63,1.33,0.76
1981-03-15,4.177,4.93,1.64,3.5,75.63,1.82,0.81,0.85,0.52,0.52,0.41,1.1
