date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,7.053,1.07,2.55,0.0,17.98,0.17,2.52,0.86,0.06,0.06,0.06,1.33
1981-01-02,7.514,1.14,7.76,-0.37,21.48,0.0,2.23,0.92,0.01,0.01,0.01,1.34
1981-01-03,15.753,2.39,18.74,2.44,15.64,0.0,3.98,0.9,0.14,0.14,0.14,1.34
1981-01-04,29.463,4.47,20.19,0.41,20.69,0.33,2.37,0.95,0.0,0.0,0.0,1.34
1981-01-05,28.936,4.39,0.96,-3.06,33.73,0.63,2.54,0.85,0.1,0.1,0.1,1.32
1981-01-06,22.015,3.34,13.33,-2.33,18.69,0.0,2.99,0.92,0.01,0.01,0.01,1.34
1981-01-07,17.006,2.58,3.89,-5.46,52.6,1.01,1.56,0.9,0.0,0.0,0.0,1.34
1981-01-08,12.655,1.92,0.24,-9.2,80.99,7.47,0.85,0.85,0.0,0.0,0.0,1.34
1981-01-09,10.019,1.52,0.01,-5.44,58.82,1.33,0.63,0.91,0.0,0.0,0.0,1.34
1981-01-10,8.766,1.33,6.07,-1.31,30.74,0.0,0.69,0.97,0.0,0.0,0.0,1.34
1981-01-11,8.173,1.24,1.11,-2.79,17.25,0.01,1.59,0.97,0.0,0.0,0.0,1.34
1981-01-12,7.844,1.19,1.18,-4.16,57.31,2.59,1.18,0.95,0.0,0.0,0.0,1.34
1981-01-13,7.646,1.16,3.71,-4.26,39.1,0.41,1.59,0.9,0.0,0.0,0.0,1.34
1981-01-14,7.448,1.13,4.67,-6.0,55.93,2.05,1.82,0.91,0.0,0.0,0.0,1.34
1981-01-15,7.844,1.19,29.78,-1.72,31.92,0.91,3.16,0.94,0.0,0.0,0.0,1.34
1981-01-16,8.305,1.26,3.6,-3.34,42.48,0.51,2.33,0.85,0.03,0.03,0.03,1.34
1981-01-17,8.635,1.31,7.38,1.25,27.09,0.1,3.39,0.88,0.11,0.11,0.11,1.34
1981-01-18,10.085,1.53,6.29,-0.48,23.71,0.01,2.35,0.93,0.0,0.0,0.0,1.34
1981-01-19,13.314,2.02,12.37,1.06,18.62,0.0,2.8,0.92,0.03,0.03,0.03,1.34
1981-01-20,15.621,2.37,22.8,-1.82,31.64,0.17,1.31,0.98,0.0,0.0,0.0,1.34
1981-01-21,13.38,2.03,0.01,-4.79,69.06,1.98,0.64,0.83,0.0,0.0,0.0,1.34
1981-01-22,10.744,1.63,0.0,-7.26,86.56,6.07,1.27,0.77,0.0,0.0,0.0,1.34
1981-01-23,9.03,1.37,0.0,-7.36,88.05,5.98,1.82,0.74,0.0,0.0,0.0,1.34
1981-01-24,7.975,1.21,0.0,-6.31,92.32,6.04,0.78,0.71,0.0,0.0,0.0,1.34
1981-01-25,7.316,1.11,0.86,-4.47,54.57,0.57,1.09,0.9,0.04,0.04,0.04,1.33
1981-01-26,7.119,1.08,0.1,-0.48,68.64,1.58,1.01,0.89,0.0,0.0,0.0,1.33
1981-01-27,6.987,1.06,0.03,-4.3,85.63,4.63,1.14,0.74,0.0,0.0,0.0,1.33
1981-01-28,6.855,1.04,0.0,-4.76,99.77,7.37,1.81,0.64,0.0,0.0,0.0,1.33
1981-01-29,6.657,1.01,0.0,-4.74,98.45,6.76,1.31,0.69,0.0,0.0,0.0,1.33
1981-01-30,6.525,0.99,0.0,-4.19,99.43,6.14,0.83,0.63,0.0,0.0,0.0,1.33
1981-01-31,6.394,0.97,0.0,-2.38,102.01,6.61,0.99,0.58,0.0,0.0,0.0,1.33
1981-02-01,6.328,0.96,0.0,-0.8,101.03,6.52,0.53,0.6,0.0,0.0,0.0,1.33
1981-02-02,6.394,0.97,0.0,0.01,105.16,7.38,0.72,0.64,0.0,0.0,0.0,1.33
1981-02-03,7.053,1.07,8.74,1.87,60.31,0.75,2.89,0.7,1.01,1.01,1.01,1.43
1981-02-04,11.667,1.77,22.34,0.61,34.59,0.14,3.3,0.94,0.1,0.1,0.1,1.43
1981-02-05,18.39,2.79,6.04,-2.39,63.37,0.92,2.93,0.86,0.27,0.27,0.27,1.43
1981-02-06,16.083,2.44,5.22,0.3,32.79,0.0,1.35,0.98,0.0,0.0,0.0,1.43
1981-02-07,17.796,2.7,0.7,3.21,38.62,0.0,1.56,0.93,0.0,0.0,0.0,1.43
1981-02-08,19.576,2.97,0.04,2.85,61.49,3.37,1.2,0.86,0.0,0.0,0.0,1.43
1981-02-09,20.169,3.06,0.01,2.8,95.09,4.81,1.61,0.75,0.04,0.04,0.04,1.41
1981-02-10,19.247,2.92,1.73,0.08,40.45,0.49,2.16,0.83,0.19,0.19,0.19,1.38
1981-02-11,16.28,2.47,0.06,-3.11,108.63,4.22,1.11,0.78,0.04,0.04,0.04,1.36
1981-02-12,12.523,1.9,0.05,-5.45,120.31,5.38,1.96,0.75,0.03,0.03,0.02,1.34
1981-02-13,10.085,1.53,0.0,-5.34,137.41,9.14,3.5,0.65,0.04,0.03,0.01,1.34
1981-02-14,8.898,1.35,0.0,-4.9,135.8,9.14,1.39,0.61,0.02,0.02,0.0,1.33
1981-02-15,8.305,1.26,0.0,-3.31,137.28,9.04,0.95,0.56,0.02,0.02,0.0,1.33
1981-02-16,8.041,1.22,0.0,-3.3,134.89,8.87,1.44,0.63,0.02,0.02,0.0,1.33
1981-02-17,7.844,1.19,0.0,-4.44,90.87,2.65,2.43,0.79,0.27,0.27,0.25,1.22
1981-02-18,7.646,1.16,1.29,-4.97,85.25,0.97,1.67,0.84,0.38,0.38,0.35,1.28
1981-02-19,7.448,1.13,0.76,-5.7,65.89,0.56,2.0,0.82,0.07,0.07,0.07,1.31
1981-02-20,7.316,1.11,0.03,-6.66,106.6,2.92,0.91,0.79,0.03,0.03,0.03,1.3
1981-02-21,7.119,1.08,1.3,-5.77,99.28,0.81,1.26,0.79,0.18,0.18,0.16,1.34
1981-02-22,6.921,1.05,0.0,-6.01,135.27,6.48,0.93,0.77,0.03,0.03,0.03,1.32
1981-02-23,6.789,1.03,0.0,-2.75,131.37,6.27,1.09,0.78,0.03,0.03,0.01,1.31
1981-02-24,6.723,1.02,0.98,-0.97,119.18,3.85,1.28,0.79,0.08,0.07,0.04,1.35
1981-02-25,6.591,1.0,0.0,-2.85,140.43,5.54,1.66,0.78,0.04,0.04,0.03,1.32
1981-02-26,6.525,0.99,0.0,-2.46,136.89,4.24,1.24,0.78,0.09,0.08,0.05,1.29
1981-02-27,6.459,0.98,0.0,-2.67,140.65,5.75,1.41,0.69,0.07,0.07,0.03,1.28
1981-02-28,6.657,1.01,5.51,0.55,39.77,0.0,2.29,0.88,0.13,0.13,0.11,1.44
1981-03-01,8.635,1.31,1.88,3.42,113.34,1.84,1.45,0.82,0.3,0.3,0.29,1.46
1981-03-02,12.458,1.89,5.96,3.57,100.13,1.42,1.27,0.84,0.32,0.32,0.32,1.55
1981-03-03,19.84,3.01,21.43,0.59,40.13,0.0,1.33,0.96,0.02,0.02,0.02,1.57
1981-03-04,27.749,4.21,4.34,0.31,59.35,0.09,1.12,0.95,0.07,0.07,0.07,1.56
1981-03-05,25.442,3.86,0.03,0.25,126.35,1.62,0.94,0.85,0.3,0.3,0.29,1.4
1981-03-06,24.585,3.73,5.28,2.5,60.63,0.02,1.74,0.85,0.32,0.32,0.31,1.54
1981-03-07,34.275,5.2,0.3,7.19,145.91,5.18,1.59,0.69,0.62,0.62,0.59,1.25
1981-03-08,54.444,8.26,8.04,7.65,28.22,0.12,2.74,0.75,0.76,0.76,0.7,1.54
1981-03-09,75.338,11.43,0.55,8.51,82.3,1.13,2.44,0.77,1.13,1.13,1.08,1.07
1981-03-10,81.6,12.38,0.88,9.45,69.1,0.14,2.07,0.78,1.13,1.13,0.93,0.96
1981-03-11,100.122,15.19,0.29,12.75,59.68,0.02,3.12,0.58,2.57,2.55,1.94,0.28
1981-03-12,141.383,21.45,23.71,7.28,25.1,0.0,3.06,0.87,0.41,0.41,0.37,1.58
1981-03-13,120.489,18.28,8.77,4.16,107.25,1.39,2.71,0.85,1.08,1.08,1.02,1.57
1981-03-14,77.448,11.75,1.66,3.89,120.82,2.33,2.64,0.72,1.56,1.56,1.45,1.16
1981-03-15,49.698,7.54,1.93,2.77,100.22,0.59,1.16,0.79,1.07,1.07,0.97,1.23
1981-03-16,41.789,6.34,4.68,1.42,83.32,0.62,1.74,0.9,0.62,0.62,0.58,1.5
1981-03-17,36.252,5.5,7.19,-1.22,77.13,0.59,1.75,0.88,0.38,0.38,0.34,1.55
1981-03-18,29.068,4.41,5.67,-2.38,110.92,1.26,1.92,0.84,0.32,0.31,0.29,1.54
1981-03-19,23.333,3.54,0.0,0.39,211.36,9.32,0.87,0.71,0.11,0.11,0.1,1.44
1981-03-20,22.279,3.38,0.0,5.28,161.21,1.94,1.29,0.55,1.33,1.3,1.07,0.77
1981-03-21,26.101,3.96,0.0,7.93,201.72,10.02,1.29,0.55,1.05,1.03,0.18,0.6
1981-03-22,32.1,4.87,0.35,7.12,77.89,2.62,2.63,0.69,1.19,1.17,0.4,0.62
1981-03-23,43.041,6.53,4.43,8.09,93.06,0.12,2.78,0.75,1.61,1.58,1.01,1.4
1981-03-24,63.276,9.6,2.91,10.68,146.53,3.45,3.37,0.72,2.28,2.26,1.86,1.2
1981-03-25,82.259,12.48,2.39,13.66,195.18,6.89,1.9,0.64,2.71,2.66,1.47,1.2
1981-03-26,102.56,15.56,16.86,9.57,80.08,1.69,2.44,0.76,1.44,1.44,1.25,1.56
1981-03-27,81.93,12.43,0.0,7.62,218.79,9.63,1.91,0.64,2.14,2.14,1.56,0.32
1981-03-28,61.826,9.38,0.0,9.93,186.05,6.59,1.04,0.59,2.28,2.26,0.57,0.07
1981-03-29,62.288,9.45,0.0,12.4,193.94,8.23,1.24,0.61,2.45,2.35,0.38,0.0
1981-03-30,57.344,8.7,8.66,7.78,58.42,0.0,1.31,0.82,0.84,0.79,0.13,1.54
1981-03-31,54.444,8.26,0.33,8.41,36.02,0.0,1.67,0.85,0.68,0.68,0.56,1.12
1981-04-01,40.734,6.18,0.49,7.65,43.35,0.0,1.39,0.92,0.44,0.44,0.37,1.02
1981-04-02,36.45,5.53,0.04,9.39,126.79,2.6,1.29,0.81,1.53,1.52,1.06,0.18
1981-04-03,35.527,5.39,0.0,10.47,78.31,0.08,0.7,0.83,1.07,1.05,0.24,0.03
1981-04-04,33.352,5.06,0.15,10.9,150.37,2.17,1.14,0.76,2.02,1.93,0.28,0.11
1981-04-05,26.299,3.99,0.5,5.72,48.48,0.0,1.36,0.92,0.45,0.43,0.14,0.41
1981-04-06,22.41,3.4,2.66,7.59,109.89,1.67,1.63,0.85,1.23,1.19,0.77,1.19
1981-04-07,23.795,3.61,0.02,12.11,210.9,7.88,1.07,0.59,3.1,2.99,1.34,0.01
1981-04-08,23.004,3.49,3.39,11.92,135.19,1.25,0.86,0.67,2.32,2.12,0.16,1.33
1981-04-09,20.367,3.09,0.0,12.34,204.65,8.25,1.02,0.65,2.73,2.59,1.38,0.01
1981-04-10,17.599,2.67,0.0,13.98,248.97,11.45,1.86,0.59,3.9,3.42,0.06,0.0
1981-04-11,15.16,2.3,1.06,13.84,100.51,0.41,1.02,0.7,2.23,1.87,0.08,0.7
1981-04-12,13.842,2.1,4.52,13.95,208.17,5.72,1.11,0.7,3.0,2.56,0.8,1.55
1981-04-13,12.853,1.95,0.58,14.52,186.88,5.05,1.28,0.67,3.16,2.91,1.64,0.4
1981-04-14,11.667,1.77,0.0,13.9,220.19,9.38,1.41,0.68,3.14,2.61,0.41,0.0
1981-04-15,10.81,1.64,1.34,12.52,178.98,5.08,1.32,0.67,2.87,2.22,0.08,0.78
1981-04-16,10.282,1.56,0.0,11.17,262.59,10.74,2.42,0.57,3.84,3.01,0.78,0.0
