date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.647,1.11,8.1,-0.74,29.05,0.82,4.22,0.85,0.19,0.19,0.19,2.14
1981-01-02,0.635,1.09,20.17,-2.23,14.65,0.0,3.55,0.98,0.0,0.0,0.0,2.14
1981-01-03,1.236,2.12,19.2,1.88,16.11,0.0,6.22,0.89,0.3,0.3,0.3,2.14
1981-01-04,1.988,3.41,29.2,-0.97,20.65,0.45,2.88,0.99,0.0,0.0,0.0,2.14
1981-01-05,1.492,2.56,6.04,-4.15,33.43,1.58,2.11,0.87,0.0,0.0,0.0,2.14
1981-01-06,1.032,1.77,20.78,-3.6,13.2,0.0,2.44,0.95,0.0,0.0,0.0,2.14
1981-01-07,0.816,1.4,2.94,-6.66,29.54,0.53,1.28,0.97,0.0,0.0,0.0,2.14
1981-01-08,0.711,1.22,0.32,-10.28,58.55,7.23,1.1,0.94,0.0,0.0,0.0,2.14
1981-01-09,0.682,1.17,0.0,-5.89,42.93,0.0,1.56,0.64,0.29,0.29,0.29,2.0
1981-01-10,0.665,1.14,4.46,-3.16,26.44,0.0,1.1,1.0,0.0,0.0,0.0,2.12
1981-01-11,0.653,1.12,0.65,-3.48,29.66,0.0,1.11,0.98,0.0,0.0,0.0,2.13
1981-01-12,0.635,1.09,0.74,-3.06,39.07,0.72,1.26,0.89,0.0,0.0,0.0,2.13
1981-01-13,0.624,1.07,1.8,-4.84,33.93,1.1,0.76,0.94,0.0,0.0,0.0,2.14
1981-01-14,0.612,1.05,9.76,-6.77,54.08,2.03,1.51,0.99,0.0,0.0,0.0,2.14
1981-01-15,0.6,1.03,31.42,-2.37,47.12,4.07,2.61,0.94,0.0,0.0,0.0,2.14
1981-01-16,0.589,1.01,4.02,-5.43,45.58,1.97,2.64,0.9,0.0,0.0,0.0,2.14
1981-01-17,0.577,0.99,16.67,-0.48,29.32,0.4,3.46,0.92,0.0,0.0,0.0,2.14
