date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,25.044,0.96,5.05,-2.82,34.79,0.13,2.32,0.72,0.38,0.38,0.35,0.77
1981-01-02,26.609,1.02,12.26,-4.67,23.56,0.0,1.56,0.9,0.02,0.02,0.01,0.78
1981-01-03,44.088,1.69,22.98,-0.69,40.12,0.6,1.98,0.84,0.14,0.14,0.11,0.78
1981-01-04,118.698,4.55,48.44,-2.59,14.62,0.0,2.24,0.91,0.0,0.0,0.0,0.79
1981-01-05,98.872,3.79,10.76,-7.81,21.27,0.16,2.59,0.78,0.18,0.18,0.14,0.78
1981-01-06,57.393,2.2,24.11,-6.95,12.74,0.01,2.75,0.83,0.05,0.05,0.03,0.79
1981-01-07,47.479,1.82,12.02,-10.32,22.47,0.17,3.18,0.81,0.11,0.11,0.08,0.78
1981-01-08,38.87,1.49,0.63,-12.57,67.56,6.17,1.62,0.72,0.0,0.0,0.0,0.78
1981-01-09,32.349,1.24,0.0,-7.08,50.77,0.71,1.08,0.64,0.07,0.07,0.05,0.77
1981-01-10,28.175,1.08,0.61,-3.79,37.64,0.0,0.85,0.83,0.03,0.03,0.01,0.77
1981-01-11,25.827,0.99,0.08,-4.72,40.51,0.68,1.41,0.85,0.01,0.01,0.0,0.77
1981-01-12,24.261,0.93,2.06,-5.88,63.2,4.1,1.48,0.79,0.01,0.01,0.0,0.78
1981-01-13,23.479,0.9,8.56,-6.95,38.49,0.08,2.29,0.88,0.02,0.02,0.01,0.78
1981-01-14,22.957,0.88,2.34,-8.5,78.21,5.06,1.54,0.88,0.01,0.01,0.0,0.78
1981-01-15,25.044,0.96,31.87,-5.49,25.74,0.05,2.34,0.9,0.04,0.04,0.02,0.78
1981-01-16,27.131,1.04,4.64,-8.18,39.1,0.37,1.7,0.82,0.08,0.08,0.04,0.78
1981-01-17,27.392,1.05,9.92,-3.06,37.85,0.27,1.46,0.86,0.07,0.07,0.04,0.78
1981-01-18,30.783,1.18,8.44,-4.35,27.52,0.0,1.68,0.88,0.01,0.01,0.01,0.78
1981-01-19,39.392,1.51,16.62,-3.06,21.78,0.0,1.99,0.86,0.06,0.06,0.05,0.79
1981-01-20,52.697,2.02,38.43,-5.79,18.72,0.0,3.18,0.9,0.01,0.01,0.01,0.79
1981-01-21,43.305,1.66,1.98,-8.33,57.98,2.7,1.77,0.84,0.02,0.02,0.0,0.78
1981-01-22,33.653,1.29,0.0,-9.22,88.72,4.51,1.84,0.64,0.03,0.03,0.01,0.78
1981-01-23,28.957,1.11,0.0,-6.31,85.37,3.03,1.56,0.54,0.17,0.17,0.15,0.74
1981-01-24,25.305,0.97,0.0,-4.28,87.68,3.49,1.19,0.52,0.13,0.13,0.12,0.7
