date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,43.889,1.12,4.16,-1.52,30.41,0.12,2.49,0.72,0.45,0.45,0.42,0.91
1981-01-02,48.2,1.23,10.54,-3.15,21.0,0.0,1.77,0.88,0.06,0.06,0.05,0.94
1981-01-03,85.036,2.17,19.91,0.89,34.38,0.49,2.62,0.8,0.39,0.39,0.36,0.95
1981-01-04,225.717,5.76,41.62,-1.31,13.65,0.01,2.22,0.9,0.02,0.02,0.02,0.96
1981-01-05,190.057,4.85,8.85,-6.02,23.81,0.24,2.62,0.77,0.26,0.26,0.21,0.94
1981-01-06,118.736,3.03,20.25,-5.26,13.95,0.01,2.66,0.82,0.09,0.09,0.07,0.95
1981-01-07,96.008,2.45,10.04,-8.46,25.04,0.26,2.77,0.79,0.12,0.12,0.09,0.94
1981-01-08,73.671,1.88,0.58,-11.13,69.17,6.51,1.53,0.72,0.0,0.0,0.0,0.94
1981-01-09,57.997,1.48,0.0,-6.34,48.55,0.82,1.03,0.63,0.07,0.07,0.05,0.92
1981-01-10,49.376,1.26,0.88,-3.05,35.83,0.0,0.78,0.83,0.02,0.02,0.01,0.93
1981-01-11,45.849,1.17,0.08,-3.77,32.77,0.59,1.24,0.85,0.01,0.01,0.0,0.93
1981-01-12,43.889,1.12,2.67,-4.71,54.8,3.76,1.27,0.8,0.01,0.01,0.0,0.94
1981-01-13,42.322,1.08,9.33,-5.61,30.14,0.07,1.91,0.88,0.01,0.01,0.01,0.94
1981-01-14,41.146,1.05,2.28,-7.26,73.88,5.02,1.34,0.86,0.01,0.01,0.0,0.94
1981-01-15,49.376,1.26,28.13,-3.99,26.5,0.1,2.4,0.88,0.04,0.04,0.02,0.94
1981-01-16,56.037,1.43,3.68,-6.5,39.61,0.51,1.78,0.78,0.1,0.1,0.07,0.93
1981-01-17,54.862,1.4,8.38,-1.56,37.2,0.37,1.81,0.83,0.11,0.11,0.08,0.94
1981-01-18,63.875,1.63,6.92,-2.87,23.66,0.0,1.73,0.87,0.02,0.02,0.01,0.94
1981-01-19,80.725,2.06,14.57,-1.69,19.42,0.0,2.19,0.85,0.09,0.09,0.08,0.94
1981-01-20,105.805,2.7,31.52,-4.27,16.98,0.0,2.66,0.89,0.02,0.02,0.01,0.95
1981-01-21,90.522,2.31,1.7,-6.89,51.12,2.39,1.41,0.83,0.02,0.02,0.01,0.93
1981-01-22,68.185,1.74,0.0,-8.2,76.06,4.24,1.53,0.68,0.02,0.02,0.01,0.93
1981-01-23,54.862,1.4,0.0,-6.1,77.89,2.92,1.5,0.59,0.13,0.13,0.12,0.89
1981-01-24,46.241,1.18,0.0,-3.96,79.41,3.4,1.06,0.56,0.1,0.1,0.09,0.87
1981-01-25,41.538,1.06,0.33,-4.64,73.56,2.93,1.1,0.73,0.05,0.05,0.04,0.88
1981-01-26,39.971,1.02,1.96,-3.47,54.42,0.75,1.61,0.9,0.03,0.03,0.02,0.92
1981-01-27,38.403,0.98,0.0,-5.86,89.06,4.73,1.44,0.57,0.03,0.03,0.02,0.91
