date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.193,1.12,1.89,-0.9,20.96,0.08,2.46,0.84,0.07,0.07,0.07,1.49
1981-01-02,0.191,1.11,6.68,-1.49,21.37,0.01,2.59,0.91,0.0,0.0,0.0,1.49
1981-01-03,0.28,1.63,22.73,1.79,16.0,0.03,3.96,0.87,0.07,0.07,0.07,1.49
1981-01-04,0.612,3.56,38.3,-0.13,17.75,0.12,2.8,0.91,0.0,0.0,0.0,1.49
1981-01-05,0.662,3.85,4.39,-4.54,39.52,0.66,1.97,0.84,0.0,0.0,0.0,1.49
1981-01-06,0.483,2.81,18.91,-3.75,17.49,0.0,2.42,0.9,0.0,0.0,0.0,1.49
1981-01-07,0.361,2.1,2.35,-6.9,63.46,2.14,1.09,0.87,0.0,0.0,0.0,1.49
1981-01-08,0.282,1.64,0.16,-10.96,83.64,7.39,0.53,0.82,0.0,0.0,0.0,1.49
1981-01-09,0.243,1.41,0.01,-7.14,64.22,4.69,0.42,0.87,0.0,0.0,0.0,1.49
1981-01-10,0.222,1.29,8.22,-1.97,24.42,0.0,0.68,0.98,0.0,0.0,0.0,1.49
1981-01-11,0.217,1.26,0.33,-3.43,18.89,0.0,1.75,0.92,0.0,0.0,0.0,1.49
1981-01-12,0.21,1.22,6.58,-4.99,55.28,1.81,1.51,0.91,0.0,0.0,0.0,1.49
1981-01-13,0.205,1.19,2.23,-5.31,44.36,1.83,1.83,0.84,0.0,0.0,0.0,1.49
1981-01-14,0.2,1.16,2.64,-6.53,56.28,2.29,2.12,0.85,0.0,0.0,0.0,1.49
1981-01-15,0.194,1.13,39.87,-2.06,31.48,0.25,4.28,0.88,0.07,0.07,0.07,1.49
1981-01-16,0.189,1.1,4.82,-4.81,37.24,0.63,2.04,0.88,0.0,0.0,0.0,1.49
