date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.304,1.68,1.0,1.96,21.63,0.21,2.28,0.74,0.38,0.38,0.38,1.26
1981-01-02,1.521,1.96,3.61,1.04,18.1,0.0,2.01,0.84,0.08,0.08,0.08,1.39
1981-01-03,2.996,3.86,10.63,4.79,24.34,0.03,4.11,0.73,1.06,1.06,1.05,1.45
1981-01-04,8.949,11.53,18.5,2.56,15.24,0.52,2.6,0.89,0.02,0.02,0.02,1.57
1981-01-05,6.449,8.31,1.26,-1.39,38.48,1.17,2.23,0.78,0.22,0.22,0.2,1.51
1981-01-06,3.881,5.0,13.06,-1.1,19.75,0.0,2.49,0.88,0.08,0.08,0.08,1.32
1981-01-07,2.918,3.76,1.94,-4.46,59.35,2.76,0.75,0.85,0.0,0.0,0.0,1.32
1981-01-08,2.026,2.61,0.21,-8.6,77.27,7.18,0.84,0.81,0.0,0.0,0.0,1.32
1981-01-09,1.428,1.84,0.03,-5.37,61.77,3.66,0.6,0.81,0.0,0.0,0.0,1.32
1981-01-10,1.319,1.7,3.61,-2.31,29.09,0.0,0.61,0.93,0.0,0.0,0.0,1.32
1981-01-11,1.304,1.68,0.09,-1.39,14.56,0.01,1.32,0.92,0.0,0.0,0.0,1.32
1981-01-12,1.288,1.66,8.65,-1.67,46.41,1.51,1.03,0.84,0.0,0.0,0.0,1.32
1981-01-13,1.265,1.63,5.61,-2.0,28.9,0.13,1.2,0.87,0.0,0.0,0.0,1.32
1981-01-14,1.25,1.61,1.35,-4.71,65.21,3.97,1.44,0.85,0.0,0.0,0.0,1.32
1981-01-15,1.56,2.01,19.2,0.08,29.47,0.36,3.07,0.86,0.01,0.01,0.01,1.32
1981-01-16,1.808,2.33,2.99,-2.35,47.72,0.83,1.71,0.77,0.0,0.0,0.0,1.32
1981-01-17,1.832,2.36,3.81,2.47,35.33,0.38,2.98,0.79,0.28,0.28,0.28,1.31
1981-01-18,2.367,3.05,3.57,1.02,25.63,0.01,1.99,0.86,0.0,0.0,0.0,1.32
1981-01-19,3.275,4.22,7.51,2.13,16.94,0.0,2.38,0.86,0.02,0.02,0.02,1.32
1981-01-20,4.812,6.2,16.97,-0.08,24.97,0.36,1.0,0.94,0.0,0.0,0.0,1.33
1981-01-21,3.71,4.78,0.36,-2.83,68.39,3.01,0.5,0.86,0.0,0.0,0.0,1.33
1981-01-22,2.662,3.43,0.0,-7.04,63.78,2.37,0.64,0.88,0.0,0.0,0.0,1.33
1981-01-23,1.979,2.55,0.0,-8.3,63.17,1.71,0.66,0.86,0.0,0.0,0.0,1.33
1981-01-24,1.506,1.94,0.26,-7.84,93.78,6.47,0.63,0.83,0.0,0.0,0.0,1.32
1981-01-25,1.335,1.72,0.1,-5.48,61.68,0.92,0.65,0.9,0.0,0.0,0.0,1.32
1981-01-26,1.335,1.72,0.39,-0.04,73.35,4.23,0.72,0.87,0.0,0.0,0.0,1.33
1981-01-27,1.304,1.68,0.1,-4.18,57.07,1.22,0.89,0.88,0.01,0.01,0.01,1.32
1981-01-28,1.273,1.64,0.0,-5.01,94.13,6.78,1.33,0.78,0.01,0.01,0.01,1.31
1981-01-29,1.25,1.61,0.0,-6.0,90.37,6.53,0.76,0.8,0.01,0.01,0.0,1.31
1981-01-30,1.234,1.59,0.0,-7.23,93.32,4.22,0.63,0.8,0.02,0.02,0.01,1.3
1981-01-31,1.211,1.56,0.0,-6.42,97.76,6.72,0.65,0.76,0.01,0.01,0.01,1.29
1981-02-01,1.187,1.53,0.0,-4.67,103.4,7.35,0.58,0.73,0.01,0.0,0.0,1.29
1981-02-02,1.164,1.5,0.0,-3.3,104.03,7.46,0.61,0.72,0.01,0.0,0.0,1.28
1981-02-03,1.172,1.51,2.83,-0.28,71.03,1.49,1.54,0.76,0.46,0.45,0.44,1.35
1981-02-04,1.583,2.04,10.13,2.65,43.51,0.97,2.55,0.88,0.03,0.03,0.02,1.52
1981-02-05,2.227,2.87,3.22,-0.66,63.6,1.23,1.85,0.8,0.15,0.15,0.14,1.52
1981-02-06,2.181,2.81,5.76,0.91,35.45,0.0,0.98,0.95,0.04,0.04,0.03,1.61
1981-02-07,2.678,3.45,0.42,3.39,38.69,0.0,0.84,0.92,0.07,0.07,0.06,1.56
1981-02-08,2.763,3.56,0.14,2.27,90.36,4.96,0.66,0.91,0.1,0.1,0.08,1.49
1981-02-09,2.6,3.35,0.01,0.96,63.12,1.31,1.06,0.87,0.13,0.13,0.11,1.38
1981-02-10,2.553,3.29,5.08,1.37,35.68,0.07,1.32,0.84,0.21,0.21,0.19,1.62
1981-02-11,2.584,3.33,0.16,-1.74,105.01,6.21,1.09,0.75,0.2,0.2,0.17,1.47
1981-02-12,1.948,2.51,0.07,-3.45,113.86,6.75,1.5,0.71,0.24,0.24,0.2,1.28
1981-02-13,1.498,1.93,0.0,-4.94,126.11,8.74,1.54,0.68,0.2,0.2,0.15,1.13
1981-02-14,1.312,1.69,0.0,-5.17,125.51,8.73,0.8,0.71,0.15,0.15,0.06,1.08
1981-02-15,1.281,1.65,0.0,-3.84,130.23,8.56,0.66,0.68,0.17,0.17,0.05,1.02
