date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,3.311,1.56,2.42,1.19,20.39,0.13,2.6,0.75,0.4,0.4,0.4,1.35
1981-01-02,3.629,1.71,8.7,0.13,17.35,0.0,2.17,0.89,0.0,0.0,0.0,1.38
1981-01-03,7.046,3.32,14.81,4.19,24.72,0.1,4.93,0.79,0.86,0.86,0.86,1.38
1981-01-04,14.198,6.69,19.21,1.98,21.33,0.71,2.76,0.89,0.0,0.0,0.0,1.38
1981-01-05,14.728,6.94,3.72,-1.65,36.51,0.7,2.73,0.76,0.31,0.31,0.31,1.36
1981-01-06,11.333,5.34,17.33,-1.35,18.65,0.0,2.57,0.87,0.0,0.0,0.0,1.38
1981-01-07,8.616,4.06,2.96,-4.62,48.67,1.08,0.63,0.83,0.0,0.0,0.0,1.38
1981-01-08,6.218,2.93,0.24,-9.59,83.62,7.21,0.8,0.86,0.0,0.0,0.0,1.38
1981-01-09,4.457,2.1,0.0,-5.26,52.98,1.26,0.96,0.72,0.0,0.0,0.0,1.38
1981-01-10,3.82,1.8,4.86,-2.04,27.59,0.0,0.75,0.91,0.0,0.0,0.0,1.38
1981-01-11,3.735,1.76,0.41,-1.87,10.51,0.1,1.54,0.89,0.0,0.0,0.0,1.38
1981-01-12,3.671,1.73,2.89,-1.66,40.52,3.19,1.47,0.83,0.0,0.0,0.0,1.38
1981-01-13,3.629,1.71,10.66,-2.61,26.03,0.04,1.14,0.87,0.0,0.0,0.0,1.38
1981-01-14,3.565,1.68,2.62,-6.94,60.59,4.03,1.56,0.96,0.0,0.0,0.0,1.38
1981-01-15,3.671,1.73,30.23,-0.79,40.42,0.72,2.65,0.93,0.0,0.0,0.0,1.38
1981-01-16,3.671,1.73,1.89,-2.92,31.68,0.2,2.49,0.8,0.12,0.12,0.12,1.36
1981-01-17,3.82,1.8,5.88,1.9,23.87,0.11,3.01,0.86,0.06,0.06,0.06,1.38
1981-01-18,4.393,2.07,4.46,0.47,18.14,0.0,1.74,0.89,0.0,0.0,0.0,1.38
1981-01-19,6.261,2.95,16.28,1.3,13.13,0.0,2.67,0.9,0.0,0.0,0.0,1.38
1981-01-20,7.895,3.72,13.62,-0.55,30.56,0.12,0.67,0.89,0.0,0.0,0.0,1.38
1981-01-21,6.515,3.07,0.4,-3.84,52.05,1.1,0.16,0.87,0.0,0.0,0.0,1.38
1981-01-22,5.03,2.37,0.0,-7.05,40.15,4.19,1.32,0.92,0.0,0.0,0.0,1.38
1981-01-23,4.138,1.95,0.0,-7.8,70.34,4.56,0.96,0.79,0.0,0.0,0.0,1.38
1981-01-24,3.714,1.75,0.0,-7.88,65.52,3.36,0.47,0.84,0.0,0.0,0.0,1.38
1981-01-25,3.608,1.7,0.25,-5.98,51.16,1.08,0.75,0.93,0.0,0.0,0.0,1.38
1981-01-26,3.587,1.69,0.32,0.06,44.72,0.54,0.82,0.86,0.0,0.0,0.0,1.38
1981-01-27,3.544,1.67,0.0,-3.0,57.55,3.48,1.54,0.79,0.0,0.0,0.0,1.38
