date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.169,0.61,0.88,-3.67,44.2,2.31,2.22,0.55,0.24,0.21,0.15,0.49
1981-01-02,0.166,0.6,4.03,-4.39,35.33,2.68,4.14,0.69,0.13,0.12,0.09,0.58
1981-01-03,0.23,0.83,14.75,0.61,47.8,3.03,2.82,0.59,0.13,0.13,0.12,0.67
1981-01-04,0.31,1.12,29.4,-4.08,15.73,1.23,2.7,0.85,0.02,0.02,0.01,0.68
1981-01-05,0.28,1.01,8.07,-9.97,16.99,1.0,3.96,0.72,0.14,0.14,0.14,0.55
1981-01-06,0.227,0.82,22.47,-10.9,10.33,0.0,2.88,0.9,0.0,0.0,0.0,0.55
1981-01-07,0.199,0.72,3.54,-14.12,18.34,1.8,3.25,0.82,0.0,0.0,0.0,0.55
1981-01-08,0.183,0.66,0.07,-13.34,63.01,5.1,0.95,0.59,0.0,0.0,0.0,0.55
1981-01-09,0.172,0.62,0.0,-9.98,56.01,3.46,0.18,0.75,0.0,0.0,0.0,0.55
1981-01-10,0.166,0.6,1.63,-4.8,38.8,0.04,0.45,0.74,0.01,0.01,0.01,0.55
1981-01-11,0.163,0.59,0.04,-6.13,50.65,0.9,1.04,0.8,0.0,0.0,0.0,0.55
1981-01-12,0.161,0.58,0.0,-9.13,75.98,5.06,2.11,0.76,0.0,0.0,0.0,0.55
1981-01-13,0.155,0.56,2.27,-9.09,58.92,0.29,1.15,0.78,0.04,0.04,0.04,0.54
1981-01-14,0.152,0.55,0.18,-9.14,81.81,4.34,2.55,0.7,0.0,0.0,0.0,0.54
1981-01-15,0.147,0.53,18.35,-9.26,25.18,1.07,2.63,0.96,0.0,0.0,0.0,0.55
1981-01-16,0.144,0.52,2.36,-11.33,41.34,2.84,2.95,0.81,0.0,0.0,0.0,0.55
1981-01-17,0.138,0.5,4.17,-7.94,44.91,2.48,1.43,0.98,0.0,0.0,0.0,0.55
1981-01-18,0.136,0.49,2.51,-8.78,39.35,2.59,2.01,0.97,0.0,0.0,0.0,0.55
1981-01-19,0.133,0.48,11.09,-6.85,25.78,0.53,2.35,0.94,0.0,0.0,0.0,0.55
1981-01-20,0.13,0.47,31.79,-8.5,25.65,1.0,3.0,0.92,0.0,0.0,0.0,0.55
1981-01-21,0.125,0.45,0.39,-9.54,80.78,4.94,1.08,0.66,0.0,0.0,0.0,0.55
1981-01-22,0.122,0.44,0.0,-6.36,96.33,6.0,1.5,0.39,0.0,0.0,0.0,0.55
1981-01-23,0.119,0.43,0.0,-4.41,96.86,5.88,0.56,0.4,0.0,0.0,0.0,0.55
1981-01-24,0.122,0.44,0.0,-0.73,97.57,6.03,0.42,0.34,0.0,0.0,0.0,0.55
1981-01-25,0.133,0.48,0.0,-1.73,92.25,5.24,1.26,0.36,0.04,0.04,0.04,0.54
1981-01-26,0.136,0.49,0.25,-5.57,70.38,3.37,3.36,0.66,0.24,0.24,0.24,0.5
1981-01-27,0.13,0.47,0.0,-6.68,102.64,6.41,1.96,0.38,0.01,0.01,0.01,0.5
1981-01-28,0.125,0.45,0.0,-4.46,104.5,6.32,1.94,0.44,0.01,0.01,0.01,0.5
