date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,239.512,1.17,2.87,-0.66,24.68,0.17,2.57,0.75,0.37,0.37,0.33,1.03
1981-01-02,264.078,1.29,8.53,-1.78,19.27,0.0,2.01,0.88,0.08,0.08,0.06,1.09
1981-01-03,507.684,2.48,21.42,1.77,24.02,0.2,3.58,0.82,0.48,0.48,0.45,1.1
1981-01-04,1230.315,6.01,34.46,-0.14,14.97,0.21,2.29,0.89,0.06,0.06,0.05,1.11
1981-01-05,1072.687,5.24,5.16,-4.47,28.97,0.62,2.22,0.79,0.22,0.22,0.19,1.07
1981-01-06,718.537,3.51,18.74,-3.9,15.89,0.01,2.58,0.86,0.11,0.11,0.09,1.08
1981-01-07,560.909,2.74,5.57,-7.14,39.56,1.35,1.97,0.83,0.06,0.06,0.04,1.06
1981-01-08,413.517,2.02,0.54,-10.3,72.63,6.82,1.52,0.77,0.0,0.0,0.0,1.06
1981-01-09,317.302,1.55,0.04,-6.2,52.89,1.98,1.1,0.73,0.04,0.04,0.03,1.06
1981-01-10,274.313,1.34,3.0,-2.68,30.67,0.0,0.82,0.89,0.01,0.01,0.01,1.07
1981-01-11,262.03,1.28,0.16,-3.04,24.0,0.23,1.45,0.88,0.01,0.01,0.01,1.06
1981-01-12,253.842,1.24,4.23,-3.72,53.21,3.01,1.37,0.82,0.01,0.01,0.0,1.07
1981-01-13,247.701,1.21,7.55,-4.61,35.05,0.52,1.53,0.87,0.02,0.02,0.01,1.07
1981-01-14,241.559,1.18,2.32,-6.61,64.56,3.93,1.63,0.86,0.01,0.01,0.0,1.07
1981-01-15,292.737,1.43,29.68,-2.67,28.58,0.36,2.7,0.88,0.06,0.06,0.04,1.07
1981-01-16,331.632,1.62,3.98,-5.17,39.57,0.59,2.13,0.81,0.09,0.09,0.06,1.06
1981-01-17,331.632,1.62,9.7,-0.43,29.81,0.2,2.6,0.85,0.14,0.14,0.12,1.07
1981-01-18,407.375,1.99,7.97,-1.76,21.42,0.02,1.82,0.89,0.03,0.03,0.02,1.08
