date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.62,0.73,1.09,-8.6,60.27,3.08,4.87,0.61,0.4,0.4,0.4,0.36
1981-01-02,0.611,0.72,2.95,-9.56,56.11,2.45,5.22,0.76,0.05,0.05,0.05,0.37
1981-01-03,0.628,0.74,8.57,-1.68,41.61,0.92,4.96,0.66,0.63,0.63,0.63,0.37
1981-01-04,0.637,0.75,8.78,-7.23,32.86,0.18,3.91,0.88,0.01,0.01,0.01,0.37
1981-01-05,0.611,0.72,8.41,-16.04,32.85,0.0,4.41,0.83,0.08,0.08,0.08,0.37
1981-01-06,0.603,0.71,14.04,-15.07,25.8,0.0,2.68,0.94,0.0,0.0,0.0,0.37
1981-01-07,0.594,0.7,4.85,-18.99,45.9,0.43,3.83,0.83,0.03,0.03,0.03,0.37
1981-01-08,0.586,0.69,0.0,-20.04,84.59,6.42,5.14,0.64,0.0,0.0,0.0,0.37
1981-01-09,0.586,0.69,0.0,-14.51,54.3,1.08,3.9,0.69,0.21,0.21,0.21,0.32
1981-01-10,0.577,0.68,0.01,-9.08,48.93,0.0,1.08,0.75,0.07,0.07,0.07,0.3
1981-01-11,0.569,0.67,0.0,-10.69,77.68,3.63,0.55,0.81,0.0,0.0,0.0,0.3
1981-01-12,0.56,0.66,0.0,-14.03,94.8,6.56,1.97,0.61,0.0,0.0,0.0,0.3
1981-01-13,0.56,0.66,0.0,-13.11,46.76,0.07,3.42,0.75,0.27,0.27,0.27,0.23
1981-01-14,0.552,0.65,0.0,-14.53,81.28,6.02,3.87,0.63,0.06,0.06,0.06,0.23
1981-01-15,0.543,0.64,4.38,-10.17,46.85,0.72,4.43,0.69,0.49,0.49,0.49,0.37
1981-01-16,0.543,0.64,1.72,-14.65,77.61,3.41,3.54,0.65,0.02,0.02,0.02,0.37
1981-01-17,0.535,0.63,0.94,-9.68,86.4,4.24,2.85,0.69,0.0,0.0,0.0,0.37
1981-01-18,0.526,0.62,0.88,-12.26,56.95,1.1,2.44,0.78,0.01,0.01,0.01,0.37
1981-01-19,0.526,0.62,3.79,-8.79,41.88,0.04,2.01,0.74,0.07,0.07,0.07,0.37
1981-01-20,0.518,0.61,9.88,-11.86,48.96,0.18,3.14,0.84,0.04,0.04,0.04,0.37
