date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.304,0.97,0.8,0.56,21.37,0.21,2.46,0.76,0.26,0.26,0.26,1.19
1981-01-02,1.317,0.98,3.52,-0.33,19.67,0.0,1.81,0.86,0.04,0.04,0.04,1.25
1981-01-03,2.433,1.81,14.05,3.39,22.74,0.08,3.57,0.76,0.67,0.67,0.67,1.25
1981-01-04,7.891,5.87,24.4,1.14,15.66,0.38,2.25,0.89,0.0,0.0,0.0,1.26
1981-01-05,7.367,5.48,1.06,-3.35,35.6,0.98,1.98,0.82,0.09,0.09,0.09,1.24
1981-01-06,4.813,3.58,11.49,-2.8,18.34,0.0,2.24,0.89,0.0,0.0,0.0,1.26
1981-01-07,3.509,2.61,1.89,-6.06,54.7,2.38,1.17,0.88,0.0,0.0,0.0,1.26
1981-01-08,2.433,1.81,0.32,-9.35,78.27,7.35,1.52,0.79,0.0,0.0,0.0,1.26
1981-01-09,1.828,1.36,0.1,-6.09,60.66,3.55,1.01,0.83,0.0,0.0,0.0,1.26
1981-01-10,1.613,1.2,2.58,-2.65,30.06,0.0,0.79,0.96,0.0,0.0,0.0,1.26
1981-01-11,1.559,1.16,0.06,-2.59,19.17,0.04,1.46,0.91,0.0,0.0,0.0,1.26
1981-01-12,1.519,1.13,8.46,-2.91,51.52,2.27,1.45,0.84,0.0,0.0,0.0,1.26
1981-01-13,1.479,1.1,5.0,-3.72,31.9,0.55,1.39,0.87,0.0,0.0,0.0,1.26
1981-01-14,1.438,1.07,1.18,-5.88,64.05,3.76,1.73,0.86,0.0,0.0,0.0,1.26
1981-01-15,1.546,1.15,20.65,-1.29,29.42,0.32,3.28,0.87,0.07,0.07,0.07,1.26
1981-01-16,1.64,1.22,3.46,-3.87,43.53,0.79,2.01,0.81,0.01,0.01,0.01,1.26
1981-01-17,1.667,1.24,4.82,1.2,31.98,0.24,3.02,0.82,0.24,0.24,0.24,1.25
1981-01-18,1.99,1.48,4.75,-0.61,24.9,0.02,2.11,0.88,0.0,0.0,0.0,1.26
1981-01-19,2.514,1.87,6.44,1.22,18.52,0.0,2.34,0.85,0.06,0.06,0.06,1.25
1981-01-20,3.146,2.34,17.85,-1.61,23.24,0.41,1.22,0.94,0.0,0.0,0.0,1.26
1981-01-21,2.971,2.21,1.42,-4.27,63.97,2.57,0.73,0.83,0.0,0.0,0.0,1.26
1981-01-22,2.312,1.72,0.0,-6.94,72.6,3.59,1.2,0.76,0.02,0.02,0.02,1.25
1981-01-23,1.828,1.36,0.0,-7.72,79.47,3.23,1.15,0.73,0.07,0.07,0.07,1.23
1981-01-24,1.559,1.16,2.55,-6.18,99.21,5.84,0.9,0.67,0.01,0.01,0.01,1.26
1981-01-25,1.425,1.06,0.07,-4.46,65.44,1.14,1.06,0.81,0.02,0.02,0.02,1.25
