date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.431,0.65,7.8,-6.99,53.84,0.26,2.48,0.67,0.4,0.4,0.4,0.39
1981-01-02,1.387,0.63,18.76,-9.34,38.53,0.02,1.83,0.95,0.0,0.0,0.0,0.39
1981-01-03,1.365,0.62,30.47,-4.48,60.23,1.07,1.57,0.85,0.01,0.01,0.0,0.39
1981-01-04,1.343,0.61,65.4,-6.92,23.01,0.01,3.03,0.92,0.01,0.01,0.01,0.39
1981-01-05,1.321,0.6,23.45,-13.73,25.12,0.04,2.93,0.82,0.03,0.03,0.03,0.39
1981-01-06,1.277,0.58,43.37,-12.32,16.95,0.0,3.7,0.83,0.04,0.04,0.04,0.39
1981-01-07,1.255,0.57,23.33,-16.41,27.97,0.04,3.96,0.82,0.06,0.06,0.06,0.39
1981-01-08,1.233,0.56,0.74,-16.89,79.83,6.74,1.39,0.73,0.0,0.0,0.0,0.39
1981-01-09,1.189,0.54,0.0,-9.73,59.74,0.81,1.19,0.67,0.02,0.02,0.02,0.39
1981-01-10,1.167,0.53,0.39,-7.6,44.66,0.0,1.17,0.88,0.01,0.01,0.0,0.39
1981-01-11,1.145,0.52,0.06,-8.17,60.14,1.35,1.98,0.8,0.01,0.01,0.01,0.39
1981-01-12,1.101,0.5,0.76,-9.75,86.98,6.24,2.55,0.7,0.0,0.0,0.0,0.39
1981-01-13,1.079,0.49,6.61,-11.78,62.33,0.23,3.05,0.85,0.04,0.04,0.04,0.39
1981-01-14,1.057,0.48,2.27,-12.77,91.79,5.97,2.21,0.96,0.0,0.0,0.0,0.39
1981-01-15,1.035,0.47,45.52,-10.85,37.01,0.02,2.74,0.96,0.0,0.0,0.0,0.39
1981-01-16,1.013,0.46,9.26,-13.81,46.42,0.11,1.97,0.89,0.01,0.01,0.01,0.39
1981-01-17,0.991,0.45,13.03,-8.02,49.48,0.08,0.97,0.92,0.0,0.0,0.0,0.39
1981-01-18,0.969,0.44,13.06,-9.37,43.65,0.02,2.3,0.9,0.01,0.01,0.01,0.39
1981-01-19,0.947,0.43,22.14,-7.82,33.66,0.0,2.0,0.92,0.0,0.0,0.0,0.39
1981-01-20,0.947,0.43,61.13,-10.9,35.49,0.01,4.38,0.9,0.02,0.02,0.01,0.39
1981-01-21,0.924,0.42,3.13,-12.77,88.35,5.16,2.89,0.83,0.0,0.0,0.0,0.39
1981-01-22,0.902,0.41,0.0,-12.84,108.89,7.17,3.13,0.46,0.02,0.02,0.02,0.39
1981-01-23,0.88,0.4,0.0,-8.07,110.08,6.62,1.9,0.34,0.04,0.04,0.03,0.39
1981-01-24,0.858,0.39,0.0,-7.06,111.16,6.72,1.47,0.37,0.02,0.02,0.02,0.38
1981-01-25,0.836,0.38,0.24,-10.14,106.46,6.29,2.06,0.61,0.02,0.02,0.02,0.39
1981-01-26,0.836,0.38,2.62,-9.78,94.72,1.0,4.13,0.85,0.11,0.11,0.1,0.39
1981-01-27,0.814,0.37,0.0,-10.45,115.55,7.17,2.87,0.35,0.05,0.05,0.04,0.39
1981-01-28,0.792,0.36,0.0,-7.64,114.06,7.25,3.2,0.44,0.07,0.07,0.06,0.38
1981-01-29,0.77,0.35,0.0,-8.22,116.63,7.07,1.33,0.48,0.01,0.01,0.0,0.38
1981-01-30,0.77,0.35,0.0,-7.9,120.96,7.36,1.49,0.4,0.02,0.02,0.02,0.37
1981-01-31,0.748,0.34,0.0,-6.06,120.94,7.15,1.69,0.39,0.08,0.08,0.08,0.36
1981-02-01,0.726,0.33,0.0,-4.84,119.75,7.25,0.85,0.41,0.03,0.03,0.02,0.36
1981-02-02,0.726,0.33,0.0,-5.84,122.64,7.19,0.66,0.47,0.04,0.04,0.03,0.35
1981-02-03,0.704,0.32,1.44,-4.4,96.46,3.92,1.49,0.57,0.27,0.27,0.26,0.39
1981-02-04,0.682,0.31,21.66,-6.29,60.07,0.12,2.38,0.87,0.03,0.03,0.02,0.39
1981-02-05,0.682,0.31,16.94,-12.86,63.64,0.15,2.03,0.88,0.03,0.03,0.03,0.39
1981-02-06,0.682,0.31,21.46,-7.42,68.43,0.03,2.39,0.93,0.02,0.02,0.01,0.39
1981-02-07,0.66,0.3,8.92,-2.34,74.6,0.28,3.12,0.98,0.01,0.01,0.0,0.39
1981-02-08,0.682,0.31,0.0,-2.27,128.91,7.42,2.37,0.56,0.01,0.01,0.0,0.39
1981-02-09,0.726,0.33,0.0,-0.54,137.0,7.51,3.18,0.42,0.16,0.16,0.15,0.36
1981-02-10,0.748,0.34,6.07,-7.59,73.89,0.09,2.0,0.81,0.23,0.23,0.22,0.39
1981-02-11,0.726,0.33,0.21,-13.8,126.33,4.27,0.97,0.82,0.0,0.0,0.0,0.39
1981-02-12,0.704,0.32,0.14,-16.27,148.24,7.98,0.57,0.62,0.0,0.0,0.0,0.39
1981-02-13,0.682,0.31,0.0,-13.4,149.67,8.38,1.1,0.37,0.01,0.01,0.0,0.39
1981-02-14,0.682,0.31,0.0,-9.7,151.03,8.39,2.43,0.28,0.08,0.08,0.07,0.38
1981-02-15,0.66,0.3,0.0,-8.26,149.78,8.47,2.36,0.31,0.12,0.12,0.11,0.35
1981-02-16,0.638,0.29,0.0,-6.77,156.67,8.38,1.17,0.28,0.06,0.06,0.05,0.35
1981-02-17,0.638,0.29,0.0,-11.29,157.78,7.44,1.13,0.52,0.09,0.09,0.08,0.33
1981-02-18,0.616,0.28,0.43,-14.96,121.31,1.35,1.08,0.85,0.27,0.27,0.27,0.34
1981-02-19,0.616,0.28,0.01,-13.79,157.62,8.11,1.18,0.73,0.01,0.01,0.0,0.35
1981-02-20,0.594,0.27,0.0,-13.48,162.62,8.33,1.15,0.64,0.01,0.01,0.0,0.35
1981-02-21,0.594,0.27,0.73,-14.5,123.15,1.05,0.97,0.86,0.16,0.16,0.15,0.37
1981-02-22,0.572,0.26,0.25,-12.62,149.66,6.53,3.35,0.69,0.01,0.01,0.0,0.38
1981-02-23,0.572,0.26,0.0,-11.87,163.3,7.68,1.36,0.77,0.01,0.01,0.0,0.38
1981-02-24,0.55,0.25,0.0,-11.84,158.64,7.13,1.92,0.77,0.01,0.01,0.0,0.38
1981-02-25,0.55,0.25,0.0,-9.72,182.4,8.35,2.03,0.57,0.06,0.06,0.05,0.37
1981-02-26,0.55,0.25,0.0,-8.98,178.58,8.67,0.7,0.56,0.02,0.02,0.01,0.36
1981-02-27,0.528,0.24,0.0,-8.2,182.31,8.16,4.42,0.51,0.7,0.7,0.69,0.2
1981-02-28,0.528,0.24,0.71,-7.27,109.1,0.24,6.09,0.7,1.02,1.02,1.01,0.3
1981-03-01,0.506,0.23,3.18,-6.02,122.01,0.61,2.05,0.85,0.15,0.15,0.14,0.4
1981-03-02,0.506,0.23,0.94,-6.03,159.1,6.31,2.07,0.78,0.01,0.01,0.0,0.4
1981-03-03,0.506,0.23,6.84,-7.06,92.94,0.11,2.39,0.84,0.13,0.13,0.13,0.4
1981-03-04,0.506,0.23,17.34,-8.23,124.56,0.09,2.79,0.95,0.09,0.09,0.08,0.4
1981-03-05,0.484,0.22,0.14,-7.77,181.72,8.65,3.2,0.75,0.01,0.01,0.0,0.4
