date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.645,1.87,2.36,2.63,23.0,0.12,2.86,0.72,0.68,0.68,0.68,1.38
1981-01-02,0.975,2.83,8.42,1.12,20.86,0.01,2.71,0.83,0.23,0.23,0.23,1.44
1981-01-03,2.006,5.82,8.19,5.48,21.92,0.11,4.02,0.69,1.32,1.32,1.32,1.41
1981-01-04,5.087,14.76,22.91,1.78,17.32,0.13,1.53,0.87,0.0,0.0,0.0,1.45
1981-01-05,4.06,11.78,5.29,-0.91,47.85,1.24,2.83,0.77,0.44,0.44,0.43,1.44
1981-01-06,2.423,7.03,11.82,-0.66,28.9,0.18,3.07,0.82,0.18,0.18,0.18,1.44
1981-01-07,1.916,5.56,7.05,-3.79,45.3,1.52,1.46,0.76,0.0,0.0,0.0,1.45
1981-01-08,1.43,4.15,1.58,-7.88,56.28,5.0,0.33,0.74,0.0,0.0,0.0,1.45
1981-01-09,1.058,3.07,0.75,-6.32,37.53,0.1,0.16,0.83,0.0,0.0,0.0,1.45
1981-01-10,0.782,2.27,0.92,-1.72,28.25,0.02,0.28,0.86,0.0,0.0,0.0,1.45
1981-01-11,0.655,1.9,0.0,-1.51,11.37,0.79,0.97,0.85,0.0,0.0,0.0,1.45
1981-01-12,0.624,1.81,0.96,-2.22,45.26,4.54,0.5,0.83,0.0,0.0,0.0,1.45
1981-01-13,0.6,1.74,8.2,-1.69,18.49,0.02,0.82,0.84,0.0,0.0,0.0,1.45
1981-01-14,0.579,1.68,0.17,-3.42,36.32,5.15,0.96,0.73,0.0,0.0,0.0,1.45
1981-01-15,0.696,2.02,9.51,0.72,43.04,1.24,2.55,0.82,0.0,0.0,0.0,1.45
1981-01-16,0.831,2.41,2.54,-1.78,36.39,0.13,1.89,0.71,0.3,0.3,0.3,1.42
1981-01-17,0.851,2.47,2.04,2.84,39.31,0.89,1.97,0.76,0.05,0.05,0.05,1.43
1981-01-18,1.234,3.58,5.64,1.69,25.55,0.02,2.39,0.8,0.23,0.23,0.23,1.44
1981-01-19,1.796,5.21,5.57,2.07,18.88,0.02,2.37,0.82,0.14,0.14,0.14,1.44
1981-01-20,1.971,5.72,6.8,0.01,26.87,0.13,0.98,0.84,0.0,0.0,0.0,1.45
1981-01-21,1.713,4.97,0.08,-3.93,64.31,4.46,0.43,0.79,0.0,0.0,0.0,1.45
1981-01-22,1.268,3.68,0.0,-7.97,53.14,3.99,0.2,0.91,0.0,0.0,0.0,1.45
1981-01-23,0.931,2.7,0.0,-9.49,55.54,4.12,0.11,0.97,0.0,0.0,0.0,1.45
1981-01-24,0.7,2.03,0.0,-8.43,32.38,2.13,0.37,0.97,0.0,0.0,0.0,1.45
1981-01-25,0.617,1.79,0.95,-4.63,37.32,1.14,0.4,0.9,0.0,0.0,0.0,1.45
1981-01-26,0.613,1.78,6.96,-0.18,62.35,3.17,0.66,0.91,0.0,0.0,0.0,1.45
1981-01-27,0.61,1.77,0.0,-5.37,53.61,4.13,0.52,0.97,0.0,0.0,0.0,1.45
1981-01-28,0.565,1.64,0.0,-6.26,51.54,3.46,0.1,0.96,0.0,0.0,0.0,1.45
1981-01-29,0.538,1.56,0.0,-8.0,29.28,2.21,0.22,0.99,0.0,0.0,0.0,1.45
1981-01-30,0.517,1.5,0.0,-9.3,49.88,2.88,0.47,1.0,0.0,0.0,0.0,1.45
1981-01-31,0.493,1.43,0.0,-7.2,56.05,4.11,0.24,0.96,0.0,0.0,0.0,1.45
1981-02-01,0.472,1.37,0.0,-4.8,58.7,4.32,0.46,0.88,0.0,0.0,0.0,1.45
1981-02-02,0.451,1.31,0.0,-3.1,63.55,4.4,0.45,0.83,0.0,0.0,0.0,1.45
1981-02-03,0.479,1.39,2.18,1.62,46.17,1.29,0.93,0.72,0.19,0.19,0.19,1.46
1981-02-04,0.838,2.43,9.14,2.84,34.47,0.36,1.87,0.85,0.24,0.24,0.24,1.53
1981-02-05,1.454,4.22,9.74,-0.25,48.45,0.83,1.85,0.79,0.43,0.43,0.42,1.53
1981-02-06,1.727,5.01,11.84,1.67,26.5,0.04,2.08,0.87,0.0,0.0,0.0,1.57
1981-02-07,3.157,9.16,10.9,4.23,25.31,0.05,1.04,0.89,0.01,0.01,0.0,1.57
1981-02-08,3.964,11.5,0.02,4.24,31.03,2.34,0.32,0.9,0.01,0.01,0.01,1.57
1981-02-09,2.64,7.66,0.0,1.69,73.14,5.13,0.37,0.9,0.02,0.02,0.01,1.55
1981-02-10,2.33,6.76,3.01,2.13,32.8,0.06,1.48,0.83,0.22,0.22,0.21,1.62
1981-02-11,2.147,6.23,1.18,-0.39,82.93,3.92,0.51,0.77,0.1,0.1,0.08,1.6
1981-02-12,1.689,4.9,0.0,-2.9,83.16,4.84,0.68,0.7,0.09,0.09,0.07,1.53
1981-02-13,1.255,3.64,0.0,-4.54,120.39,8.84,0.95,0.69,0.09,0.09,0.07,1.46
1981-02-14,0.92,2.67,0.0,-5.41,120.5,8.44,0.52,0.77,0.07,0.07,0.05,1.4
1981-02-15,0.686,1.99,0.0,-4.49,121.01,7.86,0.32,0.78,0.07,0.07,0.05,1.35
1981-02-16,0.576,1.67,0.0,-3.61,125.03,8.8,0.71,0.75,0.08,0.08,0.06,1.29
1981-02-17,0.551,1.6,0.0,-3.12,38.13,2.51,0.67,0.77,0.03,0.03,0.0,1.29
1981-02-18,0.531,1.54,0.3,-2.23,50.28,1.87,0.82,0.69,0.16,0.16,0.1,1.28
1981-02-19,0.51,1.48,0.12,-3.62,39.08,2.04,1.13,0.81,0.04,0.04,0.03,1.28
1981-02-20,0.489,1.42,0.0,-2.83,38.46,2.4,0.18,0.75,0.01,0.01,0.01,1.27
1981-02-21,0.469,1.36,0.86,-2.11,65.28,0.75,0.54,0.71,0.19,0.19,0.11,1.32
1981-02-22,0.451,1.31,0.26,-3.19,115.45,7.12,0.7,0.76,0.13,0.13,0.11,1.27
1981-02-23,0.434,1.26,0.0,-4.13,59.48,2.87,0.61,0.85,0.05,0.05,0.04,1.24
1981-02-24,0.414,1.2,0.0,-2.61,101.7,6.49,0.62,0.79,0.09,0.09,0.06,1.18
1981-02-25,0.4,1.16,0.0,-2.49,55.99,2.46,0.95,0.85,0.06,0.06,0.02,1.16
