date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.304,1.49,2.15,1.88,24.64,0.17,2.92,0.71,0.66,0.66,0.54,1.03
1981-01-02,1.62,1.85,7.0,1.07,16.99,0.0,2.63,0.83,0.2,0.2,0.15,1.08
1981-01-03,3.773,4.31,12.75,5.34,20.43,0.26,5.11,0.71,1.42,1.42,1.21,1.08
1981-01-04,9.28,10.6,21.42,2.18,14.29,0.13,2.66,0.89,0.02,0.02,0.0,1.09
1981-01-05,7.573,8.65,2.67,-1.06,38.07,0.61,2.87,0.74,0.53,0.53,0.41,1.06
1981-01-06,5.017,5.73,10.52,-0.69,17.17,0.0,2.83,0.83,0.14,0.14,0.09,1.08
1981-01-07,3.826,4.37,3.31,-3.82,41.29,0.67,1.16,0.81,0.06,0.06,0.0,1.09
1981-01-08,2.714,3.1,0.47,-8.05,79.0,7.29,0.76,0.82,0.0,0.0,0.0,1.09
1981-01-09,1.926,2.2,0.0,-4.81,44.96,0.89,0.72,0.72,0.05,0.05,0.0,1.08
1981-01-10,1.567,1.79,2.88,-1.71,27.86,0.0,0.59,0.89,0.02,0.02,0.0,1.09
1981-01-11,1.506,1.72,0.24,-1.37,8.51,0.46,1.08,0.9,0.0,0.0,0.0,1.09
1981-01-12,1.471,1.68,3.81,-1.53,36.08,2.86,1.17,0.82,0.0,0.0,0.0,1.09
1981-01-13,1.453,1.66,9.82,-2.11,13.13,0.02,1.01,0.91,0.0,0.0,0.0,1.09
1981-01-14,1.436,1.64,2.98,-4.7,56.95,4.73,1.46,0.85,0.0,0.0,0.0,1.09
1981-01-15,1.716,1.96,20.36,0.08,35.43,0.23,2.6,0.87,0.09,0.09,0.01,1.09
1981-01-16,1.952,2.23,1.47,-2.12,43.3,1.01,2.41,0.72,0.24,0.24,0.13,1.06
1981-01-17,1.97,2.25,4.76,2.63,37.24,0.73,3.42,0.78,0.41,0.41,0.27,1.08
1981-01-18,2.504,2.86,3.01,1.24,16.61,0.0,2.11,0.83,0.06,0.06,0.02,1.08
1981-01-19,3.572,4.08,11.78,2.06,14.66,0.0,2.99,0.85,0.14,0.14,0.1,1.08
1981-01-20,4.351,4.97,12.22,-0.16,21.39,0.02,1.12,0.91,0.02,0.02,0.0,1.09
1981-01-21,3.598,4.11,0.57,-3.4,44.87,1.31,0.35,0.86,0.05,0.05,0.0,1.09
1981-01-22,2.635,3.01,0.0,-5.83,34.98,2.41,0.85,0.87,0.0,0.0,0.0,1.09
1981-01-23,1.987,2.27,0.0,-6.61,53.87,2.27,0.69,0.83,0.02,0.02,0.0,1.09
1981-01-24,1.637,1.87,0.0,-5.57,51.59,2.72,0.43,0.8,0.01,0.01,0.0,1.09
1981-01-25,1.523,1.74,0.28,-4.23,41.51,1.31,0.95,0.88,0.02,0.02,0.0,1.09
1981-01-26,1.488,1.7,0.6,0.31,41.46,0.73,0.71,0.9,0.05,0.05,0.0,1.09
1981-01-27,1.462,1.67,0.0,-2.9,48.12,3.11,0.95,0.85,0.0,0.0,0.0,1.09
1981-01-28,1.418,1.62,0.01,-4.85,59.97,4.77,1.27,0.79,0.0,0.0,0.0,1.09
1981-01-29,1.383,1.58,0.0,-4.74,58.82,3.94,0.78,0.8,0.01,0.01,0.0,1.09
1981-01-30,1.339,1.53,0.0,-5.08,67.04,4.2,0.65,0.81,0.01,0.01,0.0,1.09
1981-01-31,1.304,1.49,0.0,-4.28,69.66,4.33,0.46,0.77,0.02,0.02,0.0,1.09
1981-02-01,1.269,1.45,0.0,-2.77,78.22,5.3,0.37,0.73,0.02,0.02,0.0,1.09
1981-02-02,1.243,1.42,0.0,-1.75,82.48,4.89,0.29,0.72,0.04,0.04,0.0,1.09
1981-02-03,1.226,1.4,3.71,0.43,60.92,2.18,2.22,0.76,0.43,0.43,0.33,1.08
1981-02-04,1.777,2.03,13.69,2.13,37.98,0.32,2.7,0.88,0.13,0.13,0.04,1.09
1981-02-05,2.81,3.21,4.37,-0.47,54.84,1.16,2.27,0.75,0.37,0.37,0.22,1.09
1981-02-06,2.6,2.97,4.01,1.06,18.6,0.0,2.35,0.91,0.03,0.03,0.0,1.09
1981-02-07,3.012,3.44,1.2,3.37,28.73,0.0,1.53,0.92,0.05,0.05,0.0,1.09
1981-02-08,3.327,3.8,0.0,3.42,64.39,3.98,0.76,0.9,0.02,0.02,0.0,1.09
1981-02-09,3.344,3.82,0.0,2.93,58.6,4.53,1.05,0.78,0.01,0.01,0.0,1.09
1981-02-10,3.336,3.81,3.61,1.2,33.86,0.5,1.65,0.82,0.13,0.13,0.06,1.09
1981-02-11,3.178,3.63,0.54,-1.0,79.74,2.26,0.9,0.8,0.21,0.21,0.07,1.07
1981-02-12,2.355,2.69,0.75,-3.04,79.56,4.92,1.28,0.73,0.1,0.1,0.0,1.08
1981-02-13,1.725,1.97,0.0,-4.23,121.93,9.14,1.4,0.66,0.1,0.1,0.0,1.08
1981-02-14,1.462,1.67,0.0,-4.18,121.63,8.49,0.78,0.67,0.08,0.08,0.0,1.08
1981-02-15,1.401,1.6,0.0,-3.15,123.52,8.79,0.57,0.66,0.08,0.08,0.0,1.08
1981-02-16,1.366,1.56,0.0,-2.92,122.51,7.23,1.18,0.69,0.12,0.12,0.0,1.08
1981-02-17,1.322,1.51,0.0,-3.12,29.98,2.58,1.3,0.79,0.01,0.01,0.0,1.08
1981-02-18,1.287,1.47,0.24,-2.99,47.81,0.29,1.38,0.79,0.33,0.33,0.22,0.99
1981-02-19,1.252,1.43,0.21,-3.77,36.77,2.06,1.15,0.8,0.04,0.04,0.0,1.01
1981-02-20,1.226,1.4,0.0,-3.25,66.48,3.11,0.65,0.7,0.09,0.09,0.0,1.01
1981-02-21,1.191,1.36,0.81,-3.15,59.16,0.29,0.6,0.79,0.14,0.14,0.02,1.04
1981-02-22,1.156,1.32,0.0,-4.07,88.38,5.1,0.65,0.82,0.08,0.08,0.0,1.04
