date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.012,1.71,3.58,-0.43,16.15,0.02,4.74,0.8,0.49,0.49,0.49,0.39
1981-01-02,0.012,1.7,10.46,-1.89,16.69,0.0,3.56,0.93,0.0,0.0,0.0,0.39
1981-01-03,0.013,1.86,11.78,2.52,24.83,0.21,7.49,0.81,0.91,0.91,0.91,0.39
1981-01-04,0.019,2.73,30.5,-0.23,14.76,0.05,3.76,0.94,0.0,0.0,0.0,0.39
1981-01-05,0.021,3.0,4.26,-4.86,22.09,0.09,2.17,0.89,0.0,0.0,0.0,0.39
1981-01-06,0.015,2.1,18.02,-4.07,12.47,0.0,2.16,0.93,0.0,0.0,0.0,0.39
1981-01-07,0.013,1.82,2.75,-7.41,27.51,0.15,0.21,0.94,0.0,0.0,0.0,0.39
1981-01-08,0.013,1.79,0.3,-10.21,88.25,8.16,1.54,0.87,0.0,0.0,0.0,0.39
1981-01-09,0.012,1.76,0.0,-4.68,54.56,2.32,1.82,0.55,0.01,0.01,0.01,0.39
1981-01-10,0.012,1.73,4.36,-2.08,28.73,0.0,1.28,0.97,0.0,0.0,0.0,0.39
1981-01-11,0.012,1.71,0.37,-4.63,9.62,0.05,0.4,0.98,0.0,0.0,0.0,0.39
1981-01-12,0.012,1.68,4.86,-3.35,23.75,4.22,0.67,0.86,0.0,0.0,0.0,0.39
1981-01-13,0.012,1.66,12.36,-5.19,18.7,0.01,0.5,0.93,0.0,0.0,0.0,0.39
1981-01-14,0.011,1.63,2.32,-6.98,58.44,4.94,0.9,0.92,0.0,0.0,0.0,0.39
1981-01-15,0.011,1.6,33.27,-2.47,22.7,0.05,2.99,0.93,0.0,0.0,0.0,0.39
1981-01-16,0.011,1.58,1.96,-5.48,30.24,0.08,2.6,0.88,0.0,0.0,0.0,0.39
