date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.277,0.62,1.9,-8.94,56.41,2.1,3.62,0.64,0.27,0.27,0.27,0.45
1981-01-02,0.272,0.61,20.52,-8.96,22.4,0.07,3.66,0.83,0.05,0.05,0.05,0.45
1981-01-03,0.268,0.6,39.15,-5.87,50.87,0.35,3.0,0.89,0.02,0.02,0.02,0.45
1981-01-04,0.259,0.58,57.58,-6.54,17.63,0.03,4.11,0.74,0.24,0.24,0.24,0.45
1981-01-05,0.255,0.57,24.52,-13.76,18.79,0.03,4.55,0.99,0.0,0.0,0.0,0.45
1981-01-06,0.25,0.56,35.75,-12.55,9.92,0.0,5.37,0.76,0.21,0.21,0.21,0.45
1981-01-07,0.246,0.55,10.14,-15.59,35.51,0.05,4.81,0.83,0.12,0.12,0.12,0.45
1981-01-08,0.241,0.54,0.24,-16.18,104.01,4.88,1.04,0.77,0.0,0.0,0.0,0.45
1981-01-09,0.241,0.54,0.0,-12.26,107.82,3.91,0.83,0.83,0.0,0.0,0.0,0.45
1981-01-10,0.237,0.53,0.22,-9.65,40.51,0.0,0.61,0.9,0.0,0.0,0.0,0.45
1981-01-11,0.232,0.52,0.05,-8.17,65.86,2.29,1.64,0.76,0.0,0.0,0.0,0.45
1981-01-12,0.228,0.51,0.53,-14.0,85.29,4.71,2.37,0.73,0.0,0.0,0.0,0.45
1981-01-13,0.223,0.5,3.72,-10.65,98.36,2.86,4.37,0.48,0.52,0.52,0.52,0.44
1981-01-14,0.219,0.49,1.53,-13.93,117.88,4.04,2.17,0.59,0.01,0.01,0.01,0.45
1981-01-15,0.219,0.49,50.19,-11.2,33.42,0.03,4.21,1.0,0.0,0.0,0.0,0.45
1981-01-16,0.214,0.48,9.11,-13.79,49.67,0.5,3.51,0.94,0.0,0.0,0.0,0.45
1981-01-17,0.21,0.47,13.48,-9.2,29.08,0.07,1.74,1.0,0.0,0.0,0.0,0.45
1981-01-18,0.205,0.46,11.65,-9.88,9.35,0.07,2.76,0.99,0.0,0.0,0.0,0.45
1981-01-19,0.205,0.46,30.06,-9.44,23.04,0.01,3.85,1.0,0.0,0.0,0.0,0.45
1981-01-20,0.201,0.45,44.68,-10.1,21.06,0.03,5.93,0.91,0.01,0.01,0.01,0.45
1981-01-21,0.197,0.44,1.61,-13.61,88.83,4.73,2.16,0.82,0.0,0.0,0.0,0.45
