date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,3.405,1.42,2.47,1.35,20.55,0.11,3.74,0.76,0.63,0.63,0.45,1.01
1981-01-02,4.076,1.7,7.98,0.03,22.41,0.02,3.72,0.88,0.23,0.23,0.17,1.15
1981-01-03,6.425,2.68,7.13,3.64,20.21,0.07,6.18,0.77,0.96,0.95,0.8,1.13
1981-01-04,9.782,4.08,14.93,0.78,16.01,0.12,2.45,0.91,0.12,0.12,0.08,1.18
1981-01-05,10.214,4.26,3.46,-1.6,43.88,1.7,2.89,0.78,0.32,0.32,0.21,0.95
1981-01-06,7.888,3.29,8.73,-1.45,26.04,0.11,3.17,0.85,0.08,0.08,0.08,0.97
1981-01-07,5.946,2.48,2.08,-4.53,51.05,2.63,1.59,0.78,0.0,0.0,0.0,0.97
1981-01-08,4.268,1.78,0.36,-9.01,63.75,5.46,0.74,0.75,0.0,0.0,0.0,0.97
1981-01-09,3.692,1.54,0.53,-6.65,38.2,0.12,0.37,0.82,0.0,0.0,0.0,0.97
1981-01-10,3.572,1.49,3.84,-3.14,27.3,0.02,0.69,0.92,0.0,0.0,0.0,0.97
1981-01-11,3.524,1.47,0.0,-1.79,14.8,0.11,1.74,0.85,0.0,0.0,0.0,0.97
1981-01-12,3.452,1.44,0.47,-2.28,48.51,4.64,1.38,0.81,0.0,0.0,0.0,0.97
1981-01-13,3.381,1.41,3.42,-2.66,22.01,0.03,1.07,0.87,0.0,0.0,0.0,0.97
1981-01-14,3.285,1.37,0.18,-5.13,43.54,4.42,2.41,0.78,0.0,0.0,0.0,0.97
1981-01-15,3.716,1.55,20.37,-0.89,41.25,1.32,3.63,0.89,0.0,0.0,0.0,0.97
1981-01-16,3.932,1.64,1.98,-3.35,36.35,0.16,2.92,0.78,0.25,0.25,0.25,0.95
1981-01-17,4.34,1.81,5.21,1.29,33.9,0.52,3.33,0.83,0.12,0.12,0.12,0.96
1981-01-18,6.114,2.55,1.81,0.49,24.44,0.03,2.86,0.85,0.1,0.1,0.1,0.96
1981-01-19,7.96,3.32,6.53,1.18,18.51,0.03,3.06,0.85,0.1,0.1,0.1,0.99
1981-01-20,9.231,3.85,5.02,-0.51,29.2,0.11,1.27,0.87,0.03,0.03,0.02,1.02
1981-01-21,7.696,3.21,0.02,-4.58,64.69,4.57,0.61,0.78,0.01,0.01,0.01,1.02
1981-01-22,5.658,2.36,0.0,-7.61,51.79,2.05,0.83,0.84,0.01,0.01,0.01,1.01
1981-01-23,4.316,1.8,0.0,-8.05,51.88,2.17,0.93,0.82,0.01,0.01,0.01,1.0
1981-01-24,3.668,1.53,0.0,-8.52,41.25,0.28,0.83,0.93,0.02,0.02,0.02,0.99
1981-01-25,3.524,1.47,0.49,-5.86,41.19,0.19,0.84,0.95,0.02,0.02,0.01,0.94
1981-01-26,3.5,1.46,1.76,-1.3,56.91,2.82,0.76,0.94,0.02,0.02,0.02,0.99
1981-01-27,3.405,1.42,0.0,-5.2,47.4,1.33,0.7,0.9,0.0,0.0,0.0,0.98
1981-01-28,3.309,1.38,0.0,-5.19,55.71,2.31,0.93,0.84,0.01,0.01,0.01,0.98
1981-01-29,3.213,1.34,0.0,-7.48,36.6,0.29,0.76,0.93,0.0,0.0,0.0,0.98
1981-01-30,3.117,1.3,0.0,-8.99,62.05,1.53,0.37,0.95,0.01,0.01,0.01,0.97
1981-01-31,3.045,1.27,0.0,-7.66,71.19,4.08,0.34,0.9,0.0,0.0,0.0,0.97
1981-02-01,2.949,1.23,0.0,-5.94,74.12,4.62,0.37,0.87,0.0,0.0,0.0,0.97
1981-02-02,2.877,1.2,0.0,-4.51,79.41,4.86,0.34,0.85,0.0,0.0,0.0,0.97
1981-02-03,2.925,1.22,8.51,-1.17,50.98,0.91,2.16,0.84,0.28,0.27,0.27,1.03
1981-02-04,4.867,2.03,13.16,1.48,30.66,0.23,3.24,0.91,0.0,0.0,0.0,1.07
1981-02-05,8.2,3.42,3.13,-1.12,57.16,1.34,2.61,0.81,0.18,0.18,0.14,1.08
1981-02-06,7.265,3.03,2.58,0.82,26.1,0.06,2.99,0.89,0.07,0.06,0.05,1.12
1981-02-07,8.2,3.42,1.74,3.8,27.31,0.07,2.21,0.9,0.08,0.08,0.05,1.14
1981-02-08,9.71,4.05,0.0,3.93,40.14,0.34,1.62,0.89,0.14,0.14,0.1,1.06
1981-02-09,9.398,3.92,0.0,1.81,74.79,3.9,1.0,0.86,0.14,0.14,0.09,0.97
1981-02-10,8.367,3.49,1.35,0.97,29.82,0.14,2.85,0.87,0.26,0.26,0.17,1.05
1981-02-11,7.049,2.94,0.46,-1.45,91.25,4.71,0.8,0.8,0.27,0.27,0.18,0.97
1981-02-12,5.442,2.27,0.0,-3.46,83.08,3.54,1.27,0.72,0.34,0.33,0.23,0.76
1981-02-13,4.244,1.77,0.0,-3.66,121.66,8.24,1.95,0.63,0.42,0.42,0.15,0.6
1981-02-14,3.668,1.53,0.0,-4.04,121.11,7.96,1.17,0.67,0.32,0.32,0.04,0.56
1981-02-15,3.548,1.48,0.0,-3.58,121.46,8.08,0.6,0.7,0.24,0.23,0.02,0.55
1981-02-16,3.452,1.44,0.0,-2.09,125.93,8.54,1.67,0.64,0.43,0.41,0.02,0.52
1981-02-17,3.357,1.4,0.0,-2.51,38.86,0.4,2.1,0.72,0.53,0.51,0.23,0.42
1981-02-18,3.285,1.37,1.23,-2.8,58.21,0.56,1.94,0.73,0.61,0.57,0.28,0.74
1981-02-19,3.189,1.33,0.24,-4.07,41.76,0.31,1.78,0.82,0.25,0.24,0.23,0.69
1981-02-20,3.117,1.3,0.0,-3.78,48.2,0.47,0.5,0.78,0.18,0.16,0.15,0.59
1981-02-21,3.021,1.26,0.8,-3.33,69.45,0.99,1.06,0.76,0.36,0.34,0.19,0.71
1981-02-22,2.949,1.23,0.23,-4.07,113.83,5.57,0.91,0.78,0.35,0.32,0.3,0.6
1981-02-23,2.877,1.2,0.0,-4.28,73.8,2.14,0.7,0.84,0.22,0.22,0.15,0.47
1981-02-24,2.805,1.17,0.0,-2.44,116.55,6.66,0.93,0.75,0.3,0.25,0.03,0.45
1981-02-25,2.733,1.14,0.0,-1.8,58.93,0.58,1.3,0.78,0.42,0.35,0.13,0.39
1981-02-26,2.685,1.12,0.0,-1.4,54.33,0.39,0.89,0.77,0.39,0.32,0.11,0.35
1981-02-27,2.637,1.1,0.0,-1.88,119.22,6.32,1.2,0.66,0.46,0.34,0.01,0.34
1981-02-28,2.589,1.08,2.55,-1.47,60.88,0.92,0.79,0.76,0.41,0.32,0.11,0.9
1981-03-01,3.093,1.29,2.92,3.08,102.84,2.75,1.02,0.85,0.0,0.0,0.0,1.18
1981-03-02,3.884,1.62,0.42,2.89,62.79,0.49,0.7,0.85,0.32,0.31,0.22,1.05
1981-03-03,5.299,2.21,9.25,1.96,47.31,0.11,0.92,0.91,0.21,0.21,0.15,1.31
1981-03-04,7.313,3.05,3.57,1.2,41.76,0.11,0.59,0.9,0.18,0.18,0.13,1.3
