date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.885,1.44,3.01,0.79,20.98,0.08,3.82,0.75,0.61,0.61,0.61,1.47
1981-01-02,2.277,1.74,13.63,-0.86,21.05,0.02,3.51,0.86,0.1,0.1,0.1,1.51
1981-01-03,3.861,2.95,7.24,3.65,21.98,0.07,5.73,0.74,1.19,1.19,1.19,1.47
1981-01-04,9.305,7.11,28.25,-0.02,17.55,0.08,1.82,0.9,0.0,0.0,0.0,1.51
1981-01-05,7.866,6.01,6.18,-2.93,39.43,0.85,2.62,0.79,0.15,0.15,0.15,1.51
1981-01-06,4.777,3.65,14.31,-2.44,24.55,0.11,3.02,0.83,0.1,0.1,0.1,1.51
1981-01-07,3.979,3.04,11.91,-6.08,43.64,1.24,1.39,0.8,0.0,0.0,0.0,1.51
1981-01-08,3.115,2.38,2.53,-9.31,66.37,5.04,1.17,0.73,0.0,0.0,0.0,1.51
1981-01-09,2.46,1.88,0.76,-6.74,39.48,0.07,0.89,0.82,0.0,0.0,0.0,1.51
1981-01-10,1.989,1.52,0.57,-2.53,30.76,0.02,0.3,0.86,0.0,0.0,0.0,1.51
1981-01-11,1.728,1.32,0.0,-2.6,28.42,1.45,0.99,0.85,0.0,0.0,0.0,1.51
1981-01-12,1.623,1.24,0.46,-3.7,53.83,4.55,1.3,0.85,0.0,0.0,0.0,1.51
1981-01-13,1.57,1.2,11.23,-3.61,26.42,0.02,0.85,0.87,0.0,0.0,0.0,1.51
1981-01-14,1.505,1.15,0.24,-4.68,51.19,5.17,1.85,0.73,0.0,0.0,0.0,1.51
1981-01-15,1.623,1.24,12.54,-1.29,37.79,0.85,2.73,0.84,0.0,0.0,0.0,1.51
1981-01-16,1.767,1.35,3.5,-4.11,33.09,0.12,2.63,0.76,0.22,0.22,0.22,1.5
1981-01-17,1.793,1.37,3.06,0.88,33.54,0.54,2.69,0.8,0.09,0.09,0.09,1.5
1981-01-18,2.212,1.69,6.46,-0.47,23.6,0.03,2.42,0.83,0.08,0.08,0.08,1.51
1981-01-19,3.036,2.32,11.04,0.21,18.3,0.03,2.56,0.84,0.05,0.05,0.05,1.51
1981-01-20,3.664,2.8,14.04,-2.21,29.34,0.09,0.96,0.88,0.0,0.0,0.0,1.51
1981-01-21,3.272,2.5,0.19,-5.61,74.89,4.84,0.85,0.79,0.0,0.0,0.0,1.51
1981-01-22,2.591,1.98,0.0,-8.3,66.13,5.38,1.01,0.81,0.0,0.0,0.0,1.51
1981-01-23,2.081,1.59,0.0,-8.54,66.44,5.31,1.01,0.8,0.0,0.0,0.0,1.51
1981-01-24,1.714,1.31,0.0,-6.99,51.14,3.95,0.79,0.77,0.0,0.0,0.0,1.51
1981-01-25,1.44,1.1,1.05,-4.97,47.63,2.11,1.34,0.84,0.0,0.0,0.0,1.51
1981-01-26,1.387,1.06,9.13,-2.14,61.29,2.29,0.84,0.93,0.0,0.0,0.0,1.51
1981-01-27,1.361,1.04,0.0,-5.92,64.67,5.24,0.84,0.86,0.0,0.0,0.0,1.51
1981-01-28,1.283,0.98,0.0,-6.72,66.1,4.75,1.28,0.85,0.0,0.0,0.0,1.51
1981-01-29,1.23,0.94,0.0,-7.82,49.27,4.09,0.88,0.84,0.0,0.0,0.0,1.51
1981-01-30,1.178,0.9,0.0,-8.09,68.98,4.77,0.4,0.83,0.0,0.0,0.0,1.51
1981-01-31,1.126,0.86,0.0,-5.94,76.74,6.07,0.73,0.79,0.0,0.0,0.0,1.51
1981-02-01,1.086,0.83,0.0,-3.62,79.63,6.24,0.51,0.76,0.0,0.0,0.0,1.51
1981-02-02,1.034,0.79,0.0,-2.37,84.3,6.36,0.48,0.71,0.0,0.0,0.0,1.51
1981-02-03,1.06,0.81,2.14,1.2,54.32,1.71,2.37,0.68,0.61,0.61,0.61,1.51
1981-02-04,1.44,1.1,11.66,1.01,32.37,0.24,2.36,0.87,0.12,0.12,0.12,1.63
1981-02-05,2.173,1.66,11.34,-2.81,47.81,0.61,1.86,0.84,0.19,0.19,0.19,1.63
1981-02-06,2.892,2.21,15.74,-0.29,26.76,0.05,2.44,0.9,0.0,0.0,0.0,1.63
1981-02-07,5.51,4.21,12.32,3.06,30.18,0.05,1.49,0.91,0.0,0.0,0.0,1.63
1981-02-08,7.499,5.73,0.0,3.26,56.03,4.36,1.62,0.86,0.0,0.0,0.0,1.63
1981-02-09,5.065,3.87,0.0,1.61,89.09,6.5,0.95,0.8,0.0,0.0,0.0,1.63
1981-02-10,4.541,3.47,3.66,0.16,33.22,0.06,1.85,0.86,0.07,0.07,0.07,1.64
1981-02-11,4.175,3.19,2.37,-2.83,91.57,4.03,0.43,0.81,0.02,0.02,0.02,1.66
1981-02-12,3.363,2.57,0.03,-5.18,97.81,6.05,0.56,0.75,0.01,0.01,0.01,1.65
1981-02-13,2.578,1.97,0.0,-5.98,128.1,9.02,1.25,0.67,0.02,0.02,0.02,1.63
1981-02-14,1.976,1.51,0.0,-6.02,128.57,8.85,0.79,0.69,0.01,0.01,0.01,1.62
1981-02-15,1.57,1.2,0.0,-4.81,129.16,8.44,0.8,0.69,0.01,0.01,0.01,1.61
1981-02-16,1.387,1.06,0.0,-3.72,133.52,9.07,0.75,0.66,0.02,0.02,0.02,1.59
1981-02-17,1.335,1.02,0.0,-4.36,63.62,4.47,0.79,0.75,0.0,0.0,0.0,1.59
1981-02-18,1.283,0.98,0.41,-4.42,72.51,3.27,0.54,0.75,0.02,0.02,0.02,1.59
1981-02-19,1.23,0.94,0.09,-5.0,62.36,3.79,0.89,0.81,0.0,0.0,0.0,1.59
1981-02-20,1.178,0.9,0.0,-4.33,66.4,4.47,0.97,0.74,0.0,0.0,0.0,1.59
1981-02-21,1.139,0.87,0.17,-4.43,77.01,1.0,0.68,0.76,0.05,0.05,0.04,1.57
1981-02-22,1.099,0.84,0.06,-4.46,127.58,7.82,1.04,0.72,0.03,0.03,0.02,1.55
1981-02-23,1.06,0.81,0.0,-5.2,86.36,4.81,0.6,0.83,0.01,0.01,0.01,1.55
1981-02-24,1.008,0.77,0.0,-3.96,122.51,7.85,0.64,0.79,0.03,0.02,0.01,1.54
1981-02-25,0.982,0.75,0.0,-3.37,80.36,4.56,1.18,0.79,0.01,0.01,0.0,1.54
1981-02-26,0.955,0.73,0.0,-1.96,75.56,4.77,0.64,0.74,0.02,0.01,0.0,1.53
1981-02-27,0.916,0.7,0.0,-2.78,140.54,8.59,0.73,0.62,0.05,0.04,0.01,1.52
1981-02-28,0.929,0.71,2.36,-0.69,71.36,1.64,0.93,0.68,0.35,0.34,0.31,1.6
1981-03-01,1.217,0.93,3.42,2.6,96.01,2.17,1.38,0.82,0.14,0.13,0.11,1.75
1981-03-02,1.767,1.35,0.14,2.81,76.22,0.86,1.21,0.8,0.18,0.18,0.16,1.65
1981-03-03,2.46,1.88,13.37,1.62,60.26,0.11,1.06,0.86,0.17,0.17,0.15,1.99
1981-03-04,3.861,2.95,14.24,-0.33,49.03,0.09,0.24,0.93,0.04,0.04,0.03,2.03
1981-03-05,4.083,3.12,0.0,0.75,116.27,5.12,1.33,0.78,0.12,0.12,0.1,1.93
1981-03-06,3.73,2.85,3.89,2.69,67.38,0.11,2.15,0.75,0.72,0.72,0.67,1.94
1981-03-07,5.039,3.85,1.29,6.58,167.02,8.26,1.62,0.71,0.38,0.38,0.31,1.8
1981-03-08,7.316,5.59,4.77,7.57,47.11,0.1,2.06,0.73,0.86,0.86,0.8,1.94
1981-03-09,9.881,7.55,0.52,8.86,115.72,3.38,2.21,0.73,1.15,1.15,1.03,1.42
1981-03-10,12.263,9.37,8.44,8.47,55.38,0.18,1.72,0.86,0.57,0.57,0.47,2.01
1981-03-11,17.72,13.54,3.85,11.5,57.47,0.15,2.65,0.69,1.72,1.72,1.59,1.87
1981-03-12,25.102,19.18,20.77,7.26,45.91,0.21,2.06,0.88,0.49,0.49,0.43,2.05
1981-03-13,21.162,16.17,6.28,4.4,102.34,1.84,1.97,0.81,1.06,1.06,0.96,2.0
1981-03-14,13.82,10.56,0.22,4.9,134.03,2.67,2.38,0.65,1.88,1.88,1.66,1.02
1981-03-15,9.789,7.48,5.02,3.57,84.6,0.77,1.15,0.75,1.0,1.0,0.71,1.85
1981-03-16,8.507,6.5,2.73,2.07,104.19,1.9,1.7,0.82,0.9,0.9,0.81,1.78
1981-03-17,6.976,5.33,10.51,0.13,77.46,1.15,0.85,0.85,0.41,0.41,0.36,2.03
1981-03-18,6.23,4.76,14.57,-1.93,107.46,1.38,0.8,0.88,0.37,0.37,0.31,2.05
1981-03-19,5.379,4.11,0.04,0.29,212.08,10.54,1.35,0.66,0.39,0.39,0.31,1.75
1981-03-20,4.986,3.81,0.0,4.86,185.32,6.54,1.27,0.56,0.63,0.63,0.4,1.4
1981-03-21,6.112,4.67,0.0,8.28,203.75,10.45,1.71,0.54,1.0,0.88,0.26,1.15
1981-03-22,8.441,6.45,0.0,8.64,156.82,6.27,2.65,0.56,1.85,1.47,0.74,0.8
