date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.451,1.71,2.08,1.75,24.8,0.19,2.75,0.71,0.62,0.62,0.57,1.17
1981-01-02,1.883,2.22,7.24,0.93,17.16,0.0,2.45,0.83,0.19,0.19,0.16,1.26
1981-01-03,3.962,4.67,13.11,5.15,20.09,0.27,4.76,0.71,1.2,1.2,1.09,1.26
1981-01-04,7.975,9.4,21.96,1.99,13.4,0.13,2.33,0.9,0.07,0.07,0.06,1.27
1981-01-05,7.542,8.89,3.37,-1.17,38.6,0.81,2.68,0.75,0.44,0.44,0.37,1.21
1981-01-06,5.6,6.6,10.84,-0.79,17.31,0.0,2.62,0.82,0.12,0.12,0.1,1.23
1981-01-07,4.293,5.06,3.39,-3.86,41.59,0.88,1.18,0.8,0.03,0.03,0.01,1.23
1981-01-08,2.969,3.5,0.47,-8.09,78.89,7.14,0.67,0.81,0.0,0.0,0.0,1.23
1981-01-09,2.053,2.42,0.0,-5.21,44.23,0.71,0.71,0.74,0.02,0.02,0.0,1.23
1981-01-10,1.587,1.87,2.97,-1.96,27.8,0.0,0.57,0.89,0.01,0.01,0.0,1.23
1981-01-11,1.493,1.76,0.22,-1.45,7.75,0.39,0.99,0.89,0.0,0.0,0.0,1.23
1981-01-12,1.459,1.72,3.98,-1.8,35.82,2.8,1.06,0.82,0.0,0.0,0.0,1.23
1981-01-13,1.434,1.69,10.28,-2.21,11.55,0.03,0.93,0.91,0.0,0.0,0.0,1.23
1981-01-14,1.408,1.66,3.21,-4.89,56.17,4.6,1.37,0.85,0.0,0.0,0.0,1.23
1981-01-15,1.968,2.32,21.07,-0.07,34.72,0.3,2.41,0.87,0.04,0.04,0.0,1.23
1981-01-16,2.401,2.83,1.43,-2.25,44.05,1.16,2.14,0.72,0.14,0.14,0.09,1.21
1981-01-17,2.342,2.76,4.72,2.45,38.56,0.84,3.03,0.78,0.27,0.27,0.22,1.22
1981-01-18,2.919,3.44,2.91,1.12,16.7,0.0,1.91,0.83,0.03,0.03,0.01,1.23
1981-01-19,3.945,4.65,10.65,1.88,15.11,0.0,2.63,0.85,0.08,0.08,0.06,1.23
1981-01-20,4.734,5.58,12.32,-0.23,20.97,0.03,1.05,0.91,0.01,0.01,0.0,1.23
1981-01-21,3.92,4.62,0.45,-3.5,44.25,1.63,0.39,0.85,0.02,0.02,0.0,1.23
1981-01-22,2.834,3.34,0.0,-6.22,33.37,1.82,0.79,0.9,0.0,0.0,0.0,1.23
1981-01-23,2.113,2.49,0.0,-6.88,50.92,1.76,0.69,0.85,0.01,0.01,0.0,1.23
1981-01-24,1.663,1.96,0.0,-6.15,48.66,2.04,0.43,0.84,0.01,0.01,0.0,1.23
1981-01-25,1.468,1.73,0.36,-4.39,40.29,1.02,0.89,0.89,0.01,0.01,0.0,1.23
1981-01-26,1.459,1.72,0.71,0.06,40.98,0.67,0.62,0.91,0.02,0.02,0.0,1.23
1981-01-27,1.425,1.68,0.0,-3.0,45.61,2.35,0.92,0.85,0.0,0.0,0.0,1.22
1981-01-28,1.366,1.61,0.01,-4.91,57.18,4.02,1.18,0.79,0.01,0.01,0.0,1.22
1981-01-29,1.332,1.57,0.0,-5.16,55.91,3.07,0.78,0.82,0.01,0.01,0.0,1.22
1981-01-30,1.298,1.53,0.0,-5.39,65.21,3.35,0.7,0.84,0.01,0.01,0.0,1.21
1981-01-31,1.264,1.49,0.0,-4.55,67.16,3.51,0.49,0.79,0.01,0.01,0.0,1.21
