date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,3.779,0.95,3.44,-3.1,29.66,0.34,2.61,0.77,0.18,0.18,0.18,0.71
1981-01-02,3.7,0.93,7.99,-4.07,16.48,0.0,1.24,0.88,0.0,0.0,0.0,0.71
1981-01-03,5.37,1.35,40.53,-0.81,20.17,0.2,2.79,0.82,0.26,0.26,0.26,0.71
1981-01-04,11.218,2.82,51.61,-2.81,9.67,0.18,1.68,0.89,0.0,0.0,0.0,0.71
1981-01-05,10.263,2.58,9.21,-8.44,14.02,0.42,1.65,0.89,0.0,0.0,0.0,0.71
1981-01-06,7.399,1.86,26.76,-7.55,8.91,0.0,2.52,0.93,0.0,0.0,0.0,0.71
1981-01-07,5.967,1.5,8.02,-11.34,13.38,1.02,2.94,0.99,0.0,0.0,0.0,0.71
1981-01-08,4.933,1.24,0.93,-12.62,60.85,6.6,2.53,0.84,0.0,0.0,0.0,0.71
1981-01-09,4.177,1.05,0.01,-7.63,48.8,2.95,1.82,0.76,0.0,0.0,0.0,0.71
1981-01-10,3.819,0.96,1.19,-3.77,33.84,0.0,1.2,0.9,0.0,0.0,0.0,0.71
1981-01-11,3.66,0.92,0.0,-5.16,28.6,0.25,1.32,0.9,0.0,0.0,0.0,0.71
1981-01-12,3.54,0.89,4.56,-5.64,46.92,2.88,1.29,0.8,0.0,0.0,0.0,0.71
1981-01-13,3.461,0.87,10.99,-7.58,27.91,0.59,1.36,0.98,0.0,0.0,0.0,0.71
1981-01-14,3.381,0.85,2.3,-9.76,55.24,4.41,1.3,0.97,0.0,0.0,0.0,0.71
1981-01-15,3.302,0.83,39.16,-5.22,14.76,0.13,1.85,0.84,0.06,0.06,0.06,0.71
1981-01-16,3.222,0.81,5.93,-8.61,42.97,0.64,2.29,0.89,0.01,0.01,0.01,0.71
1981-01-17,3.302,0.83,25.61,-3.52,27.56,0.13,1.57,0.87,0.03,0.03,0.03,0.71
1981-01-18,3.62,0.91,13.08,-4.62,12.77,0.0,1.61,0.93,0.0,0.0,0.0,0.71
1981-01-19,3.859,0.97,16.36,-2.9,17.06,0.0,1.45,0.86,0.02,0.02,0.02,0.71
1981-01-20,3.779,0.95,31.9,-6.06,7.56,0.17,2.59,0.99,0.0,0.0,0.0,0.71
1981-01-21,3.342,0.84,0.3,-8.02,39.38,2.85,1.46,0.91,0.0,0.0,0.0,0.71
1981-01-22,3.023,0.76,0.0,-7.17,73.14,5.27,2.35,0.66,0.03,0.03,0.03,0.7
1981-01-23,2.864,0.72,0.0,-5.53,85.01,5.04,2.74,0.56,0.19,0.19,0.19,0.65
1981-01-24,2.824,0.71,0.02,-3.26,102.29,5.05,2.12,0.55,0.14,0.14,0.14,0.64
1981-01-25,2.745,0.69,0.0,-4.8,73.31,1.53,1.6,0.77,0.11,0.11,0.11,0.61
1981-01-26,2.705,0.68,0.79,-5.26,65.91,2.82,1.83,0.96,0.01,0.01,0.01,0.69
1981-01-27,2.625,0.66,0.01,-7.3,125.68,4.96,1.96,0.42,0.05,0.05,0.05,0.67
1981-01-28,2.546,0.64,0.05,-5.7,113.23,6.77,2.42,0.49,0.02,0.02,0.02,0.67
