date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,6.304,1.11,2.73,-4.45,31.85,0.37,2.37,0.77,0.14,0.14,0.14,0.65
1981-01-02,6.247,1.1,8.0,-5.26,17.3,0.0,1.31,0.89,0.0,0.0,0.0,0.65
1981-01-03,7.951,1.4,35.36,-2.06,21.38,0.25,2.14,0.85,0.12,0.12,0.12,0.65
1981-01-04,14.311,2.52,50.91,-3.88,9.85,0.07,1.46,0.86,0.0,0.0,0.0,0.65
1981-01-05,14.141,2.49,7.98,-9.98,10.84,0.15,1.45,0.87,0.0,0.0,0.0,0.65
1981-01-06,11.017,1.94,22.19,-8.99,8.26,0.0,2.75,0.93,0.0,0.0,0.0,0.65
1981-01-07,9.484,1.67,8.68,-12.65,7.69,0.36,3.9,0.98,0.0,0.0,0.0,0.65
1981-01-08,8.235,1.45,0.88,-13.43,56.68,6.32,3.13,0.81,0.0,0.0,0.0,0.65
1981-01-09,7.212,1.27,0.0,-8.14,47.44,2.54,2.28,0.75,0.0,0.0,0.0,0.65
1981-01-10,6.531,1.15,1.11,-4.33,34.18,0.0,1.34,0.87,0.0,0.0,0.0,0.65
1981-01-11,6.02,1.06,0.0,-5.76,32.78,0.3,1.9,0.85,0.04,0.04,0.04,0.65
1981-01-12,5.793,1.02,2.73,-6.34,51.83,3.33,1.58,0.76,0.0,0.0,0.0,0.65
1981-01-13,5.679,1.0,13.57,-8.78,33.67,0.65,1.97,1.0,0.0,0.0,0.0,0.65
1981-01-14,5.566,0.98,2.29,-10.48,59.24,4.6,1.58,0.97,0.0,0.0,0.0,0.65
1981-01-15,5.509,0.97,35.41,-6.65,15.23,0.05,1.47,0.87,0.04,0.04,0.04,0.65
1981-01-16,5.509,0.97,5.86,-9.98,38.24,0.54,2.67,0.91,0.01,0.01,0.01,0.65
1981-01-17,5.566,0.98,21.38,-4.69,24.11,0.06,1.6,0.9,0.02,0.02,0.02,0.65
1981-01-18,5.963,1.05,11.6,-6.05,11.23,0.0,1.48,0.95,0.0,0.0,0.0,0.65
1981-01-19,6.588,1.16,15.71,-4.11,16.93,0.0,1.34,0.87,0.01,0.01,0.01,0.65
1981-01-20,6.758,1.19,35.58,-7.37,7.98,0.04,3.15,0.99,0.0,0.0,0.0,0.65
1981-01-21,6.19,1.09,0.38,-9.24,42.29,2.83,2.0,0.88,0.0,0.0,0.0,0.65
1981-01-22,5.679,1.0,0.0,-7.26,75.23,5.95,2.67,0.62,0.02,0.02,0.01,0.65
1981-01-23,5.225,0.92,0.0,-5.06,89.45,5.86,3.07,0.51,0.2,0.2,0.2,0.62
1981-01-24,4.941,0.87,0.0,-3.06,96.03,4.6,2.57,0.51,0.28,0.28,0.27,0.57
1981-01-25,4.77,0.84,0.0,-5.05,72.76,1.75,1.75,0.71,0.16,0.16,0.15,0.55
1981-01-26,4.714,0.83,1.12,-6.64,59.95,2.13,2.12,0.95,0.01,0.01,0.01,0.64
1981-01-27,4.6,0.81,0.0,-7.24,126.47,6.04,2.17,0.36,0.04,0.04,0.03,0.63
1981-01-28,4.543,0.8,0.03,-5.14,111.92,6.75,2.6,0.46,0.06,0.06,0.05,0.63
1981-01-29,4.43,0.78,0.0,-5.41,116.38,6.46,2.44,0.56,0.05,0.05,0.05,0.62
1981-01-30,4.373,0.77,0.0,-4.83,125.4,6.57,2.16,0.44,0.12,0.12,0.11,0.6
1981-01-31,4.259,0.75,0.0,-2.2,125.27,6.96,3.21,0.41,0.48,0.48,0.47,0.52
1981-02-01,4.259,0.75,0.0,-0.47,118.56,6.07,1.89,0.42,0.23,0.23,0.23,0.48
1981-02-02,4.316,0.76,0.0,-1.17,101.32,6.93,1.96,0.46,0.11,0.11,0.1,0.47
1981-02-03,4.373,0.77,1.76,-0.22,91.14,3.02,2.1,0.53,0.64,0.64,0.63,0.58
1981-02-04,4.486,0.79,28.01,-3.19,32.67,0.12,1.65,0.85,0.07,0.07,0.07,0.68
1981-02-05,4.77,0.84,8.14,-9.29,37.48,0.58,2.1,0.93,0.0,0.0,0.0,0.68
1981-02-06,4.543,0.8,10.34,-4.39,20.15,0.0,1.31,0.96,0.0,0.0,0.0,0.68
1981-02-07,4.77,0.84,2.08,-0.54,33.76,0.05,1.51,0.95,0.0,0.0,0.0,0.68
1981-02-08,5.168,0.91,0.0,0.47,93.71,4.45,1.84,0.84,0.0,0.0,0.0,0.68
1981-02-09,5.566,0.98,0.0,1.64,112.89,4.13,2.33,0.59,0.23,0.23,0.22,0.63
1981-02-10,5.679,1.0,6.13,-4.58,33.63,0.16,2.08,0.88,0.03,0.03,0.03,0.68
1981-02-11,5.452,0.96,0.14,-9.24,78.14,4.61,1.37,0.9,0.0,0.0,0.0,0.68
1981-02-12,4.884,0.86,0.19,-11.09,105.75,6.7,1.53,0.66,0.0,0.0,0.0,0.68
1981-02-13,4.543,0.8,0.0,-9.64,124.42,7.5,2.57,0.54,0.04,0.04,0.03,0.68
1981-02-14,4.316,0.76,0.0,-6.47,134.14,7.54,2.09,0.37,0.08,0.08,0.08,0.67
1981-02-15,4.259,0.75,0.0,-5.25,134.41,7.52,2.22,0.4,0.13,0.13,0.12,0.65
1981-02-16,4.203,0.74,0.0,-3.69,140.24,7.41,2.97,0.42,0.44,0.44,0.43,0.57
1981-02-17,4.089,0.72,0.0,-8.26,89.49,3.64,2.58,0.62,0.24,0.24,0.23,0.54
1981-02-18,4.032,0.71,0.6,-10.94,84.2,2.35,1.46,0.98,0.03,0.03,0.03,0.62
1981-02-19,3.919,0.69,0.02,-11.04,126.64,5.27,2.31,0.82,0.0,0.0,0.0,0.62
