date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,24.919,0.96,5.06,-2.85,34.85,0.13,2.32,0.72,0.38,0.38,0.35,0.77
1981-01-02,26.476,1.02,12.3,-4.7,23.6,0.0,1.55,0.91,0.02,0.02,0.01,0.78
1981-01-03,43.607,1.68,23.04,-0.73,40.22,0.6,1.97,0.84,0.13,0.13,0.11,0.78
1981-01-04,117.065,4.51,48.57,-2.61,14.64,0.0,2.24,0.91,0.0,0.0,0.0,0.78
1981-01-05,97.598,3.76,10.81,-7.85,21.22,0.15,2.59,0.78,0.18,0.18,0.14,0.78
1981-01-06,56.586,2.18,24.2,-6.98,12.72,0.01,2.75,0.83,0.05,0.05,0.03,0.78
1981-01-07,46.982,1.81,12.06,-10.35,22.41,0.16,3.18,0.81,0.11,0.1,0.08,0.78
1981-01-08,38.676,1.49,0.63,-12.6,67.58,6.17,1.62,0.72,0.0,0.0,0.0,0.78
1981-01-09,32.186,1.24,0.0,-7.09,50.82,0.71,1.08,0.64,0.07,0.07,0.05,0.77
1981-01-10,27.774,1.07,0.61,-3.8,37.66,0.0,0.85,0.83,0.03,0.03,0.01,0.77
1981-01-11,25.697,0.99,0.08,-4.74,40.6,0.68,1.42,0.85,0.01,0.01,0.0,0.77
1981-01-12,24.14,0.93,2.05,-5.9,63.33,4.11,1.48,0.79,0.01,0.01,0.0,0.78
1981-01-13,23.361,0.9,8.57,-6.97,38.66,0.08,2.29,0.88,0.02,0.02,0.01,0.78
1981-01-14,22.842,0.88,2.34,-8.52,78.28,5.06,1.55,0.88,0.01,0.01,0.0,0.78
1981-01-15,24.919,0.96,31.94,-5.52,25.71,0.05,2.34,0.9,0.04,0.04,0.02,0.78
1981-01-16,26.995,1.04,4.65,-8.21,39.06,0.36,1.7,0.82,0.08,0.08,0.04,0.78
1981-01-17,26.995,1.04,9.93,-3.09,37.82,0.27,1.46,0.86,0.07,0.07,0.04,0.78
1981-01-18,30.369,1.17,8.46,-4.38,27.58,0.0,1.68,0.88,0.01,0.01,0.0,0.78
1981-01-19,38.676,1.49,16.66,-3.09,21.81,0.0,1.99,0.86,0.06,0.06,0.04,0.78
1981-01-20,51.914,2.0,38.57,-5.82,18.73,0.0,3.19,0.9,0.01,0.01,0.01,0.79
1981-01-21,42.829,1.65,1.99,-8.35,58.11,2.71,1.78,0.84,0.02,0.02,0.0,0.78
1981-01-22,33.225,1.28,0.0,-9.24,88.9,4.53,1.84,0.64,0.03,0.03,0.01,0.78
1981-01-23,28.553,1.1,0.0,-6.32,85.53,3.04,1.56,0.54,0.17,0.17,0.15,0.73
1981-01-24,24.919,0.96,0.0,-4.29,87.85,3.5,1.19,0.52,0.13,0.13,0.12,0.7
1981-01-25,22.582,0.87,0.32,-5.5,82.52,3.52,1.28,0.7,0.05,0.05,0.04,0.72
1981-01-26,21.285,0.82,2.29,-4.88,61.23,0.73,2.07,0.89,0.04,0.04,0.03,0.77
1981-01-27,20.506,0.79,0.0,-6.94,98.49,5.09,1.65,0.52,0.04,0.04,0.02,0.76
1981-01-28,19.468,0.75,0.01,-6.16,98.09,5.53,2.19,0.55,0.08,0.08,0.07,0.75
1981-01-29,18.948,0.73,0.0,-5.97,92.13,4.5,1.17,0.57,0.06,0.06,0.05,0.74
1981-01-30,18.17,0.7,0.0,-5.28,103.8,5.62,1.16,0.52,0.06,0.06,0.04,0.73
1981-01-31,17.91,0.69,0.0,-3.15,95.65,4.59,1.38,0.5,0.21,0.21,0.2,0.68
1981-02-01,17.91,0.69,0.0,-1.95,96.6,4.94,0.72,0.51,0.12,0.12,0.11,0.66
1981-02-02,18.17,0.7,0.0,-1.97,97.47,4.47,0.63,0.54,0.16,0.16,0.14,0.63
1981-02-03,18.948,0.73,1.2,-0.65,78.43,2.97,1.57,0.6,0.41,0.41,0.39,0.7
1981-02-04,22.323,0.86,19.01,-1.98,46.41,0.2,1.94,0.86,0.12,0.12,0.09,0.83
1981-02-05,28.033,1.08,9.63,-7.09,52.6,0.46,1.76,0.84,0.14,0.14,0.1,0.83
1981-02-06,28.033,1.08,12.27,-3.55,36.53,0.0,1.61,0.91,0.01,0.01,0.01,0.83
1981-02-07,33.484,1.29,5.4,0.38,51.56,0.08,1.91,0.94,0.02,0.02,0.01,0.83
1981-02-08,39.195,1.51,0.0,0.86,107.57,4.6,1.45,0.75,0.05,0.05,0.02,0.82
1981-02-09,41.012,1.58,0.0,1.56,108.78,4.77,1.78,0.55,0.25,0.25,0.23,0.75
1981-02-10,41.012,1.58,6.38,-3.56,49.09,0.15,1.57,0.85,0.12,0.12,0.1,0.83
1981-02-11,37.897,1.46,0.32,-7.82,101.6,3.66,0.96,0.8,0.07,0.07,0.02,0.82
1981-02-12,31.148,1.2,0.41,-10.08,118.68,6.65,0.87,0.65,0.05,0.05,0.01,0.81
1981-02-13,25.957,1.0,0.0,-9.47,133.64,8.11,1.32,0.51,0.05,0.05,0.0,0.81
1981-02-14,22.323,0.86,0.0,-7.08,137.52,7.93,1.71,0.43,0.09,0.09,0.05,0.8
1981-02-15,19.987,0.77,0.0,-5.32,136.27,8.06,1.46,0.43,0.1,0.1,0.05,0.79
1981-02-16,18.948,0.73,0.0,-4.76,140.58,7.29,1.44,0.46,0.16,0.16,0.11,0.76
1981-02-17,18.429,0.71,0.0,-8.01,106.83,4.39,1.42,0.68,0.14,0.14,0.13,0.73
1981-02-18,17.651,0.68,0.33,-9.47,87.51,1.4,1.1,0.82,0.22,0.22,0.18,0.72
1981-02-19,17.132,0.66,0.06,-9.27,120.41,5.69,1.37,0.75,0.04,0.04,0.0,0.72
1981-02-20,16.612,0.64,0.0,-8.57,126.85,6.26,1.17,0.68,0.06,0.05,0.0,0.72
1981-02-21,16.093,0.62,0.66,-9.28,86.9,0.52,1.0,0.84,0.15,0.15,0.1,0.74
1981-02-22,15.574,0.6,0.15,-8.53,128.4,6.33,1.81,0.7,0.06,0.06,0.01,0.74
1981-02-23,15.055,0.58,0.0,-7.2,134.51,6.86,1.1,0.74,0.05,0.05,0.0,0.74
1981-02-24,14.536,0.56,0.01,-6.18,145.98,6.89,1.38,0.71,0.08,0.08,0.0,0.74
1981-02-25,14.276,0.55,0.0,-6.05,149.55,5.41,1.62,0.68,0.19,0.18,0.15,0.7
1981-02-26,13.757,0.53,0.0,-5.37,148.45,6.89,0.79,0.67,0.09,0.08,0.03,0.69
1981-02-27,13.498,0.52,0.0,-4.99,157.81,6.92,2.45,0.57,0.45,0.45,0.39,0.6
1981-02-28,13.498,0.52,1.5,-2.6,78.37,0.09,3.17,0.67,0.89,0.88,0.82,0.69
1981-03-01,15.055,0.58,5.05,-1.15,100.2,0.36,1.32,0.83,0.27,0.26,0.19,0.85
1981-03-02,18.948,0.73,2.31,-1.03,111.28,2.98,1.48,0.8,0.14,0.14,0.09,0.86
1981-03-03,25.438,0.98,10.73,-2.26,67.53,0.03,1.62,0.86,0.15,0.15,0.12,0.88
1981-03-04,38.676,1.49,18.68,-3.48,69.66,0.01,1.78,0.94,0.06,0.06,0.05,0.89
1981-03-05,43.867,1.69,0.2,-3.15,152.44,6.83,1.77,0.79,0.15,0.15,0.06,0.85
1981-03-06,38.935,1.5,2.13,-0.64,93.73,0.16,1.7,0.68,0.57,0.57,0.49,0.82
1981-03-07,49.318,1.9,0.75,2.69,175.27,8.04,2.04,0.68,0.24,0.24,0.11,0.79
1981-03-08,72.939,2.81,8.8,3.3,72.37,0.16,2.05,0.74,0.55,0.55,0.52,0.88
1981-03-09,99.155,3.82,0.64,4.04,158.2,5.44,1.0,0.74,0.49,0.49,0.35,0.75
1981-03-10,107.721,4.15,3.47,4.34,85.87,0.17,1.22,0.87,0.52,0.52,0.44,0.82
1981-03-11,156.001,6.01,7.69,7.65,91.41,0.76,1.78,0.66,1.28,1.28,1.13,0.86
1981-03-12,298.763,11.51,35.35,2.7,43.74,0.35,1.68,0.94,0.09,0.09,0.07,0.9
1981-03-13,257.751,9.93,7.39,0.26,122.11,1.5,1.32,0.88,0.64,0.64,0.53,0.88
1981-03-14,156.52,6.03,1.26,-0.05,166.02,4.98,1.24,0.79,0.59,0.59,0.47,0.74
1981-03-15,109.278,4.21,6.46,-1.34,107.36,1.91,1.4,0.84,0.35,0.35,0.26,0.85
1981-03-16,91.628,3.53,1.82,-2.58,152.5,3.29,1.16,0.84,0.42,0.42,0.32,0.8
1981-03-17,73.198,2.82,5.5,-4.42,119.26,2.92,1.66,0.85,0.19,0.19,0.14,0.88
1981-03-18,60.479,2.33,9.12,-6.81,104.76,0.18,2.59,0.89,0.21,0.2,0.17,0.88
1981-03-19,50.616,1.95,0.0,-4.08,209.13,9.88,1.25,0.7,0.14,0.14,0.03,0.85
1981-03-20,50.616,1.95,0.0,1.92,194.07,4.72,1.16,0.4,0.84,0.83,0.6,0.58
1981-03-21,64.113,2.47,0.0,2.91,210.7,9.02,1.49,0.54,0.55,0.54,0.19,0.5
1981-03-22,82.024,3.16,0.01,3.14,164.46,4.32,3.29,0.64,1.32,1.28,0.88,0.26
1981-03-23,102.01,3.93,3.78,3.87,147.29,1.74,1.95,0.7,1.27,1.23,0.93,0.77
1981-03-24,143.282,5.52,2.39,6.47,188.54,5.56,1.53,0.66,1.42,1.39,1.05,0.66
1981-03-25,203.242,7.83,3.95,8.49,203.61,6.94,1.98,0.74,1.34,1.29,0.91,0.79
1981-03-26,261.645,10.08,9.53,5.59,71.9,0.85,1.94,0.81,0.7,0.7,0.58,0.86
1981-03-27,223.229,8.6,0.0,4.62,230.97,10.18,2.34,0.6,1.4,1.4,1.11,0.34
1981-03-28,203.761,7.85,0.02,6.23,196.75,7.3,3.05,0.58,1.83,1.78,1.18,0.1
1981-03-29,228.161,8.79,3.0,7.45,170.53,5.41,4.75,0.65,2.14,1.97,1.11,0.4
1981-03-30,256.713,9.89,26.47,3.66,59.26,0.0,2.35,0.91,0.46,0.45,0.36,0.89
1981-03-31,391.429,15.08,26.81,5.71,61.42,0.0,3.69,0.83,0.96,0.96,0.81,0.88
