date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,2.753,1.45,1.99,2.0,19.93,0.06,2.98,0.7,0.72,0.72,0.67,1.14
1981-01-02,3.265,1.72,6.99,0.65,20.8,0.01,2.4,0.83,0.17,0.17,0.15,1.21
1981-01-03,7.176,3.78,10.15,4.96,19.07,0.03,4.5,0.69,1.33,1.33,1.25,1.2
1981-01-04,14.637,7.71,22.1,1.63,14.95,0.12,2.14,0.86,0.01,0.01,0.01,1.21
1981-01-05,15.339,8.08,3.13,-1.21,39.65,1.4,3.09,0.75,0.37,0.37,0.33,1.2
1981-01-06,10.935,5.76,12.55,-1.0,25.3,0.08,2.8,0.84,0.11,0.11,0.09,1.21
1981-01-07,7.802,4.11,3.63,-3.97,48.61,2.11,1.33,0.77,0.02,0.02,0.0,1.21
1981-01-08,5.221,2.75,0.21,-8.4,71.43,6.39,0.68,0.7,0.0,0.0,0.0,1.21
1981-01-09,3.607,1.9,0.12,-6.15,38.76,0.22,0.41,0.76,0.02,0.02,0.0,1.21
1981-01-10,3.094,1.63,1.71,-2.1,28.24,0.02,0.41,0.86,0.01,0.01,0.0,1.21
1981-01-11,3.018,1.59,0.0,-1.08,15.18,0.1,1.04,0.82,0.0,0.0,0.0,1.21
1981-01-12,2.943,1.55,2.7,-1.84,54.09,3.17,0.88,0.79,0.0,0.0,0.0,1.21
1981-01-13,2.886,1.52,10.53,-2.33,24.39,0.02,0.7,0.87,0.01,0.01,0.0,1.21
1981-01-14,2.848,1.5,0.31,-4.64,60.21,4.36,1.29,0.76,0.0,0.0,0.0,1.21
1981-01-15,3.417,1.8,22.44,-0.08,40.79,1.3,2.97,0.83,0.04,0.04,0.0,1.21
1981-01-16,3.873,2.04,1.73,-2.27,37.75,0.46,2.24,0.7,0.31,0.31,0.26,1.18
1981-01-17,3.797,2.0,4.6,1.91,32.09,0.33,2.32,0.78,0.2,0.2,0.15,1.21
1981-01-18,4.784,2.52,3.48,0.86,20.38,0.02,1.91,0.84,0.03,0.03,0.01,1.21
1981-01-19,6.455,3.4,8.39,1.53,17.96,0.02,2.26,0.82,0.1,0.1,0.08,1.21
1981-01-20,7.632,4.02,12.82,-0.33,24.96,0.08,1.22,0.88,0.01,0.01,0.0,1.21
1981-01-21,6.322,3.33,0.2,-4.15,67.58,4.45,0.56,0.77,0.01,0.01,0.0,1.21
1981-01-22,4.404,2.32,0.0,-7.85,58.61,2.88,0.55,0.84,0.01,0.01,0.0,1.21
1981-01-23,3.265,1.72,0.0,-8.5,50.44,1.49,0.59,0.86,0.01,0.01,0.0,1.21
1981-01-24,2.962,1.56,0.0,-7.63,43.58,0.31,0.5,0.88,0.02,0.02,0.0,1.21
1981-01-25,2.886,1.52,0.7,-4.96,50.25,0.42,0.56,0.89,0.03,0.03,0.0,1.21
1981-01-26,2.829,1.49,2.68,-0.52,45.54,1.27,0.54,0.89,0.02,0.02,0.0,1.21
1981-01-27,2.772,1.46,0.0,-5.14,50.89,1.08,0.6,0.85,0.02,0.02,0.0,1.21
1981-01-28,2.696,1.42,0.0,-5.54,59.97,2.68,0.71,0.81,0.02,0.02,0.0,1.21
1981-01-29,2.639,1.39,0.0,-6.7,37.84,0.43,0.62,0.86,0.02,0.02,0.0,1.21
1981-01-30,2.582,1.36,0.0,-7.68,64.65,1.81,0.56,0.86,0.03,0.03,0.0,1.21
1981-01-31,2.506,1.32,0.0,-6.76,73.25,3.89,0.37,0.85,0.02,0.02,0.0,1.21
1981-02-01,2.449,1.29,0.0,-5.43,72.95,3.28,0.34,0.85,0.02,0.02,0.0,1.21
1981-02-02,2.392,1.26,0.0,-4.43,78.78,3.58,0.32,0.84,0.03,0.03,0.0,1.21
1981-02-03,2.354,1.24,3.13,-0.29,58.7,1.36,1.61,0.78,0.34,0.34,0.29,1.21
1981-02-04,2.943,1.55,12.45,1.95,26.96,0.1,2.23,0.87,0.03,0.03,0.0,1.23
1981-02-05,4.12,2.17,2.91,-0.43,73.31,2.57,2.23,0.73,0.13,0.13,0.06,1.23
1981-02-06,4.214,2.22,5.7,0.82,21.32,0.04,1.83,0.88,0.02,0.02,0.0,1.23
1981-02-07,5.98,3.15,4.53,3.36,26.4,0.05,1.1,0.9,0.02,0.02,0.0,1.23
1981-02-08,7.594,4.0,0.04,3.44,44.59,0.4,0.65,0.89,0.04,0.04,0.0,1.23
1981-02-09,6.834,3.6,0.0,1.59,66.91,2.9,0.72,0.86,0.03,0.03,0.0,1.23
1981-02-10,6.36,3.35,4.45,1.39,26.86,0.12,1.69,0.81,0.16,0.16,0.13,1.23
