date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.071,0.5,0.58,-1.07,41.5,3.95,2.94,0.52,0.92,0.57,0.13,0.49
1981-01-02,1.028,0.48,2.1,-3.4,38.12,4.99,3.52,0.73,0.45,0.28,0.15,0.71
1981-01-03,1.136,0.53,5.02,0.68,44.49,5.03,3.27,0.66,0.35,0.3,0.27,0.82
1981-01-04,1.2,0.56,11.47,-2.04,14.49,2.2,2.94,0.89,0.2,0.19,0.17,0.9
1981-01-05,1.114,0.52,3.37,-8.15,15.16,1.67,3.28,0.75,0.22,0.21,0.17,0.86
1981-01-06,1.05,0.49,12.87,-8.21,8.11,0.0,3.29,0.89,0.0,0.0,0.0,0.89
1981-01-07,1.028,0.48,2.43,-11.08,19.1,3.23,2.37,0.77,0.0,0.0,0.0,0.89
1981-01-08,0.986,0.46,0.05,-11.73,56.57,6.07,1.53,0.57,0.0,0.0,0.0,0.89
1981-01-09,0.964,0.45,0.0,-9.19,51.57,5.16,0.48,0.73,0.0,0.0,0.0,0.89
1981-01-10,0.921,0.43,0.14,-5.31,39.44,0.07,0.54,0.8,0.01,0.01,0.01,0.89
1981-01-11,0.9,0.42,0.02,-5.05,48.52,1.16,0.86,0.87,0.0,0.0,0.0,0.89
1981-01-12,0.878,0.41,0.0,-7.2,63.42,5.97,1.72,0.77,0.0,0.0,0.0,0.89
1981-01-13,0.857,0.4,1.66,-7.14,52.31,0.11,1.87,0.75,0.25,0.25,0.25,0.86
1981-01-14,0.836,0.39,0.09,-7.21,68.3,4.98,2.89,0.61,0.0,0.0,0.0,0.86
1981-01-15,0.814,0.38,9.11,-6.55,22.18,1.9,2.65,0.88,0.0,0.0,0.0,0.89
1981-01-16,0.793,0.37,1.23,-8.61,44.48,5.28,2.73,0.74,0.01,0.01,0.0,0.89
1981-01-17,0.771,0.36,1.84,-4.99,48.05,4.66,1.45,0.89,0.0,0.0,0.0,0.89
1981-01-18,0.771,0.36,1.34,-4.89,44.06,4.72,2.52,0.82,0.01,0.01,0.0,0.89
1981-01-19,0.793,0.37,4.96,-3.99,24.66,0.93,2.29,0.86,0.01,0.01,0.01,0.89
1981-01-20,0.814,0.38,13.23,-6.15,25.75,1.84,3.06,0.93,0.0,0.0,0.0,0.89
1981-01-21,0.793,0.37,0.32,-7.41,72.51,6.3,2.51,0.61,0.02,0.02,0.01,0.88
1981-01-22,0.771,0.36,0.0,-6.2,83.89,6.75,2.58,0.44,0.04,0.04,0.01,0.87
1981-01-23,0.729,0.34,0.0,-5.16,85.25,6.57,1.12,0.5,0.02,0.02,0.0,0.87
1981-01-24,0.729,0.34,0.0,-2.18,85.85,6.8,1.05,0.44,0.04,0.03,0.01,0.86
1981-01-25,0.771,0.36,0.0,-2.09,83.87,5.92,2.33,0.43,0.3,0.27,0.21,0.77
1981-01-26,0.836,0.39,0.17,-3.3,62.41,5.72,3.55,0.63,0.23,0.19,0.13,0.74
1981-01-27,0.836,0.39,0.0,-4.99,92.09,7.03,2.19,0.41,0.1,0.06,0.01,0.73
1981-01-28,0.793,0.37,0.0,-4.19,92.5,6.73,1.95,0.49,0.07,0.03,0.0,0.73
1981-01-29,0.75,0.35,0.0,-5.29,96.05,7.24,0.81,0.55,0.05,0.03,0.0,0.73
1981-01-30,0.729,0.34,0.01,-3.67,101.75,7.42,1.14,0.42,0.1,0.04,0.0,0.73
1981-01-31,0.771,0.36,0.0,-1.18,104.67,7.47,1.05,0.43,0.16,0.08,0.02,0.71
1981-02-01,0.878,0.41,0.0,-0.07,105.3,7.56,0.77,0.45,0.15,0.07,0.02,0.7
1981-02-02,1.028,0.48,0.0,0.32,108.81,7.48,1.01,0.43,0.34,0.2,0.1,0.65
1981-02-03,1.136,0.53,0.27,-0.14,84.03,3.19,1.4,0.55,0.66,0.57,0.49,0.55
1981-02-04,1.114,0.52,2.13,-2.44,53.19,2.38,2.37,0.74,0.24,0.19,0.14,0.77
1981-02-05,1.028,0.48,2.56,-7.35,69.77,6.02,2.03,0.78,0.15,0.12,0.11,0.86
1981-02-06,0.964,0.45,2.99,-2.31,58.22,6.03,2.59,0.73,0.08,0.05,0.05,0.89
1981-02-07,1.2,0.56,0.47,3.23,61.16,4.69,2.93,0.69,0.39,0.28,0.16,0.78
1981-02-08,1.628,0.76,0.0,3.06,117.71,7.85,2.13,0.55,0.5,0.33,0.09,0.68
1981-02-09,1.864,0.87,0.0,1.6,126.46,5.42,1.79,0.53,0.52,0.39,0.22,0.6
1981-02-10,1.757,0.82,0.48,-2.33,64.97,0.31,1.92,0.69,0.71,0.57,0.44,0.56
