date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.322,0.91,1.38,-1.49,19.97,0.07,2.43,0.84,0.06,0.06,0.06,1.42
1981-01-02,0.318,0.9,7.08,-2.14,18.51,0.0,2.86,0.91,0.0,0.0,0.0,1.43
1981-01-03,0.569,1.61,22.76,1.29,13.72,0.03,4.61,0.87,0.12,0.12,0.12,1.43
1981-01-04,1.06,3.0,38.67,-0.88,15.26,0.15,3.39,0.92,0.0,0.0,0.0,1.43
1981-01-05,0.986,2.79,4.36,-5.26,40.1,0.46,2.39,0.84,0.0,0.0,0.0,1.43
1981-01-06,0.739,2.09,20.21,-4.31,16.07,0.0,3.18,0.88,0.01,0.01,0.01,1.43
1981-01-07,0.583,1.65,2.77,-7.35,67.34,2.53,1.47,0.86,0.0,0.0,0.0,1.43
1981-01-08,0.477,1.35,0.22,-10.94,84.88,7.27,1.2,0.82,0.0,0.0,0.0,1.43
1981-01-09,0.403,1.14,0.0,-5.75,63.38,3.76,1.04,0.76,0.0,0.0,0.0,1.43
1981-01-10,0.364,1.03,7.64,-2.01,19.6,0.0,0.95,0.98,0.0,0.0,0.0,1.43
1981-01-11,0.35,0.99,0.22,-3.86,14.98,0.0,2.12,0.92,0.0,0.0,0.0,1.43
1981-01-12,0.336,0.95,6.47,-4.68,55.76,2.26,1.79,0.92,0.0,0.0,0.0,1.43
1981-01-13,0.325,0.92,1.73,-6.05,46.72,1.54,1.93,0.83,0.0,0.0,0.0,1.43
1981-01-14,0.318,0.9,2.83,-7.1,56.67,2.0,2.39,0.87,0.0,0.0,0.0,1.43
1981-01-15,0.311,0.88,37.88,-2.8,35.33,0.18,4.65,0.87,0.13,0.13,0.13,1.43
1981-01-16,0.304,0.86,4.97,-5.45,28.15,0.53,2.49,0.87,0.0,0.0,0.0,1.43
1981-01-17,0.3,0.85,11.56,-0.32,26.51,0.08,5.32,0.88,0.2,0.2,0.2,1.43
1981-01-18,0.3,0.85,11.92,-2.31,22.91,0.05,2.64,0.91,0.0,0.0,0.0,1.43
1981-01-19,0.311,0.88,15.75,-0.29,18.99,0.0,3.93,0.88,0.04,0.04,0.04,1.43
1981-01-20,0.318,0.9,12.36,-3.13,21.34,0.97,2.5,0.93,0.0,0.0,0.0,1.43
