date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,7.425,0.77,6.83,-5.58,46.29,0.16,2.47,0.7,0.41,0.41,0.41,0.59
1981-01-02,7.618,0.79,17.18,-7.85,31.85,0.0,1.8,0.95,0.01,0.01,0.01,0.59
1981-01-03,9.547,0.99,27.75,-3.59,54.09,0.92,1.7,0.88,0.02,0.02,0.02,0.59
1981-01-04,20.058,2.08,61.41,-5.39,18.76,0.0,2.78,0.92,0.01,0.01,0.01,0.59
1981-01-05,18.998,1.97,18.26,-11.68,20.15,0.04,2.75,0.81,0.08,0.08,0.08,0.59
1981-01-06,11.861,1.23,36.52,-10.59,12.9,0.0,3.33,0.84,0.03,0.03,0.03,0.59
1981-01-07,10.029,1.04,18.84,-14.35,21.43,0.05,3.73,0.83,0.05,0.05,0.05,0.59
1981-01-08,8.583,0.89,0.68,-15.36,73.07,5.98,1.59,0.72,0.0,0.0,0.0,0.59
1981-01-09,7.522,0.78,0.0,-8.7,56.85,0.63,1.19,0.67,0.04,0.04,0.04,0.58
1981-01-10,6.654,0.69,0.5,-5.93,41.53,0.0,1.09,0.87,0.01,0.01,0.01,0.59
1981-01-11,6.172,0.64,0.07,-6.9,53.01,0.88,1.8,0.84,0.01,0.01,0.01,0.59
1981-01-12,5.883,0.61,1.25,-8.17,80.77,5.34,2.14,0.73,0.0,0.0,0.0,0.59
1981-01-13,5.593,0.58,7.72,-10.0,56.37,0.11,2.94,0.87,0.03,0.03,0.03,0.59
1981-01-14,5.4,0.56,2.08,-11.01,87.38,5.42,2.04,0.91,0.0,0.0,0.0,0.59
1981-01-15,5.497,0.57,39.36,-8.84,28.43,0.02,2.58,0.93,0.01,0.01,0.01,0.59
1981-01-16,5.593,0.58,7.24,-11.88,40.41,0.1,1.98,0.88,0.04,0.04,0.03,0.59
1981-01-17,5.497,0.57,11.89,-6.52,41.72,0.1,1.16,0.92,0.01,0.01,0.01,0.59
1981-01-18,5.69,0.59,11.39,-7.65,37.89,0.01,2.09,0.92,0.01,0.01,0.01,0.59
1981-01-19,6.268,0.65,20.2,-6.3,28.54,0.0,2.01,0.91,0.02,0.02,0.02,0.59
1981-01-20,7.715,0.8,53.69,-9.15,26.41,0.0,3.99,0.91,0.01,0.01,0.01,0.59
1981-01-21,7.04,0.73,2.79,-11.19,77.48,3.97,2.59,0.84,0.0,0.0,0.0,0.59
1981-01-22,5.883,0.61,0.0,-11.14,106.51,6.2,2.7,0.53,0.02,0.02,0.02,0.59
1981-01-23,5.304,0.55,0.0,-6.78,101.43,4.81,1.82,0.43,0.13,0.13,0.13,0.56
1981-01-24,4.918,0.51,0.0,-5.13,104.11,4.93,1.41,0.43,0.13,0.13,0.13,0.53
1981-01-25,4.629,0.48,0.3,-7.65,100.7,5.15,1.83,0.62,0.06,0.06,0.05,0.55
1981-01-26,4.436,0.46,2.7,-7.88,79.69,0.73,3.33,0.86,0.07,0.07,0.07,0.59
1981-01-27,4.243,0.44,0.0,-8.79,113.91,6.35,2.41,0.39,0.05,0.05,0.05,0.58
1981-01-28,4.05,0.42,0.0,-6.71,112.87,6.23,2.9,0.47,0.13,0.13,0.12,0.56
1981-01-29,3.857,0.4,0.0,-6.84,109.77,5.45,1.34,0.5,0.07,0.07,0.07,0.54
1981-01-30,3.761,0.39,0.0,-6.21,117.73,6.42,1.37,0.42,0.06,0.06,0.06,0.53
1981-01-31,3.761,0.39,0.0,-4.02,110.92,5.32,1.62,0.41,0.27,0.27,0.26,0.48
1981-02-01,3.761,0.39,0.0,-2.76,109.58,5.52,0.82,0.42,0.14,0.14,0.14,0.45
1981-02-02,4.05,0.42,0.0,-3.42,110.89,5.32,0.69,0.46,0.17,0.17,0.16,0.43
1981-02-03,4.34,0.45,1.31,-2.34,88.33,3.38,1.65,0.55,0.38,0.38,0.37,0.51
1981-02-04,4.822,0.5,21.27,-4.7,54.19,0.19,2.25,0.88,0.07,0.07,0.07,0.61
1981-02-05,5.207,0.54,14.1,-10.87,56.14,0.15,1.94,0.89,0.07,0.07,0.07,0.61
1981-02-06,5.207,0.54,18.66,-6.2,55.06,0.01,2.17,0.93,0.02,0.02,0.02,0.61
1981-02-07,6.365,0.66,7.73,-1.27,67.37,0.17,2.76,0.96,0.02,0.02,0.01,0.61
1981-02-08,8.004,0.83,0.0,-0.8,123.01,5.46,2.09,0.64,0.04,0.04,0.03,0.59
1981-02-09,9.258,0.96,0.0,0.71,129.48,5.55,2.69,0.46,0.35,0.35,0.34,0.51
1981-02-10,9.258,0.96,6.61,-6.0,65.03,0.11,1.85,0.82,0.19,0.19,0.19,0.61
1981-02-11,8.004,0.83,0.24,-11.6,118.79,4.24,1.0,0.79,0.01,0.01,0.01,0.6
1981-02-12,6.558,0.68,0.21,-13.99,140.83,7.41,0.74,0.6,0.01,0.01,0.01,0.6
1981-02-13,5.593,0.58,0.0,-11.85,142.57,7.83,1.3,0.42,0.01,0.01,0.0,0.6
1981-02-14,4.822,0.5,0.0,-8.45,145.89,7.81,2.25,0.33,0.1,0.1,0.09,0.58
1981-02-15,4.34,0.45,0.0,-6.73,144.02,7.89,2.11,0.34,0.13,0.13,0.12,0.56
1981-02-16,4.05,0.42,0.0,-5.52,150.77,7.74,1.39,0.35,0.14,0.14,0.13,0.54
1981-02-17,3.954,0.41,0.0,-9.9,142.01,5.56,1.34,0.57,0.2,0.2,0.19,0.51
1981-02-18,3.761,0.39,0.33,-13.09,111.11,1.51,1.19,0.84,0.26,0.26,0.25,0.51
1981-02-19,3.665,0.38,0.02,-12.23,152.26,7.23,1.37,0.73,0.01,0.01,0.01,0.51
1981-02-20,3.568,0.37,0.0,-11.59,155.06,7.42,1.26,0.64,0.02,0.01,0.01,0.51
1981-02-21,3.472,0.36,0.7,-12.71,111.08,0.66,1.04,0.86,0.17,0.17,0.16,0.54
1981-02-22,3.375,0.35,0.24,-11.08,141.44,6.44,2.78,0.69,0.01,0.01,0.01,0.54
1981-02-23,3.279,0.34,0.0,-9.97,150.72,6.73,1.31,0.74,0.01,0.01,0.0,0.54
1981-02-24,3.182,0.33,0.01,-9.66,153.51,7.02,1.74,0.73,0.02,0.01,0.0,0.54
1981-02-25,3.086,0.32,0.0,-8.21,177.2,6.37,1.93,0.61,0.21,0.21,0.2,0.49
1981-02-26,2.989,0.31,0.0,-7.6,171.13,7.71,0.74,0.61,0.06,0.06,0.05,0.48
1981-02-27,2.893,0.3,0.0,-6.79,177.93,7.73,3.71,0.52,0.63,0.62,0.61,0.37
1981-02-28,2.893,0.3,1.18,-5.08,98.97,0.17,5.15,0.65,1.18,1.17,1.15,0.45
1981-03-01,3.086,0.32,4.43,-4.15,113.38,0.48,1.75,0.83,0.2,0.2,0.19,0.61
1981-03-02,3.472,0.36,1.54,-3.97,149.14,5.26,1.96,0.75,0.08,0.08,0.07,0.6
1981-03-03,3.954,0.41,8.97,-5.22,86.27,0.07,2.09,0.84,0.16,0.16,0.16,0.63
1981-03-04,4.725,0.49,19.44,-6.36,105.2,0.02,2.42,0.95,0.09,0.09,0.08,0.63
1981-03-05,5.497,0.57,0.14,-6.04,171.93,8.1,2.68,0.76,0.03,0.03,0.03,0.62
1981-03-06,5.593,0.58,1.6,-3.09,115.67,0.33,2.38,0.65,0.59,0.59,0.58,0.57
1981-03-07,7.522,0.78,0.72,0.09,185.64,8.09,2.78,0.66,0.08,0.08,0.06,0.57
1981-03-08,11.958,1.24,8.48,1.41,100.51,0.3,3.17,0.69,0.81,0.81,0.79,0.63
1981-03-09,17.937,1.86,0.71,1.13,180.89,6.83,0.72,0.74,0.17,0.17,0.16,0.57
1981-03-10,22.566,2.34,4.19,1.94,102.43,0.25,1.15,0.87,0.37,0.37,0.34,0.61
1981-03-11,35.392,3.67,9.02,4.62,94.32,0.81,1.62,0.68,0.79,0.79,0.75,0.63
1981-03-12,65.19,6.76,41.42,0.1,62.23,0.71,2.09,0.93,0.12,0.12,0.11,0.64
1981-03-13,59.597,6.18,8.33,-3.03,148.92,1.56,1.46,0.92,0.43,0.43,0.42,0.63
1981-03-14,38.188,3.96,1.3,-3.67,206.98,7.17,1.27,0.82,0.23,0.23,0.21,0.58
1981-03-15,27.773,2.88,8.93,-4.43,134.49,1.74,1.4,0.84,0.21,0.21,0.19,0.63
1981-03-16,23.048,2.39,1.53,-6.04,190.23,4.89,1.19,0.82,0.18,0.18,0.17,0.58
