date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,24.618,1.25,3.83,0.67,20.12,0.06,4.14,0.75,0.75,0.75,0.75,1.24
1981-01-02,28.951,1.47,9.04,-0.66,21.61,0.02,3.34,0.86,0.17,0.17,0.17,1.3
1981-01-03,52.191,2.65,10.77,3.5,21.94,0.06,5.88,0.75,1.22,1.22,1.2,1.29
1981-01-04,107.139,5.44,27.74,0.31,16.56,0.07,2.38,0.88,0.06,0.06,0.06,1.31
1981-01-05,105.958,5.38,5.64,-2.82,34.73,0.98,3.0,0.78,0.22,0.22,0.21,1.27
1981-01-06,73.461,3.73,12.67,-2.4,22.1,0.07,3.16,0.84,0.13,0.13,0.13,1.29
1981-01-07,52.191,2.65,5.43,-5.84,45.38,1.85,1.4,0.8,0.0,0.0,0.0,1.29
1981-01-08,35.648,1.81,0.82,-10.36,67.93,5.29,0.99,0.78,0.0,0.0,0.0,1.29
1981-01-09,27.77,1.41,0.6,-7.01,38.7,0.09,0.62,0.8,0.01,0.01,0.01,1.29
1981-01-10,25.8,1.31,2.15,-2.77,30.79,0.03,0.45,0.86,0.0,0.0,0.0,1.29
1981-01-11,25.012,1.27,0.0,-2.65,24.83,0.79,1.18,0.87,0.0,0.0,0.0,1.29
1981-01-12,24.225,1.23,1.46,-3.01,58.62,4.39,1.23,0.81,0.0,0.0,0.0,1.29
1981-01-13,23.24,1.18,8.36,-3.66,28.86,0.04,0.92,0.88,0.0,0.0,0.0,1.29
1981-01-14,22.452,1.14,0.55,-5.51,59.94,4.83,1.99,0.77,0.0,0.0,0.0,1.29
1981-01-15,28.164,1.43,27.83,-1.47,36.8,0.94,3.18,0.85,0.0,0.0,0.0,1.29
1981-01-16,32.102,1.63,3.83,-4.0,34.52,0.18,2.79,0.77,0.25,0.25,0.25,1.27
1981-01-17,30.921,1.57,5.34,0.7,31.37,0.34,3.01,0.81,0.18,0.18,0.18,1.28
1981-01-18,36.435,1.85,5.52,-0.37,23.02,0.04,2.49,0.85,0.09,0.09,0.09,1.28
1981-01-19,46.48,2.36,13.42,0.4,18.84,0.04,2.95,0.83,0.15,0.15,0.15,1.29
1981-01-20,52.979,2.69,14.71,-1.76,27.93,0.08,1.18,0.88,0.03,0.03,0.03,1.3
