date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,2.193,1.02,2.97,-0.68,16.83,0.12,2.51,0.88,0.02,0.02,0.02,1.33
1981-01-02,2.215,1.03,8.77,-1.17,22.69,0.0,2.42,0.94,0.0,0.0,0.0,1.33
1981-01-03,3.957,1.84,19.56,1.59,16.22,0.0,4.07,0.92,0.02,0.02,0.02,1.33
1981-01-04,7.333,3.41,20.3,-0.03,19.93,0.3,2.48,0.95,0.0,0.0,0.0,1.33
1981-01-05,7.139,3.32,0.96,-3.94,32.76,0.57,2.37,0.88,0.01,0.01,0.01,1.33
1981-01-06,5.29,2.46,14.35,-3.14,18.57,0.0,3.04,0.93,0.0,0.0,0.0,1.33
1981-01-07,3.935,1.83,3.83,-6.2,53.9,1.03,1.56,0.91,0.0,0.0,0.0,1.33
1981-01-08,2.989,1.39,0.32,-9.48,83.38,7.62,1.0,0.83,0.0,0.0,0.0,1.33
1981-01-09,2.537,1.18,0.01,-5.52,61.19,1.55,0.66,0.94,0.0,0.0,0.0,1.33
1981-01-10,2.43,1.13,5.57,-1.44,32.11,0.0,0.83,0.99,0.0,0.0,0.0,1.33
1981-01-11,2.387,1.11,0.75,-3.49,19.22,0.02,1.77,0.98,0.0,0.0,0.0,1.33
1981-01-12,2.344,1.09,1.28,-4.28,63.0,2.96,1.48,0.93,0.0,0.0,0.0,1.33
1981-01-13,2.301,1.07,3.49,-4.89,39.89,0.35,1.84,0.89,0.0,0.0,0.0,1.33
1981-01-14,2.258,1.05,4.77,-6.35,57.24,2.18,1.95,0.89,0.0,0.0,0.0,1.33
1981-01-15,2.215,1.03,31.63,-2.52,28.58,0.67,3.07,0.95,0.0,0.0,0.0,1.33
1981-01-16,2.172,1.01,3.8,-4.2,42.23,0.43,2.3,0.88,0.0,0.0,0.0,1.33
1981-01-17,2.193,1.02,8.79,0.41,27.0,0.09,3.34,0.91,0.01,0.01,0.01,1.33
1981-01-18,2.301,1.07,6.89,-1.26,25.83,0.01,2.33,0.95,0.0,0.0,0.0,1.33
1981-01-19,2.946,1.37,13.43,0.26,20.68,0.0,2.86,0.94,0.0,0.0,0.0,1.33
1981-01-20,3.269,1.52,20.91,-2.43,32.03,0.18,1.34,0.99,0.0,0.0,0.0,1.33
1981-01-21,2.602,1.21,0.02,-5.16,70.57,2.06,0.63,0.79,0.0,0.0,0.0,1.33
1981-01-22,2.279,1.06,0.0,-7.23,92.49,6.1,1.28,0.7,0.0,0.0,0.0,1.33
1981-01-23,2.172,1.01,0.0,-6.4,92.72,6.02,2.0,0.64,0.0,0.0,0.0,1.33
1981-01-24,2.129,0.99,0.01,-5.4,97.9,6.16,0.77,0.62,0.0,0.0,0.0,1.33
