date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.028,0.77,3.31,-0.21,24.33,0.08,5.61,0.74,1.18,1.18,1.18,1.31
1981-01-02,0.028,0.76,11.77,-1.96,25.19,0.09,4.54,0.82,0.38,0.38,0.38,1.37
1981-01-03,0.041,1.1,12.23,2.47,25.07,0.09,8.0,0.74,1.89,1.89,1.89,1.36
1981-01-04,0.051,1.37,35.03,-1.09,24.42,0.08,3.67,0.84,0.21,0.21,0.21,1.37
1981-01-05,0.04,1.09,3.08,-4.34,35.67,1.31,4.31,0.78,0.22,0.22,0.22,1.35
1981-01-06,0.031,0.85,14.46,-3.98,25.35,0.09,4.01,0.81,0.29,0.29,0.29,1.36
1981-01-07,0.029,0.79,3.41,-7.29,50.59,3.2,1.46,0.8,0.0,0.0,0.0,1.37
1981-01-08,0.028,0.75,0.3,-12.6,70.36,5.91,0.71,0.79,0.0,0.0,0.0,1.37
1981-01-09,0.026,0.71,0.31,-8.68,29.72,0.13,0.53,0.81,0.0,0.0,0.0,1.37
1981-01-10,0.025,0.67,2.71,-3.89,28.1,0.11,0.37,0.84,0.0,0.0,0.0,1.37
1981-01-11,0.024,0.64,0.0,-4.44,29.27,0.15,0.97,0.87,0.0,0.0,0.0,1.37
1981-01-12,0.023,0.61,3.56,-3.79,66.49,5.24,1.4,0.8,0.0,0.0,0.0,1.37
1981-01-13,0.021,0.58,9.66,-5.07,29.15,0.13,0.7,0.84,0.0,0.0,0.0,1.37
1981-01-14,0.02,0.55,0.19,-7.25,67.63,5.13,2.37,0.78,0.0,0.0,0.0,1.37
1981-01-15,0.019,0.52,35.22,-2.78,38.03,1.34,4.17,0.84,0.01,0.01,0.01,1.37
1981-01-16,0.018,0.49,2.91,-5.36,31.29,0.42,3.6,0.78,0.28,0.28,0.28,1.35
1981-01-17,0.018,0.48,8.84,-0.21,27.78,0.18,4.19,0.8,0.46,0.46,0.46,1.36
1981-01-18,0.018,0.48,6.68,-1.85,27.0,0.14,3.69,0.82,0.27,0.27,0.27,1.36
1981-01-19,0.017,0.47,17.87,-0.96,26.46,0.14,3.98,0.81,0.34,0.34,0.34,1.36
1981-01-20,0.017,0.46,11.97,-3.19,29.57,0.15,1.52,0.83,0.0,0.0,0.0,1.37
1981-01-21,0.016,0.44,0.13,-8.25,76.94,5.77,0.55,0.8,0.0,0.0,0.0,1.37
1981-01-22,0.015,0.42,0.0,-12.36,53.76,2.45,0.58,0.78,0.0,0.0,0.0,1.37
1981-01-23,0.015,0.4,0.0,-12.59,49.18,1.88,0.61,0.77,0.0,0.0,0.0,1.37
1981-01-24,0.014,0.38,0.0,-11.26,37.42,0.3,0.49,0.77,0.0,0.0,0.0,1.37
1981-01-25,0.013,0.36,1.16,-5.85,35.73,0.32,1.18,0.84,0.0,0.0,0.0,1.36
1981-01-26,0.013,0.34,5.14,-3.53,60.98,3.5,1.19,0.84,0.0,0.0,0.0,1.37
1981-01-27,0.012,0.32,0.0,-9.49,37.48,0.48,0.45,0.78,0.0,0.0,0.0,1.37
