date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,8.257,1.57,3.3,0.81,29.45,0.81,3.53,0.81,0.36,0.36,0.25,1.45
1981-01-02,9.887,1.88,22.2,0.01,14.15,0.0,2.97,0.89,0.13,0.13,0.09,1.57
1981-01-03,22.824,4.34,21.38,3.84,15.0,0.0,5.11,0.82,0.62,0.62,0.55,1.58
1981-01-04,44.965,8.55,29.75,0.45,21.65,0.45,2.82,0.94,0.08,0.08,0.06,1.59
1981-01-05,35.025,6.66,2.36,-2.37,36.08,1.56,2.77,0.82,0.22,0.22,0.16,1.51
1981-01-06,24.77,4.71,20.37,-1.99,13.36,0.0,2.54,0.91,0.1,0.1,0.09,1.54
1981-01-07,20.352,3.87,3.7,-4.77,30.89,0.53,1.42,0.91,0.05,0.05,0.03,1.42
1981-01-08,15.882,3.02,0.22,-8.31,61.72,7.25,1.2,0.86,0.0,0.0,0.0,1.42
1981-01-09,12.359,2.35,0.0,-4.7,42.42,0.03,1.56,0.65,0.3,0.3,0.3,1.28
1981-01-10,9.992,1.9,7.82,-2.05,24.96,0.0,1.17,0.96,0.0,0.0,0.0,1.42
1981-01-11,9.046,1.72,1.62,-2.33,25.44,0.0,0.72,0.97,0.0,0.0,0.0,1.42
1981-01-12,8.625,1.64,0.99,-2.82,38.05,0.76,0.87,0.92,0.0,0.0,0.0,1.42
1981-01-13,8.414,1.6,3.09,-3.56,34.43,1.09,1.08,0.91,0.0,0.0,0.0,1.42
1981-01-14,8.204,1.56,10.53,-4.81,51.16,2.07,1.43,0.92,0.0,0.0,0.0,1.42
1981-01-15,10.045,1.91,28.68,-0.99,49.59,4.02,3.13,0.9,0.0,0.0,0.0,1.42
1981-01-16,11.78,2.24,3.79,-3.19,46.8,1.94,2.33,0.82,0.0,0.0,0.0,1.42
1981-01-17,12.306,2.34,12.57,1.74,28.42,0.4,3.03,0.83,0.13,0.13,0.13,1.42
1981-01-18,14.778,2.81,4.47,0.02,13.13,0.0,2.49,0.87,0.04,0.04,0.04,1.42
1981-01-19,18.249,3.47,18.7,0.97,7.99,0.0,2.41,0.91,0.03,0.03,0.02,1.51
1981-01-20,21.141,4.02,14.19,-1.27,17.19,0.0,1.06,0.95,0.03,0.03,0.02,1.56
1981-01-21,18.249,3.47,0.01,-3.55,54.45,2.68,0.7,0.87,0.07,0.07,0.05,1.52
