date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,5.849,1.38,2.41,1.32,21.37,0.11,3.28,0.74,0.62,0.62,0.62,1.33
1981-01-02,7.078,1.67,9.05,0.3,16.92,0.0,3.0,0.87,0.11,0.11,0.11,1.38
1981-01-03,16.911,3.99,14.88,4.5,22.48,0.16,6.1,0.76,1.38,1.38,1.38,1.38
1981-01-04,37.764,8.91,21.54,1.78,18.15,0.37,3.29,0.89,0.01,0.01,0.01,1.38
1981-01-05,34.755,8.2,3.75,-1.72,36.14,0.5,3.08,0.77,0.45,0.45,0.45,1.36
1981-01-06,24.032,5.67,14.9,-1.35,17.4,0.0,3.01,0.86,0.06,0.06,0.06,1.38
1981-01-07,17.081,4.03,2.58,-4.61,43.5,0.69,0.8,0.84,0.0,0.0,0.0,1.38
1981-01-08,11.274,2.66,0.26,-9.0,81.55,7.53,0.88,0.84,0.0,0.0,0.0,1.38
1981-01-09,7.587,1.79,0.0,-4.75,49.31,1.48,0.97,0.68,0.01,0.01,0.01,1.38
1981-01-10,6.697,1.58,3.85,-1.86,26.88,0.0,0.74,0.9,0.0,0.0,0.0,1.38
1981-01-11,6.569,1.55,0.37,-2.08,9.67,0.18,1.22,0.91,0.0,0.0,0.0,1.38
1981-01-12,6.442,1.52,3.22,-1.63,36.18,3.45,1.4,0.82,0.0,0.0,0.0,1.38
1981-01-13,6.315,1.49,10.24,-2.72,20.71,0.03,1.07,0.89,0.0,0.0,0.0,1.38
1981-01-14,6.188,1.46,2.56,-5.85,56.5,4.45,1.63,0.9,0.0,0.0,0.0,1.38
1981-01-15,6.654,1.57,25.91,-0.6,38.17,0.44,2.99,0.9,0.01,0.01,0.01,1.38
1981-01-16,6.824,1.61,1.73,-2.83,35.17,0.32,2.89,0.78,0.25,0.25,0.25,1.34
1981-01-17,7.163,1.69,5.84,2.05,27.3,0.21,3.88,0.83,0.32,0.32,0.32,1.38
1981-01-18,8.901,2.1,4.04,0.49,16.9,0.0,2.31,0.87,0.02,0.02,0.02,1.38
1981-01-19,13.605,3.21,14.99,1.44,12.76,0.0,3.35,0.88,0.09,0.09,0.09,1.38
1981-01-20,16.869,3.98,12.47,-0.68,24.7,0.06,0.88,0.91,0.0,0.0,0.0,1.38
1981-01-21,12.927,3.05,0.92,-3.79,46.26,0.85,0.14,0.86,0.0,0.0,0.0,1.38
1981-01-22,9.07,2.14,0.0,-6.02,37.85,5.1,1.2,0.86,0.0,0.0,0.0,1.38
1981-01-23,6.951,1.64,0.0,-6.76,67.35,5.18,0.99,0.75,0.0,0.0,0.0,1.38
1981-01-24,6.4,1.51,0.0,-5.82,64.03,4.71,0.51,0.74,0.0,0.0,0.0,1.38
1981-01-25,6.273,1.48,0.25,-4.8,48.39,1.61,1.05,0.87,0.0,0.0,0.0,1.38
1981-01-26,6.188,1.46,0.4,0.11,42.84,0.63,0.92,0.87,0.0,0.0,0.0,1.38
1981-01-27,6.103,1.44,0.0,-3.13,58.88,4.97,1.31,0.79,0.0,0.0,0.0,1.38
1981-01-28,5.976,1.41,0.0,-4.88,75.12,6.55,1.9,0.73,0.01,0.01,0.01,1.38
1981-01-29,5.849,1.38,0.0,-4.93,71.7,5.67,0.94,0.75,0.0,0.0,0.0,1.38
1981-01-30,5.764,1.36,0.0,-5.52,75.47,5.43,0.73,0.76,0.0,0.0,0.0,1.38
1981-01-31,5.637,1.33,0.0,-4.52,81.9,5.69,0.55,0.68,0.0,0.0,0.0,1.38
1981-02-01,5.595,1.32,0.0,-2.59,81.59,5.74,0.41,0.65,0.0,0.0,0.0,1.38
1981-02-02,5.552,1.31,0.0,-1.34,93.16,6.86,0.26,0.63,0.0,0.0,0.0,1.38
1981-02-03,5.637,1.33,5.76,0.72,60.96,1.83,2.93,0.72,0.79,0.79,0.79,1.39
1981-02-04,7.926,1.87,16.44,1.78,29.78,0.09,3.16,0.9,0.1,0.1,0.1,1.41
1981-02-05,12.164,2.87,5.73,-1.1,61.09,0.93,2.81,0.78,0.41,0.41,0.41,1.41
1981-02-06,10.765,2.54,4.59,0.6,19.55,0.0,2.92,0.93,0.0,0.0,0.0,1.41
1981-02-07,12.122,2.86,0.66,3.36,30.91,0.0,1.95,0.92,0.0,0.0,0.0,1.41
1981-02-08,13.181,3.11,0.0,3.33,75.81,4.66,0.93,0.89,0.0,0.0,0.0,1.41
1981-02-09,13.563,3.2,0.0,3.25,70.36,5.78,1.28,0.73,0.0,0.0,0.0,1.41
1981-02-10,13.775,3.25,4.23,0.88,36.67,0.75,1.94,0.83,0.08,0.08,0.08,1.41
1981-02-11,13.012,3.07,0.52,-1.71,82.65,2.64,1.0,0.81,0.05,0.05,0.05,1.39
