date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.152,1.82,2.43,2.03,21.93,0.1,3.45,0.74,0.66,0.66,0.66,1.42
1981-01-02,0.208,2.49,10.09,0.49,20.83,0.02,3.3,0.85,0.2,0.2,0.2,1.48
1981-01-03,0.371,4.44,8.19,4.89,21.88,0.1,5.08,0.72,1.22,1.19,1.19,1.58
1981-01-04,0.839,10.05,24.11,1.23,17.74,0.12,1.69,0.89,0.11,0.11,0.08,1.85
1981-01-05,0.715,8.57,6.02,-1.63,43.53,1.12,2.74,0.79,0.3,0.29,0.24,1.48
1981-01-06,0.482,5.77,11.58,-1.23,26.88,0.15,3.12,0.83,0.12,0.12,0.12,1.48
1981-01-07,0.385,4.61,8.62,-4.62,43.85,1.47,1.42,0.78,0.0,0.0,0.0,1.48
1981-01-08,0.287,3.44,1.85,-8.25,61.34,5.03,0.77,0.74,0.0,0.0,0.0,1.48
1981-01-09,0.217,2.6,0.67,-6.09,38.6,0.09,0.53,0.82,0.0,0.0,0.0,1.48
1981-01-10,0.169,2.03,0.6,-1.69,29.66,0.02,0.3,0.86,0.0,0.0,0.0,1.48
1981-01-11,0.151,1.81,0.0,-1.76,20.42,0.98,0.96,0.86,0.0,0.0,0.0,1.48
1981-01-12,0.144,1.73,0.79,-2.53,49.69,4.55,0.94,0.84,0.0,0.0,0.0,1.48
1981-01-13,0.139,1.66,8.22,-2.31,22.73,0.02,0.85,0.86,0.0,0.0,0.0,1.48
1981-01-14,0.134,1.6,0.15,-3.68,44.24,5.15,1.47,0.73,0.0,0.0,0.0,1.48
1981-01-15,0.153,1.83,10.75,0.05,40.23,1.12,2.71,0.84,0.0,0.0,0.0,1.48
1981-01-16,0.17,2.04,2.66,-2.63,34.5,0.13,2.32,0.74,0.26,0.26,0.26,1.46
1981-01-17,0.173,2.07,2.15,2.27,36.31,0.76,2.42,0.78,0.09,0.09,0.09,1.46
1981-01-18,0.23,2.75,7.58,0.97,24.59,0.03,2.51,0.82,0.15,0.15,0.15,1.48
1981-01-19,0.335,4.01,5.97,1.52,18.57,0.03,2.59,0.84,0.09,0.09,0.09,1.48
1981-01-20,0.357,4.28,7.44,-0.76,28.25,0.12,0.99,0.87,0.0,0.0,0.0,1.48
1981-01-21,0.304,3.64,0.09,-4.46,70.61,4.61,0.65,0.8,0.0,0.0,0.0,1.48
1981-01-22,0.23,2.76,0.0,-7.72,60.43,4.38,0.61,0.87,0.0,0.0,0.0,1.48
1981-01-23,0.177,2.12,0.0,-8.59,61.86,4.43,0.56,0.88,0.0,0.0,0.0,1.48
1981-01-24,0.146,1.75,0.0,-7.3,42.32,2.66,0.58,0.87,0.0,0.0,0.0,1.48
1981-01-25,0.13,1.56,1.08,-4.27,42.82,1.41,0.89,0.87,0.0,0.0,0.0,1.48
1981-01-26,0.134,1.6,7.66,-0.77,62.54,2.91,0.78,0.93,0.0,0.0,0.0,1.48
1981-01-27,0.142,1.7,0.0,-5.25,60.2,4.38,0.69,0.92,0.0,0.0,0.0,1.48
1981-01-28,0.122,1.46,0.0,-6.1,59.24,3.83,0.67,0.91,0.0,0.0,0.0,1.48
1981-01-29,0.115,1.38,0.0,-7.53,39.81,2.76,0.54,0.92,0.0,0.0,0.0,1.48
1981-01-30,0.11,1.32,0.0,-8.23,59.68,3.46,0.43,0.93,0.0,0.0,0.0,1.48
1981-01-31,0.106,1.27,0.0,-5.91,66.48,4.78,0.49,0.86,0.0,0.0,0.0,1.48
1981-02-01,0.101,1.21,0.0,-3.48,69.28,4.99,0.49,0.8,0.0,0.0,0.0,1.48
1981-02-02,0.097,1.16,0.0,-1.88,73.94,5.08,0.48,0.75,0.0,0.0,0.0,1.48
1981-02-03,0.109,1.31,1.87,2.16,50.18,1.41,1.77,0.69,0.5,0.5,0.5,1.49
1981-02-04,0.177,2.12,9.0,2.33,33.36,0.32,2.18,0.86,0.2,0.2,0.2,1.79
1981-02-05,0.263,3.15,10.99,-1.23,47.07,0.76,1.9,0.82,0.34,0.33,0.32,1.61
1981-02-06,0.313,3.75,14.6,1.09,26.78,0.05,2.41,0.88,0.0,0.0,0.0,1.97
1981-02-07,0.526,6.3,12.3,4.15,27.68,0.06,1.37,0.9,0.12,0.12,0.1,1.98
1981-02-08,0.668,8.0,0.01,4.23,43.85,2.91,1.04,0.88,0.06,0.06,0.05,1.94
1981-02-09,0.504,6.04,0.0,2.15,81.91,5.56,0.69,0.85,0.08,0.08,0.06,1.87
1981-02-10,0.439,5.26,2.92,1.56,33.08,0.06,1.72,0.85,0.28,0.28,0.23,1.91
1981-02-11,0.387,4.64,1.21,-1.29,86.89,3.98,0.46,0.8,0.2,0.2,0.15,1.85
1981-02-12,0.295,3.53,0.0,-3.72,91.28,5.18,0.61,0.73,0.12,0.12,0.09,1.77
1981-02-13,0.214,2.56,0.0,-4.93,124.62,8.88,1.12,0.69,0.21,0.21,0.16,1.61
1981-02-14,0.164,1.96,0.0,-5.38,124.98,8.56,0.67,0.74,0.15,0.15,0.12,1.49
1981-02-15,0.134,1.61,0.0,-4.3,125.57,8.07,0.58,0.74,0.16,0.16,0.05,1.44
1981-02-16,0.125,1.5,0.0,-3.32,129.72,8.89,0.73,0.71,0.19,0.19,0.04,1.4
1981-02-17,0.119,1.43,0.0,-3.39,52.09,3.08,0.76,0.76,0.1,0.1,0.0,1.4
1981-02-18,0.114,1.37,0.26,-3.01,62.01,2.29,0.67,0.73,0.23,0.23,0.08,1.41
1981-02-19,0.11,1.32,0.07,-3.98,51.43,2.54,1.0,0.82,0.11,0.11,0.04,1.39
1981-02-20,0.105,1.26,0.0,-3.28,52.76,2.99,0.57,0.76,0.08,0.08,0.01,1.37
1981-02-21,0.101,1.21,0.63,-2.97,71.37,0.84,0.61,0.74,0.27,0.26,0.09,1.46
1981-02-22,0.097,1.16,0.19,-3.49,122.44,7.32,0.91,0.75,0.18,0.18,0.15,1.39
1981-02-23,0.093,1.11,0.0,-4.35,73.12,3.46,0.62,0.85,0.07,0.07,0.06,1.33
1981-02-24,0.088,1.06,0.0,-2.92,112.04,6.95,0.66,0.8,0.18,0.16,0.07,1.26
1981-02-25,0.085,1.02,0.0,-2.6,68.96,3.05,1.07,0.83,0.13,0.11,0.02,1.24
1981-02-26,0.082,0.98,0.0,-1.16,61.38,3.2,0.7,0.76,0.15,0.12,0.01,1.23
1981-02-27,0.078,0.94,0.0,-2.17,137.86,8.32,0.72,0.66,0.28,0.21,0.06,1.17
1981-02-28,0.078,0.93,2.45,-0.17,69.34,1.71,0.71,0.69,0.46,0.37,0.25,1.55
1981-03-01,0.1,1.2,3.37,3.84,98.78,2.33,1.04,0.81,0.35,0.34,0.28,1.8
1981-03-02,0.157,1.88,0.25,3.96,69.19,0.63,0.92,0.8,0.39,0.39,0.33,1.58
1981-03-03,0.25,2.99,12.29,2.81,55.99,0.09,0.92,0.86,0.29,0.29,0.25,2.02
1981-03-04,0.439,5.26,11.6,1.04,45.02,0.09,0.21,0.92,0.09,0.09,0.07,2.04
1981-03-05,0.452,5.41,0.0,1.96,109.39,4.3,0.78,0.79,0.27,0.27,0.22,1.83
1981-03-06,0.401,4.8,3.7,3.7,63.2,0.1,1.62,0.77,0.83,0.83,0.72,1.89
1981-03-07,0.51,6.11,1.12,7.76,163.66,8.39,1.16,0.71,0.92,0.92,0.74,1.52
1981-03-08,0.723,8.66,5.15,8.45,45.07,0.1,1.75,0.74,1.11,1.11,0.9,1.91
1981-03-09,0.825,9.89,0.47,10.42,120.94,3.76,1.74,0.7,1.66,1.64,1.35,1.05
1981-03-10,0.754,9.03,10.21,9.86,51.53,0.18,1.27,0.84,0.92,0.92,0.51,2.01
1981-03-11,0.923,11.06,4.68,12.88,53.85,0.13,2.26,0.67,2.38,2.37,1.96,1.85
1981-03-12,1.037,12.42,17.0,8.7,46.86,0.25,2.19,0.86,0.89,0.89,0.72,2.01
1981-03-13,0.873,10.46,5.57,5.88,100.68,2.23,1.94,0.79,1.31,1.31,1.09,1.95
1981-03-14,0.65,7.79,0.25,6.41,135.38,3.22,2.21,0.63,2.37,2.37,1.83,0.58
