date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.921,0.66,0.72,-3.66,44.03,3.42,3.71,0.58,0.74,0.39,0.2,0.47
1981-01-02,0.893,0.64,2.04,-6.04,35.32,4.26,3.78,0.81,0.21,0.11,0.07,0.59
1981-01-03,0.907,0.65,5.53,-1.58,48.1,4.52,3.42,0.71,0.18,0.14,0.13,0.69
1981-01-04,0.893,0.64,10.97,-4.56,14.83,1.97,3.64,0.91,0.1,0.09,0.09,0.72
1981-01-05,0.865,0.62,4.01,-11.22,16.79,1.72,3.89,0.84,0.06,0.05,0.05,0.74
1981-01-06,0.851,0.61,14.93,-10.56,9.9,0.0,4.05,0.91,0.01,0.01,0.01,0.75
1981-01-07,0.823,0.59,2.52,-14.07,17.63,2.99,3.25,0.86,0.0,0.0,0.0,0.75
1981-01-08,0.809,0.58,0.04,-13.67,63.79,5.87,1.89,0.62,0.0,0.0,0.0,0.75
1981-01-09,0.781,0.56,0.0,-9.99,55.6,4.52,0.28,0.75,0.0,0.0,0.0,0.75
1981-01-10,0.767,0.55,0.1,-6.39,39.13,0.04,0.64,0.86,0.0,0.0,0.0,0.75
1981-01-11,0.753,0.54,0.0,-6.71,49.39,1.01,1.15,0.87,0.0,0.0,0.0,0.75
1981-01-12,0.739,0.53,0.0,-8.13,74.12,5.84,2.12,0.72,0.0,0.0,0.0,0.75
1981-01-13,0.725,0.52,1.77,-9.43,56.23,0.07,2.35,0.83,0.18,0.18,0.18,0.73
1981-01-14,0.698,0.5,0.06,-9.86,80.25,4.91,3.06,0.75,0.0,0.0,0.0,0.73
1981-01-15,0.684,0.49,7.78,-8.51,23.61,1.75,3.53,0.94,0.0,0.0,0.0,0.75
1981-01-16,0.67,0.48,1.14,-11.23,41.93,4.56,3.16,0.84,0.0,0.0,0.0,0.75
1981-01-17,0.656,0.47,1.42,-6.79,45.54,3.96,1.72,0.92,0.0,0.0,0.0,0.75
1981-01-18,0.656,0.47,1.09,-6.5,40.34,4.14,2.96,0.85,0.0,0.0,0.0,0.75
1981-01-19,0.642,0.46,5.83,-5.84,25.46,0.87,3.04,0.89,0.01,0.01,0.0,0.75
1981-01-20,0.628,0.45,12.96,-8.35,25.01,1.58,3.99,0.95,0.01,0.01,0.01,0.75
1981-01-21,0.614,0.44,0.37,-9.96,79.45,5.79,2.53,0.71,0.01,0.01,0.01,0.74
1981-01-22,0.6,0.43,0.0,-7.48,94.2,6.63,2.93,0.45,0.03,0.03,0.01,0.74
1981-01-23,0.6,0.43,0.0,-5.88,94.76,6.41,0.94,0.47,0.01,0.01,0.0,0.74
1981-01-24,0.6,0.43,0.0,-2.93,95.5,6.66,0.94,0.43,0.02,0.01,0.0,0.74
1981-01-25,0.628,0.45,0.0,-4.12,91.15,5.85,2.26,0.45,0.14,0.13,0.12,0.69
