date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,4.268,1.39,6.26,0.85,21.76,0.14,3.76,0.76,0.64,0.64,0.64,1.55
1981-01-02,5.005,1.63,24.88,-0.6,18.46,0.0,3.65,0.88,0.11,0.11,0.11,1.56
1981-01-03,10.287,3.35,11.31,3.8,21.45,0.13,5.72,0.73,1.36,1.36,1.36,1.54
1981-01-04,24.749,8.06,32.23,0.14,16.62,0.17,1.88,0.93,0.0,0.0,0.0,1.56
1981-01-05,21.771,7.09,11.38,-2.74,45.84,1.26,2.76,0.82,0.02,0.02,0.02,1.56
1981-01-06,14.463,4.71,18.84,-2.28,27.26,0.22,3.12,0.85,0.05,0.05,0.05,1.56
1981-01-07,10.901,3.55,7.6,-5.82,37.88,0.95,1.43,0.81,0.0,0.0,0.0,1.56
1981-01-08,8.137,2.65,1.43,-9.05,58.92,4.8,1.1,0.78,0.0,0.0,0.0,1.56
1981-01-09,6.111,1.99,1.15,-6.63,40.7,0.09,0.79,0.84,0.0,0.0,0.0,1.56
1981-01-10,4.882,1.59,1.14,-2.54,30.7,0.0,0.37,0.88,0.0,0.0,0.0,1.56
1981-01-11,4.606,1.5,0.0,-2.6,22.98,1.08,1.08,0.87,0.0,0.0,0.0,1.56
1981-01-12,4.452,1.45,0.9,-3.55,44.23,4.35,1.18,0.85,0.0,0.0,0.0,1.56
1981-01-13,4.268,1.39,8.47,-3.37,19.92,0.0,0.96,0.89,0.0,0.0,0.0,1.56
1981-01-14,4.115,1.34,0.38,-4.51,35.31,5.27,1.8,0.75,0.0,0.0,0.0,1.56
1981-01-15,3.961,1.29,27.64,-1.13,39.81,1.26,2.96,0.86,0.0,0.0,0.0,1.56
1981-01-16,3.838,1.25,5.67,-3.82,33.13,0.06,2.67,0.75,0.3,0.3,0.3,1.56
1981-01-17,3.992,1.3,5.8,1.17,39.44,1.16,2.75,0.79,0.05,0.05,0.05,1.56
1981-01-18,4.115,1.34,11.62,-0.18,23.59,0.0,2.6,0.84,0.1,0.1,0.1,1.56
1981-01-19,5.159,1.68,11.24,0.41,16.37,0.0,2.74,0.86,0.01,0.01,0.01,1.56
1981-01-20,6.049,1.97,11.7,-1.91,26.64,0.14,1.07,0.88,0.0,0.0,0.0,1.56
1981-01-21,5.036,1.64,0.11,-5.2,71.61,4.08,0.85,0.83,0.0,0.0,0.0,1.56
1981-01-22,4.176,1.36,0.0,-8.09,67.44,4.76,0.89,0.9,0.0,0.0,0.0,1.56
1981-01-23,3.808,1.24,0.0,-8.63,72.0,5.16,0.89,0.88,0.0,0.0,0.0,1.56
1981-01-24,3.623,1.18,0.0,-7.29,44.16,2.96,0.77,0.86,0.0,0.0,0.0,1.56
1981-01-25,3.5,1.14,1.22,-4.88,45.03,1.53,1.16,0.86,0.01,0.01,0.01,1.56
1981-01-26,3.408,1.11,8.48,-1.77,64.19,3.06,0.89,0.97,0.0,0.0,0.0,1.56
1981-01-27,3.316,1.08,0.0,-5.54,75.23,5.64,0.84,0.96,0.0,0.0,0.0,1.56
1981-01-28,3.163,1.03,0.0,-6.58,63.67,4.02,1.01,0.91,0.0,0.0,0.0,1.56
1981-01-29,3.04,0.99,0.0,-7.96,44.65,3.06,0.74,0.9,0.0,0.0,0.0,1.56
1981-01-30,2.917,0.95,0.0,-8.13,57.02,3.06,0.48,0.94,0.0,0.0,0.0,1.56
1981-01-31,2.825,0.92,0.0,-5.7,56.07,3.2,0.65,0.87,0.01,0.01,0.01,1.56
1981-02-01,2.702,0.88,0.0,-3.38,57.56,3.17,0.59,0.82,0.02,0.02,0.02,1.55
1981-02-02,2.61,0.85,0.0,-2.02,62.91,3.21,0.55,0.75,0.05,0.05,0.05,1.53
1981-02-03,2.61,0.85,4.7,1.1,50.99,1.43,2.05,0.69,0.56,0.56,0.56,1.61
1981-02-04,2.948,0.96,16.93,1.22,35.65,0.43,2.45,0.89,0.15,0.15,0.15,1.64
1981-02-05,3.132,1.02,17.1,-2.53,41.61,0.76,1.99,0.85,0.16,0.16,0.16,1.64
1981-02-06,3.777,1.23,17.93,-0.01,25.25,0.0,2.64,0.91,0.0,0.0,0.0,1.64
1981-02-07,8.506,2.77,12.75,3.2,26.04,0.0,1.55,0.91,0.0,0.0,0.0,1.64
1981-02-08,14.954,4.87,0.0,3.51,49.85,3.21,1.53,0.88,0.01,0.01,0.01,1.64
1981-02-09,14.892,4.85,0.0,1.41,85.7,5.36,0.86,0.84,0.0,0.0,0.0,1.64
1981-02-10,14.186,4.62,6.02,0.42,35.23,0.0,1.93,0.86,0.12,0.12,0.12,1.64
1981-02-11,13.603,4.43,1.49,-2.51,86.29,3.56,0.53,0.83,0.0,0.0,0.0,1.64
1981-02-12,10.317,3.36,0.0,-4.79,103.94,5.51,0.68,0.73,0.0,0.0,0.0,1.64
