date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,4.814,1.0,0.95,1.27,20.38,0.23,1.81,0.77,0.14,0.14,0.14,1.33
1981-01-02,5.007,1.04,2.72,0.5,20.28,0.0,1.77,0.87,0.01,0.01,0.01,1.36
1981-01-03,13.672,2.84,14.9,3.85,18.79,0.07,3.07,0.83,0.23,0.23,0.23,1.36
1981-01-04,47.803,9.93,24.84,2.49,16.65,0.27,2.18,0.86,0.01,0.01,0.01,1.36
1981-01-05,43.374,9.01,3.45,-1.7,35.37,0.83,1.69,0.77,0.07,0.07,0.07,1.36
1981-01-06,27.632,5.74,17.66,-1.41,18.48,0.0,1.98,0.87,0.01,0.01,0.01,1.36
1981-01-07,19.497,4.05,1.96,-4.32,57.94,2.66,0.91,0.79,0.0,0.0,0.0,1.36
1981-01-08,13.094,2.72,0.45,-7.56,78.29,7.35,0.92,0.73,0.0,0.0,0.0,1.36
1981-01-09,8.617,1.79,0.0,-5.42,62.31,4.04,0.65,0.77,0.0,0.0,0.0,1.36
1981-01-10,6.451,1.34,6.29,-1.66,26.13,0.0,0.61,0.93,0.0,0.0,0.0,1.36
1981-01-11,6.066,1.26,0.18,-1.39,18.71,0.0,1.45,0.89,0.0,0.0,0.0,1.36
1981-01-12,5.873,1.22,10.12,-2.16,53.14,1.7,1.23,0.87,0.0,0.0,0.0,1.36
1981-01-13,5.681,1.18,4.98,-2.31,52.93,2.04,1.42,0.82,0.0,0.0,0.0,1.36
1981-01-14,5.44,1.13,2.03,-4.22,58.64,2.94,1.79,0.81,0.0,0.0,0.0,1.36
1981-01-15,7.702,1.6,34.26,-0.1,28.6,0.35,3.4,0.87,0.04,0.04,0.04,1.36
1981-01-16,9.917,2.06,3.66,-2.2,48.1,1.13,1.85,0.79,0.0,0.0,0.0,1.36
1981-01-17,10.735,2.23,10.48,2.02,27.43,0.07,3.07,0.85,0.1,0.1,0.1,1.36
1981-01-18,17.234,3.58,8.4,0.51,21.93,0.06,1.78,0.91,0.0,0.0,0.0,1.36
1981-01-19,23.252,4.83,8.79,1.91,17.3,0.0,2.47,0.9,0.0,0.0,0.0,1.36
1981-01-20,27.488,5.71,14.11,0.06,38.25,1.47,1.25,0.9,0.0,0.0,0.0,1.36
1981-01-21,22.818,4.74,0.26,-3.16,65.68,1.4,0.66,0.81,0.0,0.0,0.0,1.36
1981-01-22,15.838,3.29,0.0,-5.87,83.45,5.45,0.73,0.79,0.0,0.0,0.0,1.36
1981-01-23,11.024,2.29,0.0,-6.81,82.11,4.69,0.88,0.76,0.0,0.0,0.0,1.36
1981-01-24,7.991,1.66,0.0,-5.53,63.44,2.09,0.57,0.86,0.0,0.0,0.0,1.36
1981-01-25,6.547,1.36,0.04,-3.52,49.46,0.51,0.66,0.9,0.01,0.01,0.01,1.36
1981-01-26,6.258,1.3,0.0,0.3,75.83,5.1,0.99,0.85,0.0,0.0,0.0,1.36
1981-01-27,6.066,1.26,0.0,-4.67,80.85,4.54,0.77,0.83,0.0,0.0,0.0,1.36
1981-01-28,5.777,1.2,0.0,-4.9,92.96,6.48,1.16,0.7,0.01,0.01,0.01,1.35
1981-01-29,5.536,1.15,0.0,-4.63,88.84,5.11,0.77,0.78,0.0,0.0,0.0,1.35
1981-01-30,5.344,1.11,0.0,-5.1,71.83,2.15,0.69,0.8,0.15,0.15,0.15,1.29
1981-01-31,5.103,1.06,0.0,-4.27,83.08,2.35,0.58,0.77,0.21,0.21,0.21,1.19
1981-02-01,4.958,1.03,0.0,-2.88,76.66,1.93,0.53,0.8,0.23,0.23,0.23,1.09
1981-02-02,4.814,1.0,0.0,-1.74,87.37,2.34,0.61,0.78,0.33,0.33,0.33,0.95
1981-02-03,4.91,1.02,4.18,1.07,70.36,1.8,2.09,0.75,0.62,0.62,0.62,1.34
1981-02-04,8.521,1.77,14.35,2.43,32.45,0.24,2.54,0.88,0.19,0.19,0.19,1.39
1981-02-05,15.597,3.24,3.84,-1.06,66.29,2.26,1.52,0.8,0.19,0.19,0.19,1.38
1981-02-06,13.238,2.75,5.09,0.91,35.34,0.0,1.17,0.95,0.0,0.0,0.0,1.39
1981-02-07,15.164,3.15,0.23,3.79,32.29,0.0,1.03,0.9,0.0,0.0,0.0,1.39
1981-02-08,13.961,2.9,0.02,2.63,52.8,1.71,0.72,0.91,0.0,0.0,0.0,1.39
1981-02-09,12.131,2.52,0.02,1.94,77.26,1.91,1.15,0.85,0.11,0.11,0.11,1.34
1981-02-10,12.565,2.61,6.34,1.18,38.55,0.75,1.47,0.83,0.06,0.06,0.06,1.39
1981-02-11,14.153,2.94,0.0,-2.66,102.87,6.7,1.17,0.75,0.01,0.01,0.01,1.38
1981-02-12,9.869,2.05,0.0,-4.43,127.0,7.87,1.51,0.71,0.01,0.01,0.01,1.38
1981-02-13,7.558,1.57,0.0,-5.25,131.28,8.09,1.92,0.66,0.03,0.03,0.03,1.36
1981-02-14,6.499,1.35,0.0,-5.31,132.76,8.65,0.8,0.7,0.0,0.0,0.0,1.36
1981-02-15,6.066,1.26,0.0,-4.1,129.61,7.79,0.69,0.69,0.01,0.01,0.01,1.36
1981-02-16,5.825,1.21,0.0,-3.42,129.37,8.03,0.74,0.68,0.01,0.01,0.0,1.35
1981-02-17,5.584,1.16,0.0,-4.4,62.29,0.46,1.51,0.79,0.48,0.48,0.47,1.13
1981-02-18,5.392,1.12,0.21,-3.85,75.13,0.36,1.44,0.76,0.74,0.74,0.73,0.88
1981-02-19,5.151,1.07,0.0,-5.27,86.95,2.12,1.35,0.78,0.03,0.02,0.02,0.87
1981-02-20,4.958,1.03,0.0,-5.15,106.18,4.01,0.88,0.72,0.02,0.02,0.01,0.87
1981-02-21,4.766,0.99,0.21,-3.99,95.98,1.52,0.89,0.69,0.26,0.26,0.26,0.85
