date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.187,0.6,2.27,-7.42,57.7,2.5,4.15,0.62,0.3,0.3,0.3,0.49
1981-01-02,0.184,0.59,5.69,-8.91,54.0,1.95,3.78,0.81,0.0,0.0,0.0,0.49
1981-01-03,0.193,0.62,17.22,-1.84,38.77,0.7,3.43,0.7,0.23,0.23,0.23,0.49
1981-01-04,0.2,0.64,14.89,-6.0,30.77,0.1,3.03,0.86,0.0,0.0,0.0,0.49
1981-01-05,0.187,0.6,14.45,-14.96,29.56,0.0,3.82,0.88,0.01,0.01,0.01,0.49
1981-01-06,0.181,0.58,18.48,-14.02,23.1,0.0,2.01,0.94,0.0,0.0,0.0,0.49
1981-01-07,0.181,0.58,3.04,-17.64,46.91,0.5,2.45,0.85,0.0,0.0,0.0,0.49
1981-01-08,0.178,0.57,0.0,-18.87,83.24,5.99,3.56,0.69,0.0,0.0,0.0,0.49
1981-01-09,0.175,0.56,0.0,-13.1,52.25,1.0,3.24,0.67,0.14,0.14,0.14,0.47
1981-01-10,0.175,0.56,0.02,-8.29,48.33,0.0,0.92,0.75,0.03,0.03,0.03,0.47
1981-01-11,0.172,0.55,0.0,-10.45,72.36,2.9,0.5,0.85,0.0,0.0,0.0,0.47
1981-01-12,0.168,0.54,0.0,-13.08,93.16,6.22,1.9,0.67,0.0,0.0,0.0,0.47
1981-01-13,0.168,0.54,0.0,-12.15,47.15,0.07,3.02,0.77,0.19,0.19,0.19,0.43
1981-01-14,0.165,0.53,0.0,-13.65,82.3,5.76,2.82,0.69,0.0,0.0,0.0,0.43
1981-01-15,0.165,0.53,8.6,-9.6,43.52,0.67,3.47,0.71,0.27,0.27,0.27,0.49
1981-01-16,0.162,0.52,1.76,-14.22,69.71,2.54,2.76,0.72,0.0,0.0,0.0,0.49
1981-01-17,0.162,0.52,4.46,-9.63,75.38,3.18,2.13,0.77,0.0,0.0,0.0,0.49
1981-01-18,0.159,0.51,2.68,-11.3,54.2,0.82,1.79,0.86,0.0,0.0,0.0,0.49
1981-01-19,0.156,0.5,10.45,-8.78,39.03,0.04,1.63,0.8,0.0,0.0,0.0,0.49
1981-01-20,0.156,0.5,12.72,-11.04,44.25,0.26,2.12,0.88,0.0,0.0,0.0,0.49
1981-01-21,0.153,0.49,0.66,-14.7,100.73,6.03,2.76,0.78,0.0,0.0,0.0,0.49
1981-01-22,0.153,0.49,0.0,-15.58,109.83,6.61,1.7,0.61,0.0,0.0,0.0,0.49
1981-01-23,0.15,0.48,0.0,-11.19,110.3,6.58,1.84,0.36,0.0,0.0,0.0,0.49
1981-01-24,0.15,0.48,0.0,-8.03,108.81,6.63,1.59,0.39,0.0,0.0,0.0,0.49
1981-01-25,0.147,0.47,0.0,-6.96,107.2,5.85,2.14,0.43,0.04,0.04,0.04,0.49
1981-01-26,0.147,0.47,0.0,-9.85,67.95,3.02,2.23,0.68,0.02,0.02,0.02,0.49
1981-01-27,0.143,0.46,0.0,-12.77,114.76,6.71,1.92,0.38,0.04,0.04,0.04,0.48
1981-01-28,0.143,0.46,0.0,-9.47,81.59,3.35,3.24,0.49,0.38,0.38,0.38,0.42
1981-01-29,0.14,0.45,0.0,-12.87,119.78,6.77,1.58,0.42,0.04,0.04,0.04,0.42
1981-01-30,0.14,0.45,0.0,-10.11,118.88,6.8,1.51,0.44,0.04,0.04,0.04,0.42
