date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,2.299,1.38,2.4,1.04,20.31,0.12,3.87,0.77,0.61,0.61,0.47,0.94
1981-01-02,2.699,1.62,8.17,-0.27,22.32,0.02,3.87,0.88,0.19,0.19,0.14,1.02
1981-01-03,4.265,2.56,6.75,3.31,20.13,0.07,6.4,0.78,0.95,0.94,0.83,1.0
1981-01-04,6.614,3.97,14.68,0.48,16.01,0.12,2.51,0.92,0.1,0.1,0.07,1.05
1981-01-05,6.714,4.03,3.49,-1.91,43.21,1.75,2.87,0.78,0.24,0.24,0.16,0.97
1981-01-06,5.081,3.05,8.81,-1.73,25.64,0.11,3.15,0.85,0.06,0.06,0.06,0.98
1981-01-07,3.748,2.25,2.09,-4.86,50.65,2.7,1.58,0.78,0.0,0.0,0.0,0.98
1981-01-08,2.732,1.64,0.37,-9.28,64.69,5.49,0.85,0.75,0.0,0.0,0.0,0.98
1981-01-09,2.482,1.49,0.54,-6.74,38.42,0.12,0.46,0.82,0.0,0.0,0.0,0.98
1981-01-10,2.399,1.44,3.73,-3.33,27.51,0.03,0.7,0.92,0.0,0.0,0.0,0.98
1981-01-11,2.349,1.41,0.0,-1.98,16.58,0.05,1.77,0.85,0.0,0.0,0.0,0.98
1981-01-12,2.299,1.38,0.43,-2.48,49.01,4.65,1.54,0.81,0.0,0.0,0.0,0.98
1981-01-13,2.249,1.35,3.12,-2.96,22.57,0.03,1.11,0.87,0.0,0.0,0.0,0.98
1981-01-14,2.182,1.31,0.17,-5.4,44.44,4.38,2.53,0.78,0.0,0.0,0.0,0.98
1981-01-15,2.249,1.35,20.77,-1.23,40.71,1.35,3.72,0.89,0.0,0.0,0.0,0.98
1981-01-16,2.232,1.34,1.9,-3.72,35.91,0.16,3.04,0.78,0.24,0.24,0.24,0.96
1981-01-17,2.549,1.53,5.08,0.98,33.4,0.53,3.44,0.84,0.11,0.11,0.11,0.98
1981-01-18,3.482,2.09,1.78,0.17,24.2,0.03,2.91,0.85,0.08,0.08,0.08,0.97
1981-01-19,4.581,2.75,6.19,0.9,18.37,0.03,3.14,0.85,0.09,0.09,0.09,0.98
