date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.934,1.11,1.77,0.36,20.18,0.29,2.42,0.84,0.07,0.07,0.07,1.33
1981-01-02,0.976,1.16,5.57,-0.14,21.68,0.0,2.23,0.91,0.01,0.01,0.01,1.34
1981-01-03,2.162,2.57,16.12,2.6,19.0,0.0,4.46,0.89,0.2,0.2,0.2,1.34
1981-01-04,4.224,5.02,18.88,0.75,21.47,0.61,1.79,0.94,0.0,0.0,0.0,1.34
1981-01-05,4.316,5.13,1.1,-2.77,35.1,0.94,1.99,0.84,0.08,0.08,0.08,1.32
1981-01-06,3.037,3.61,15.45,-2.18,18.51,0.0,2.5,0.92,0.0,0.0,0.0,1.34
1981-01-07,2.112,2.51,5.46,-5.25,53.48,1.23,0.99,0.89,0.0,0.0,0.0,1.34
1981-01-08,1.439,1.71,0.26,-9.13,80.05,7.17,0.47,0.82,0.0,0.0,0.0,1.34
1981-01-09,1.161,1.38,0.02,-5.41,57.83,1.05,0.53,0.86,0.0,0.0,0.0,1.34
1981-01-10,1.102,1.31,7.17,-1.38,31.23,0.0,0.69,0.96,0.0,0.0,0.0,1.34
1981-01-11,1.085,1.29,1.16,-2.51,19.29,0.06,1.23,0.95,0.0,0.0,0.0,1.34
1981-01-12,1.052,1.25,1.09,-3.85,54.78,2.11,1.13,0.93,0.0,0.0,0.0,1.34
1981-01-13,1.01,1.2,5.13,-4.02,36.82,0.44,1.22,0.9,0.0,0.0,0.0,1.34
1981-01-14,0.976,1.16,4.57,-5.76,58.11,2.54,1.93,0.9,0.0,0.0,0.0,1.34
1981-01-15,0.959,1.14,29.72,-1.86,34.65,1.52,2.5,0.97,0.0,0.0,0.0,1.34
1981-01-16,0.942,1.12,3.12,-3.28,41.51,0.69,1.98,0.86,0.01,0.01,0.01,1.34
1981-01-17,1.01,1.2,7.51,1.37,27.78,0.15,3.37,0.89,0.08,0.08,0.08,1.34
1981-01-18,1.186,1.41,5.46,-0.14,23.33,0.0,1.73,0.92,0.0,0.0,0.0,1.34
1981-01-19,1.733,2.06,12.66,1.17,18.64,0.0,2.11,0.92,0.01,0.01,0.01,1.34
1981-01-20,2.028,2.41,18.98,-1.76,32.76,0.17,0.81,0.97,0.0,0.0,0.0,1.34
1981-01-21,1.573,1.87,0.01,-4.74,68.16,1.99,0.47,0.85,0.0,0.0,0.0,1.34
1981-01-22,1.203,1.43,0.0,-6.53,81.78,4.86,0.82,0.77,0.0,0.0,0.0,1.34
1981-01-23,1.01,1.2,0.0,-6.58,87.27,4.84,1.28,0.72,0.0,0.0,0.0,1.34
1981-01-24,0.951,1.13,0.0,-5.25,91.11,4.65,0.57,0.68,0.0,0.0,0.0,1.34
1981-01-25,0.917,1.09,0.42,-3.7,56.24,0.39,0.76,0.83,0.11,0.11,0.11,1.31
1981-01-26,0.909,1.08,0.2,-0.28,61.02,1.17,0.63,0.87,0.0,0.0,0.0,1.31
1981-01-27,0.892,1.06,0.04,-3.76,82.77,3.34,0.87,0.73,0.0,0.0,0.0,1.31
1981-01-28,0.867,1.03,0.0,-4.14,96.58,6.45,1.21,0.63,0.0,0.0,0.0,1.31
1981-01-29,0.833,0.99,0.0,-4.43,95.8,5.51,0.99,0.69,0.0,0.0,0.0,1.31
1981-01-30,0.808,0.96,0.0,-3.44,98.22,4.64,0.63,0.61,0.01,0.01,0.01,1.31
1981-01-31,0.799,0.95,0.0,-1.82,102.22,5.29,0.64,0.56,0.01,0.01,0.01,1.31
1981-02-01,0.799,0.95,0.0,0.04,99.87,5.21,0.53,0.56,0.01,0.01,0.01,1.3
1981-02-02,0.816,0.97,0.0,0.66,108.27,6.9,0.82,0.59,0.0,0.0,0.0,1.3
1981-02-03,0.917,1.09,10.46,2.42,61.1,0.57,2.43,0.67,1.03,1.03,1.03,1.43
1981-02-04,1.885,2.24,22.92,0.92,36.65,0.17,2.45,0.94,0.08,0.08,0.08,1.43
1981-02-05,3.307,3.93,6.62,-2.13,66.41,1.34,1.96,0.85,0.23,0.23,0.23,1.43
1981-02-06,2.65,3.15,5.29,0.61,31.64,0.0,1.1,0.96,0.0,0.0,0.0,1.43
1981-02-07,2.793,3.32,0.66,3.78,35.57,0.0,1.34,0.9,0.0,0.0,0.0,1.43
1981-02-08,2.743,3.26,0.01,2.96,62.24,2.24,0.83,0.87,0.0,0.0,0.0,1.43
1981-02-09,2.634,3.13,0.0,3.56,94.35,3.83,1.74,0.72,0.12,0.12,0.12,1.38
1981-02-10,2.406,2.86,1.56,0.34,42.45,0.95,1.83,0.82,0.09,0.09,0.09,1.4
1981-02-11,1.96,2.33,0.1,-2.69,102.85,4.23,0.87,0.78,0.01,0.01,0.01,1.4
1981-02-12,1.439,1.71,0.11,-4.87,121.0,5.92,1.46,0.72,0.0,0.0,0.0,1.4
1981-02-13,1.195,1.42,0.0,-4.86,134.77,8.86,2.89,0.62,0.0,0.0,0.0,1.4
1981-02-14,1.144,1.36,0.0,-4.77,134.41,8.82,0.94,0.63,0.0,0.0,0.0,1.4
1981-02-15,1.102,1.31,0.0,-2.71,135.16,8.61,0.61,0.55,0.0,0.0,0.0,1.4
1981-02-16,1.077,1.28,0.0,-2.98,134.86,8.52,1.01,0.62,0.0,0.0,0.0,1.4
1981-02-17,1.043,1.24,0.0,-4.25,84.74,1.49,1.61,0.8,0.27,0.27,0.27,1.28
1981-02-18,1.01,1.2,0.97,-4.56,78.69,0.83,1.24,0.81,0.33,0.33,0.33,1.28
1981-02-19,0.976,1.16,0.67,-5.14,68.01,0.58,1.35,0.8,0.02,0.02,0.02,1.33
1981-02-20,0.942,1.12,0.01,-6.02,98.51,1.96,0.6,0.74,0.0,0.0,0.0,1.33
1981-02-21,0.909,1.08,1.77,-5.16,90.91,0.86,0.9,0.78,0.1,0.1,0.1,1.39
1981-02-22,0.883,1.05,0.0,-5.77,126.55,5.53,1.0,0.75,0.0,0.0,0.0,1.39
1981-02-23,0.85,1.01,0.0,-2.71,129.89,6.35,0.85,0.76,0.0,0.0,0.0,1.39
1981-02-24,0.841,1.0,0.5,-0.83,126.67,5.15,1.07,0.77,0.0,0.0,0.0,1.4
1981-02-25,0.833,0.99,0.0,-2.42,134.47,3.6,1.21,0.76,0.0,0.0,0.0,1.4
1981-02-26,0.816,0.97,0.0,-2.13,130.94,2.37,0.82,0.75,0.1,0.1,0.1,1.36
1981-02-27,0.799,0.95,0.0,-2.49,136.31,4.76,0.89,0.67,0.03,0.03,0.03,1.35
1981-02-28,0.808,0.96,5.52,-0.1,42.75,0.0,2.12,0.92,0.05,0.05,0.05,1.43
1981-03-01,1.001,1.19,2.49,3.32,106.5,1.13,1.51,0.83,0.18,0.18,0.18,1.49
1981-03-02,1.447,1.72,5.77,3.63,100.43,1.69,1.36,0.83,0.17,0.17,0.17,1.54
1981-03-03,2.861,3.4,27.09,0.6,39.53,0.0,0.91,0.96,0.0,0.0,0.0,1.54
1981-03-04,4.569,5.43,5.62,0.52,51.11,0.06,0.68,0.95,0.02,0.02,0.02,1.54
1981-03-05,4.089,4.86,0.03,0.53,122.88,1.3,0.7,0.84,0.33,0.33,0.33,1.39
1981-03-06,3.769,4.48,5.28,2.61,61.45,0.01,2.22,0.83,0.47,0.47,0.47,1.52
1981-03-07,4.678,5.56,0.36,7.34,144.73,4.57,1.54,0.69,0.74,0.74,0.74,1.26
1981-03-08,6.731,8.0,8.76,7.44,29.64,0.11,3.68,0.77,0.94,0.94,0.94,1.53
1981-03-09,9.314,11.07,0.32,9.19,91.96,1.56,2.19,0.73,1.29,1.29,1.28,1.05
1981-03-10,9.97,11.85,1.15,10.04,72.99,0.29,1.63,0.75,1.14,1.14,1.11,1.03
1981-03-11,12.074,14.35,0.14,13.34,61.71,0.04,2.68,0.56,2.39,2.36,2.24,0.21
1981-03-12,18.94,22.51,25.02,7.83,25.98,0.0,2.15,0.86,0.32,0.32,0.31,1.54
1981-03-13,16.861,20.04,9.0,4.55,102.6,1.71,1.98,0.85,0.96,0.96,0.92,1.54
1981-03-14,10.862,12.91,1.59,4.35,124.63,3.04,1.95,0.71,1.37,1.37,1.31,1.21
1981-03-15,7.211,8.57,2.67,2.73,98.78,0.48,1.08,0.8,1.01,1.01,0.97,1.35
1981-03-16,6.151,7.31,3.92,1.68,84.49,0.84,1.47,0.9,0.59,0.59,0.57,1.48
1981-03-17,5.191,6.17,6.43,-0.8,75.39,0.49,1.29,0.87,0.43,0.43,0.41,1.53
1981-03-18,4.039,4.8,7.38,-1.96,108.67,1.78,1.12,0.84,0.28,0.28,0.26,1.54
1981-03-19,3.088,3.67,0.0,0.2,208.4,9.52,0.94,0.71,0.0,0.0,0.0,1.54
1981-03-20,2.785,3.31,0.0,5.07,162.95,2.25,1.11,0.53,1.16,1.14,1.05,0.85
1981-03-21,3.223,3.83,0.0,8.35,201.42,9.94,1.06,0.54,0.76,0.76,0.12,0.73
1981-03-22,3.854,4.58,0.14,7.38,88.82,3.29,2.18,0.67,1.01,1.01,0.39,0.64
1981-03-23,4.678,5.56,4.73,8.22,97.59,0.12,2.65,0.75,1.56,1.55,1.05,1.43
1981-03-24,6.765,8.04,2.78,11.16,145.35,3.62,2.85,0.69,2.14,2.14,1.85,1.23
1981-03-25,9.449,11.23,2.08,14.19,196.29,6.91,1.53,0.62,2.36,2.35,1.47,1.18
1981-03-26,13.109,15.58,16.74,9.9,77.0,1.77,2.22,0.76,1.25,1.25,1.12,1.53
1981-03-27,10.837,12.88,0.0,8.13,215.33,9.34,1.56,0.61,1.98,1.98,1.51,0.41
1981-03-28,7.85,9.33,0.0,10.13,191.14,6.98,0.86,0.58,2.03,2.03,0.68,0.13
1981-03-29,8.153,9.69,0.0,13.9,197.41,8.25,1.09,0.54,2.47,2.41,0.56,0.01
1981-03-30,7.295,8.67,4.22,8.49,54.5,0.0,0.68,0.79,0.69,0.66,0.14,1.41
1981-03-31,6.302,7.49,0.13,8.87,43.64,0.0,1.09,0.84,0.67,0.66,0.57,0.99
1981-04-01,5.057,6.01,0.26,7.83,41.93,0.0,1.17,0.93,0.35,0.35,0.3,0.88
1981-04-02,4.762,5.66,0.02,9.55,126.52,1.32,1.11,0.81,1.6,1.59,1.12,0.09
1981-04-03,4.914,5.84,0.0,10.62,81.19,0.29,0.77,0.83,1.05,1.02,0.26,0.01
1981-04-04,4.939,5.87,0.29,11.03,146.82,1.13,0.79,0.75,1.87,1.8,0.43,0.21
1981-04-05,4.089,4.86,0.36,6.23,43.01,0.0,1.05,0.9,0.42,0.4,0.23,0.33
1981-04-06,3.576,4.25,1.45,7.5,103.51,1.32,1.2,0.86,1.1,1.08,0.72,0.81
1981-04-07,4.19,4.98,0.02,12.46,209.85,7.28,0.94,0.58,2.97,2.82,1.19,0.0
1981-04-08,4.426,5.26,1.34,12.09,131.69,1.01,0.84,0.67,2.18,1.96,0.31,0.87
1981-04-09,4.123,4.9,0.0,13.26,198.62,7.81,0.88,0.61,2.83,2.56,1.05,0.0
1981-04-10,3.803,4.52,0.0,14.21,247.48,11.04,1.54,0.57,3.76,3.15,0.22,0.0
1981-04-11,3.239,3.85,0.54,14.13,106.18,0.43,0.85,0.68,2.27,1.83,0.16,0.4
1981-04-12,2.81,3.34,3.96,14.22,201.64,4.89,1.1,0.69,3.01,2.44,0.58,1.51
1981-04-13,2.474,2.94,0.35,14.78,199.96,6.07,0.75,0.66,2.98,2.66,1.64,0.25
1981-04-14,1.96,2.33,0.0,14.0,220.2,9.11,0.91,0.66,2.96,2.35,0.27,0.0
1981-04-15,1.666,1.98,0.86,12.81,180.05,4.68,0.92,0.65,2.81,2.1,0.09,0.59
1981-04-16,1.489,1.77,0.0,11.81,251.91,9.98,1.89,0.55,3.92,2.92,0.6,0.0
1981-04-17,1.355,1.61,0.0,5.36,284.89,12.2,3.01,0.47,3.46,2.33,0.01,0.0
1981-04-18,1.262,1.5,0.0,1.73,282.58,11.43,2.37,0.51,2.62,1.69,0.0,0.0
1981-04-19,1.203,1.43,0.19,1.8,182.86,1.65,1.49,0.59,2.09,1.3,0.05,0.13
1981-04-20,1.153,1.37,0.24,4.25,162.92,2.17,1.4,0.64,2.04,1.3,0.19,0.17
1981-04-21,1.119,1.33,0.0,5.29,279.87,11.71,1.2,0.52,2.8,1.64,0.17,0.0
1981-04-22,1.094,1.3,0.0,5.57,278.97,12.01,1.41,0.56,2.75,1.48,0.0,0.0
1981-04-23,1.06,1.26,0.0,5.38,262.91,10.74,1.56,0.57,2.72,1.4,0.0,0.0
1981-04-24,1.026,1.22,0.0,5.74,263.9,9.14,1.63,0.65,2.56,1.3,0.0,0.0
1981-04-25,1.001,1.19,0.0,9.36,255.13,9.9,1.5,0.49,3.69,1.7,0.0,0.0
1981-04-26,0.976,1.16,4.61,3.01,44.5,0.89,1.5,0.84,0.61,0.27,0.02,1.6
1981-04-27,0.959,1.14,2.75,1.97,106.0,0.0,1.85,0.78,1.17,1.07,0.97,1.46
1981-04-28,0.934,1.11,2.72,2.43,82.17,0.15,1.78,0.88,0.7,0.64,0.58,1.56
1981-04-29,0.917,1.09,0.93,3.37,75.32,0.0,1.43,0.84,0.82,0.76,0.67,1.24
1981-04-30,0.9,1.07,0.14,7.25,172.76,2.26,1.32,0.77,1.9,1.68,1.24,0.13
1981-05-01,0.883,1.05,5.8,7.91,58.21,0.02,2.29,0.85,1.13,0.8,0.15,2.26
1981-05-02,0.875,1.04,3.46,4.83,111.28,0.28,0.96,0.79,1.35,1.3,1.18,2.11
1981-05-03,0.867,1.03,1.95,3.81,102.58,0.4,1.47,0.75,1.53,1.49,1.33,1.69
1981-05-04,1.01,1.2,14.49,3.04,106.6,0.95,2.99,0.85,1.17,1.14,1.03,2.58
1981-05-05,1.279,1.52,7.69,2.95,107.05,0.63,1.7,0.91,0.79,0.79,0.69,2.54
1981-05-06,1.228,1.46,0.31,7.98,171.55,3.08,1.16,0.76,2.08,2.05,1.75,1.0
1981-05-07,1.018,1.21,0.0,12.66,280.01,8.79,1.18,0.58,4.42,4.38,0.97,0.02
1981-05-08,0.942,1.12,1.99,12.64,155.65,1.06,0.98,0.7,2.89,2.72,0.22,1.2
1981-05-09,0.909,1.08,0.09,15.24,297.74,12.33,1.26,0.53,5.3,4.71,1.26,0.03
1981-05-10,0.883,1.05,0.0,15.35,198.69,6.74,1.35,0.56,4.6,3.47,0.03,0.0
