date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.038,1.18,2.17,-1.51,21.09,0.08,2.85,0.86,0.04,0.04,0.04,2.28
1981-01-02,0.038,1.16,7.2,-2.13,21.18,0.01,3.09,0.92,0.0,0.0,0.0,2.28
1981-01-03,0.049,1.51,25.98,1.0,15.48,0.03,4.45,0.9,0.0,0.0,0.0,2.28
1981-01-04,0.08,2.46,46.11,-0.55,19.0,0.11,3.64,0.92,0.0,0.0,0.0,2.28
1981-01-05,0.076,2.34,5.09,-5.29,37.8,0.71,2.17,0.85,0.0,0.0,0.0,2.28
1981-01-06,0.061,1.87,19.46,-4.3,15.83,0.0,3.25,0.9,0.0,0.0,0.0,2.28
1981-01-07,0.052,1.6,2.82,-7.46,62.13,2.0,1.66,0.86,0.0,0.0,0.0,2.28
1981-01-08,0.047,1.43,0.18,-10.96,87.54,7.43,1.2,0.8,0.0,0.0,0.0,2.28
1981-01-09,0.042,1.3,0.01,-7.06,67.85,5.06,0.89,0.87,0.0,0.0,0.0,2.28
1981-01-10,0.039,1.21,8.88,-1.87,24.04,0.0,0.79,0.97,0.0,0.0,0.0,2.28
1981-01-11,0.038,1.18,0.4,-3.75,18.8,0.0,2.09,0.92,0.0,0.0,0.0,2.28
1981-01-12,0.038,1.15,7.08,-4.7,54.12,1.63,1.75,0.89,0.0,0.0,0.0,2.28
1981-01-13,0.037,1.12,2.54,-6.06,44.93,1.97,2.11,0.84,0.0,0.0,0.0,2.28
1981-01-14,0.036,1.09,2.7,-6.86,56.55,2.36,2.31,0.85,0.0,0.0,0.0,2.28
1981-01-15,0.035,1.06,42.63,-2.59,31.08,0.25,4.73,0.88,0.1,0.1,0.1,2.28
1981-01-16,0.034,1.03,5.15,-5.33,33.31,0.63,2.21,0.88,0.0,0.0,0.0,2.28
1981-01-17,0.033,1.01,18.75,-0.56,28.51,0.17,4.42,0.9,0.0,0.0,0.0,2.28
1981-01-18,0.032,0.99,18.88,-2.36,26.41,0.1,2.87,0.93,0.0,0.0,0.0,2.28
1981-01-19,0.032,0.97,20.22,-0.51,19.63,0.0,4.18,0.91,0.0,0.0,0.0,2.28
1981-01-20,0.031,0.95,21.68,-3.04,28.1,1.46,3.09,0.93,0.0,0.0,0.0,2.28
1981-01-21,0.03,0.93,0.42,-7.07,61.19,1.12,0.9,0.8,0.0,0.0,0.0,2.28
1981-01-22,0.03,0.91,0.0,-7.26,100.04,7.18,1.21,0.63,0.0,0.0,0.0,2.28
1981-01-23,0.029,0.88,0.0,-6.6,102.67,6.62,2.02,0.57,0.0,0.0,0.0,2.28
1981-01-24,0.028,0.86,0.0,-7.44,101.21,4.11,0.5,0.71,0.0,0.0,0.0,2.28
1981-01-25,0.027,0.84,0.22,-6.0,72.49,1.78,0.94,0.9,0.0,0.0,0.0,2.28
1981-01-26,0.027,0.82,0.01,-2.35,76.36,5.57,1.73,0.86,0.0,0.0,0.0,2.28
1981-01-27,0.026,0.8,0.0,-6.94,109.55,5.76,1.35,0.65,0.0,0.0,0.0,2.28
1981-01-28,0.025,0.78,0.0,-5.57,107.08,6.92,2.57,0.48,0.08,0.08,0.08,2.25
1981-01-29,0.025,0.76,0.0,-4.75,108.33,6.78,1.19,0.68,0.0,0.0,0.0,2.25
1981-01-30,0.024,0.74,0.0,-5.84,108.74,4.36,0.8,0.63,0.0,0.0,0.0,2.25
1981-01-31,0.024,0.73,0.0,-4.67,113.65,5.09,1.21,0.58,0.07,0.07,0.07,2.22
1981-02-01,0.023,0.71,0.0,-3.1,108.67,4.22,0.5,0.6,0.02,0.02,0.02,2.2
1981-02-02,0.023,0.69,0.0,-2.09,113.27,4.5,0.79,0.61,0.11,0.11,0.11,2.15
1981-02-03,0.023,0.69,8.81,-0.48,72.04,2.41,3.51,0.73,0.75,0.75,0.75,2.53
1981-02-04,0.023,0.72,41.09,-0.49,36.79,0.21,3.89,0.9,0.0,0.0,0.0,2.56
1981-02-05,0.025,0.78,6.34,-4.18,52.0,1.48,2.3,0.84,0.0,0.0,0.0,2.56
1981-02-06,0.024,0.74,9.79,-0.7,28.64,0.0,2.04,0.93,0.0,0.0,0.0,2.56
1981-02-07,0.027,0.83,0.47,1.92,41.12,0.0,1.4,0.94,0.0,0.0,0.0,2.56
1981-02-08,0.029,0.89,0.02,1.3,83.71,4.0,0.8,0.87,0.0,0.0,0.0,2.56
1981-02-09,0.031,0.96,0.01,1.98,130.66,4.13,2.82,0.72,0.35,0.35,0.35,2.39
1981-02-10,0.03,0.93,4.32,-2.23,52.22,1.46,2.56,0.88,0.0,0.0,0.0,2.53
1981-02-11,0.028,0.85,0.01,-7.29,94.3,6.2,1.1,0.87,0.0,0.0,0.0,2.53
1981-02-12,0.026,0.81,0.0,-8.58,139.09,7.78,1.82,0.77,0.0,0.0,0.0,2.53
1981-02-13,0.026,0.79,0.0,-8.22,144.63,8.34,2.61,0.66,0.0,0.0,0.0,2.53
1981-02-14,0.025,0.77,0.0,-7.21,144.93,8.92,1.4,0.57,0.0,0.0,0.0,2.53
1981-02-15,0.024,0.75,0.0,-6.44,144.4,8.75,1.05,0.5,0.0,0.0,0.0,2.53
1981-02-16,0.024,0.73,0.0,-5.52,143.1,8.66,1.44,0.57,0.0,0.0,0.0,2.53
1981-02-17,0.023,0.71,0.0,-6.76,105.85,2.35,2.12,0.8,0.43,0.43,0.43,2.32
1981-02-18,0.023,0.69,1.76,-7.62,71.28,0.66,1.97,0.83,0.38,0.38,0.38,2.35
1981-02-19,0.022,0.67,0.0,-8.88,79.56,1.82,1.65,0.86,0.0,0.0,0.0,2.35
1981-02-20,0.022,0.66,0.0,-10.0,113.38,4.78,0.86,0.83,0.0,0.0,0.0,2.35
1981-02-21,0.021,0.64,0.25,-9.6,104.93,1.42,0.99,0.83,0.09,0.09,0.09,2.33
1981-02-22,0.021,0.63,0.0,-10.04,144.33,4.91,0.82,0.79,0.0,0.0,0.0,2.33
1981-02-23,0.02,0.61,0.2,-5.11,104.41,1.24,1.22,0.85,0.03,0.03,0.03,2.33
1981-02-24,0.02,0.6,2.23,-3.13,108.92,1.71,1.21,0.86,0.0,0.0,0.0,2.46
1981-02-25,0.019,0.58,0.0,-5.04,155.75,5.36,1.72,0.79,0.0,0.0,0.0,2.46
1981-02-26,0.019,0.57,0.0,-4.52,148.9,5.51,1.02,0.74,0.0,0.0,0.0,2.46
1981-02-27,0.018,0.56,0.0,-4.85,148.13,3.08,1.01,0.67,0.29,0.29,0.29,2.33
1981-02-28,0.018,0.55,10.41,0.26,39.65,0.0,1.75,0.87,0.08,0.08,0.08,2.55
1981-03-01,0.02,0.62,4.9,1.14,105.83,0.64,1.28,0.88,0.07,0.07,0.07,2.58
1981-03-02,0.024,0.74,5.91,1.62,106.1,1.06,1.37,0.87,0.18,0.18,0.18,2.58
1981-03-03,0.024,0.74,17.44,-0.55,48.18,0.1,0.98,0.93,0.0,0.0,0.0,2.59
1981-03-04,0.024,0.73,2.92,-1.24,50.18,0.2,0.86,0.93,0.0,0.0,0.0,2.59
1981-03-05,0.024,0.73,0.0,-2.39,126.7,6.08,1.16,0.89,0.0,0.0,0.0,2.59
1981-03-06,0.029,0.9,6.19,1.14,55.46,0.02,1.7,0.82,0.19,0.19,0.19,2.58
1981-03-07,0.048,1.47,0.09,4.7,160.26,6.42,1.41,0.72,0.0,0.0,0.0,2.58
1981-03-08,0.082,2.51,11.78,5.0,23.53,0.0,2.89,0.8,0.43,0.43,0.43,2.58
1981-03-09,0.122,3.73,0.2,5.37,88.94,3.34,1.89,0.84,0.08,0.08,0.08,2.55
1981-03-10,0.168,5.14,0.35,6.53,89.8,0.74,1.53,0.8,0.88,0.88,0.88,2.18
1981-03-11,0.236,7.22,0.3,9.09,72.49,0.01,2.03,0.64,1.72,1.72,1.72,1.49
1981-03-12,0.633,19.41,33.04,4.4,29.81,0.0,2.41,0.93,0.02,0.02,0.02,2.59
1981-03-13,0.743,22.77,16.33,1.44,89.42,0.98,2.32,0.91,0.68,0.68,0.68,2.58
1981-03-14,0.536,16.44,3.28,1.35,128.32,2.77,2.49,0.78,1.31,1.31,1.31,2.39
1981-03-15,0.296,9.06,4.23,0.32,103.09,0.61,1.19,0.83,1.03,1.03,1.03,2.45
1981-03-16,0.253,7.76,8.77,-0.31,85.64,0.69,1.75,0.9,0.08,0.08,0.08,2.58
1981-03-17,0.215,6.58,6.5,-2.5,70.87,1.07,1.87,0.8,0.09,0.09,0.09,2.58
1981-03-18,0.169,5.17,0.82,-4.77,80.58,1.9,1.26,0.82,0.0,0.0,0.0,2.58
1981-03-19,0.131,4.01,0.0,-2.14,201.57,10.43,0.96,0.72,0.0,0.0,0.0,2.58
1981-03-20,0.117,3.58,0.0,2.07,165.46,1.86,1.56,0.5,1.22,1.22,1.22,2.0
1981-03-21,0.139,4.26,0.0,5.16,197.1,8.51,1.3,0.6,0.02,0.02,0.02,1.99
1981-03-22,0.172,5.28,1.83,4.51,62.35,1.19,3.04,0.76,0.77,0.77,0.77,2.11
1981-03-23,0.226,6.92,9.74,5.05,104.33,0.43,2.78,0.83,1.15,1.15,1.15,2.56
1981-03-24,0.444,13.62,5.91,7.82,137.39,3.52,3.07,0.78,1.47,1.47,1.47,2.49
1981-03-25,0.68,20.85,1.45,9.66,210.15,9.43,1.65,0.7,1.16,1.16,1.16,2.22
1981-03-26,0.844,25.86,15.18,6.47,74.27,1.49,3.12,0.82,0.96,0.96,0.96,2.55
1981-03-27,0.715,21.91,0.0,5.54,238.14,10.66,1.47,0.67,1.4,1.4,1.4,1.88
1981-03-28,0.561,17.19,0.11,6.59,185.71,4.91,0.75,0.66,1.85,1.85,1.85,1.06
1981-03-29,0.592,18.15,1.6,8.1,193.91,6.16,1.04,0.7,1.97,1.97,1.97,1.26
1981-03-30,0.621,19.05,14.52,4.51,56.91,0.08,1.25,0.87,0.58,0.58,0.58,2.58
1981-03-31,0.685,20.99,0.05,5.51,39.26,0.0,1.46,0.9,0.31,0.31,0.31,2.43
