date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.022,0.84,1.84,-3.19,25.35,0.09,3.57,0.87,0.16,0.16,0.16,1.71
1981-01-02,0.021,0.81,4.8,-3.62,24.17,0.05,3.5,0.9,0.0,0.0,0.0,1.74
1981-01-03,0.026,1.01,26.93,-0.2,15.27,0.05,5.88,0.91,0.06,0.06,0.06,1.74
1981-01-04,0.052,2.02,45.32,-1.4,19.05,0.01,5.51,0.89,0.12,0.12,0.12,1.74
1981-01-05,0.063,2.42,3.71,-6.28,34.37,0.94,3.36,0.81,0.05,0.05,0.05,1.74
1981-01-06,0.049,1.89,17.53,-5.76,15.11,0.0,4.59,0.91,0.0,0.0,0.0,1.74
1981-01-07,0.038,1.48,1.13,-9.01,49.87,1.02,2.82,0.8,0.04,0.04,0.04,1.73
1981-01-08,0.03,1.16,0.04,-10.91,93.09,7.55,4.21,0.71,0.0,0.0,0.0,1.73
1981-01-09,0.024,0.93,0.0,-7.29,74.98,6.42,2.46,0.79,0.0,0.0,0.0,1.73
1981-01-10,0.022,0.84,15.43,-4.01,23.73,0.0,1.76,0.96,0.0,0.0,0.0,1.74
1981-01-11,0.021,0.81,1.11,-4.86,15.25,0.0,3.75,0.9,0.0,0.0,0.0,1.74
1981-01-12,0.02,0.78,7.13,-5.55,51.82,1.22,3.4,0.87,0.0,0.0,0.0,1.74
1981-01-13,0.019,0.75,2.02,-7.12,42.38,1.93,3.86,0.81,0.01,0.01,0.01,1.74
1981-01-14,0.019,0.72,1.96,-8.02,57.89,2.61,3.29,0.79,0.0,0.0,0.0,1.74
1981-01-15,0.018,0.7,51.35,-3.83,32.77,0.42,5.97,0.86,0.3,0.3,0.3,1.74
1981-01-16,0.017,0.67,3.04,-6.56,36.0,0.77,3.74,0.85,0.05,0.05,0.05,1.74
1981-01-17,0.017,0.65,20.95,-1.85,36.39,0.53,5.74,0.89,0.13,0.13,0.13,1.74
1981-01-18,0.017,0.67,20.04,-3.54,28.22,0.07,4.03,0.92,0.0,0.0,0.0,1.74
1981-01-19,0.02,0.79,13.53,-2.0,19.4,0.0,5.44,0.92,0.01,0.01,0.01,1.74
1981-01-20,0.021,0.81,22.45,-4.39,38.97,2.29,4.21,0.88,0.0,0.0,0.0,1.74
1981-01-21,0.018,0.69,0.47,-7.46,57.17,0.82,2.46,0.69,0.32,0.32,0.32,1.64
1981-01-22,0.016,0.61,0.0,-6.71,98.33,6.22,3.26,0.57,0.2,0.2,0.2,1.54
1981-01-23,0.015,0.59,0.0,-6.32,97.21,5.42,4.12,0.57,0.56,0.56,0.56,1.29
1981-01-24,0.015,0.57,0.02,-5.28,90.22,2.66,1.01,0.55,0.19,0.19,0.19,1.22
1981-01-25,0.014,0.55,0.04,-5.22,70.31,1.4,1.72,0.75,0.27,0.27,0.27,1.13
1981-01-26,0.014,0.53,0.0,-4.36,73.14,5.38,2.91,0.86,0.0,0.0,0.0,1.13
1981-01-27,0.013,0.52,0.0,-6.58,91.56,3.47,2.81,0.61,0.45,0.45,0.45,1.02
1981-01-28,0.013,0.5,0.0,-5.53,104.87,6.19,4.94,0.48,0.96,0.96,0.96,0.8
1981-01-29,0.012,0.48,0.0,-5.67,109.23,6.41,2.3,0.69,0.14,0.14,0.14,0.76
1981-01-30,0.012,0.47,0.0,-4.59,94.01,2.8,1.4,0.57,0.56,0.56,0.56,0.6
1981-01-31,0.012,0.45,0.0,-3.26,105.95,4.08,2.76,0.53,0.84,0.84,0.84,0.47
1981-02-01,0.011,0.44,0.0,-2.58,98.13,2.75,0.98,0.54,0.56,0.56,0.56,0.37
1981-02-02,0.011,0.43,0.0,-1.49,99.31,2.9,1.68,0.56,0.78,0.78,0.78,0.24
1981-02-03,0.011,0.43,6.04,-1.42,77.54,3.2,4.54,0.67,1.04,1.04,1.04,1.75
1981-02-04,0.012,0.47,40.1,-1.66,47.52,0.42,5.91,0.89,0.2,0.2,0.2,1.88
1981-02-05,0.015,0.58,3.91,-5.41,57.09,1.79,3.45,0.84,0.01,0.01,0.01,1.88
1981-02-06,0.013,0.52,6.91,-2.17,36.47,0.0,2.77,0.92,0.0,0.0,0.0,1.88
1981-02-07,0.014,0.54,0.2,0.67,48.04,0.0,2.03,0.91,0.0,0.0,0.0,1.88
1981-02-08,0.014,0.54,0.02,0.98,75.63,2.9,1.5,0.74,0.0,0.0,0.0,1.88
1981-02-09,0.015,0.57,0.0,1.88,120.9,2.63,3.75,0.67,1.33,1.33,1.33,1.25
1981-02-10,0.015,0.59,4.91,-2.7,57.93,2.52,4.01,0.83,0.13,0.13,0.13,1.83
1981-02-11,0.015,0.58,0.01,-7.56,105.26,7.42,3.05,0.78,0.0,0.0,0.0,1.83
1981-02-12,0.014,0.53,0.0,-9.1,132.2,8.04,3.93,0.75,0.03,0.03,0.03,1.81
1981-02-13,0.013,0.51,0.0,-8.85,134.7,7.28,3.26,0.64,0.15,0.15,0.15,1.74
1981-02-14,0.013,0.5,0.0,-6.87,133.24,7.48,2.85,0.49,0.53,0.53,0.53,1.49
1981-02-15,0.012,0.48,0.0,-5.71,141.07,8.54,2.17,0.44,0.4,0.4,0.4,1.3
1981-02-16,0.012,0.46,0.0,-6.24,139.09,8.21,2.98,0.54,0.57,0.57,0.57,1.06
1981-02-17,0.012,0.45,0.0,-7.56,114.76,2.67,3.01,0.76,0.75,0.75,0.75,0.77
1981-02-18,0.011,0.43,0.39,-8.76,68.93,0.38,3.44,0.81,0.64,0.64,0.64,0.79
1981-02-19,0.011,0.42,0.0,-9.75,76.34,1.22,3.0,0.83,0.12,0.12,0.12,0.74
1981-02-20,0.01,0.4,0.0,-10.23,119.63,4.84,1.49,0.78,0.03,0.03,0.03,0.74
1981-02-21,0.01,0.39,0.28,-10.08,99.96,1.79,1.82,0.79,0.27,0.27,0.27,0.81
1981-02-22,0.01,0.38,0.0,-9.69,134.99,3.65,1.58,0.73,0.07,0.07,0.07,0.79
1981-02-23,0.01,0.37,0.76,-6.27,80.2,0.11,2.17,0.91,0.19,0.19,0.19,1.11
1981-02-24,0.009,0.36,2.52,-4.41,100.55,0.8,1.79,0.89,0.06,0.06,0.06,1.64
