date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,21.764,1.01,1.69,-0.75,22.65,0.24,2.73,0.79,0.21,0.21,0.21,1.02
1981-01-02,21.979,1.02,3.84,-1.65,21.34,0.0,1.47,0.89,0.06,0.06,0.06,1.05
1981-01-03,35.986,1.67,21.98,2.26,20.9,0.08,3.19,0.81,0.42,0.42,0.41,1.07
1981-01-04,101.924,4.73,33.42,0.16,15.76,0.27,2.16,0.88,0.05,0.05,0.05,1.07
1981-01-05,98.046,4.55,3.16,-4.96,33.88,1.03,1.87,0.86,0.06,0.06,0.05,1.05
1981-01-06,63.568,2.95,20.45,-4.23,17.6,0.0,2.05,0.91,0.03,0.03,0.03,1.06
1981-01-07,45.898,2.13,3.33,-7.23,53.23,2.62,1.41,0.88,0.0,0.0,0.0,1.06
1981-01-08,32.969,1.53,0.82,-9.65,79.06,7.43,1.97,0.76,0.0,0.0,0.0,1.06
1981-01-09,26.289,1.22,0.04,-6.39,61.39,3.59,1.39,0.83,0.0,0.0,0.0,1.06
1981-01-10,24.565,1.14,2.86,-2.61,29.47,0.0,0.81,0.97,0.0,0.0,0.0,1.06
1981-01-11,23.919,1.11,0.12,-3.32,23.95,0.06,1.28,0.9,0.0,0.0,0.0,1.06
1981-01-12,23.272,1.08,10.0,-3.59,59.08,2.31,1.51,0.84,0.01,0.01,0.0,1.06
1981-01-13,22.626,1.05,5.38,-4.83,42.4,1.29,1.42,0.84,0.0,0.0,0.0,1.06
1981-01-14,21.979,1.02,1.89,-6.53,63.88,3.26,1.85,0.86,0.0,0.0,0.0,1.06
1981-01-15,23.703,1.1,30.54,-2.31,30.62,0.34,3.75,0.88,0.18,0.18,0.17,1.06
1981-01-16,25.212,1.17,4.72,-4.93,40.65,1.06,2.42,0.84,0.02,0.02,0.01,1.06
1981-01-17,26.505,1.23,10.32,0.08,29.6,0.1,3.21,0.86,0.23,0.23,0.22,1.06
1981-01-18,33.185,1.54,9.88,-1.97,24.16,0.05,1.82,0.92,0.02,0.02,0.01,1.06
1981-01-19,41.804,1.94,10.62,-0.1,20.24,0.0,2.15,0.89,0.08,0.08,0.08,1.06
1981-01-20,49.131,2.28,22.53,-2.66,24.88,0.77,1.54,0.93,0.0,0.0,0.0,1.06
