date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,1.032,1.79,0.84,1.19,28.03,0.09,1.76,0.8,0.18,0.18,0.15,1.1
1981-01-02,1.061,1.84,2.41,0.79,25.05,0.03,1.76,0.86,0.12,0.12,0.09,1.17
1981-01-03,2.081,3.61,17.52,3.6,16.61,0.05,3.24,0.88,0.16,0.16,0.13,1.32
1981-01-04,5.385,9.34,28.07,3.45,15.87,0.06,2.62,0.83,0.31,0.31,0.24,1.32
1981-01-05,5.46,9.47,3.15,-0.88,40.8,1.09,1.68,0.74,0.37,0.37,0.28,1.13
1981-01-06,4.123,7.15,14.04,-0.77,15.67,0.0,2.31,0.85,0.05,0.05,0.05,1.17
1981-01-07,3.327,5.77,1.08,-3.48,51.72,1.78,1.56,0.69,0.03,0.03,0.02,1.14
1981-01-08,2.456,4.26,0.14,-5.86,83.41,7.41,1.91,0.66,0.0,0.0,0.0,1.14
1981-01-09,1.776,3.08,0.0,-5.29,73.64,6.13,0.78,0.75,0.0,0.0,0.0,1.14
1981-01-10,1.309,2.27,11.21,-1.94,21.49,0.0,0.65,0.91,0.0,0.0,0.0,1.14
1981-01-11,1.165,2.02,0.44,-0.49,12.5,0.0,2.16,0.86,0.0,0.0,0.0,1.14
1981-01-12,1.13,1.96,6.04,-1.92,45.27,1.12,1.53,0.84,0.0,0.0,0.0,1.14
1981-01-13,1.101,1.91,2.88,-1.37,53.65,2.6,2.46,0.74,0.0,0.0,0.0,1.14
1981-01-14,1.067,1.85,1.71,-3.63,61.26,2.95,2.06,0.72,0.0,0.0,0.0,1.14
1981-01-15,1.891,3.28,29.17,0.33,33.48,0.38,3.31,0.86,0.04,0.04,0.04,1.14
1981-01-16,2.6,4.51,3.33,-1.78,46.81,0.83,2.03,0.78,0.05,0.05,0.05,1.14
1981-01-17,2.514,4.36,12.42,2.14,39.42,0.43,3.18,0.86,0.04,0.04,0.04,1.14
1981-01-18,3.436,5.96,10.96,0.8,33.3,0.15,2.01,0.92,0.0,0.0,0.0,1.14
1981-01-19,4.146,7.19,8.27,2.05,18.97,0.0,2.89,0.89,0.0,0.0,0.0,1.14
1981-01-20,4.912,8.52,15.78,0.51,51.48,2.5,2.33,0.82,0.0,0.0,0.0,1.14
1981-01-21,4.267,7.4,0.24,-2.64,63.25,0.94,1.3,0.74,0.14,0.14,0.14,1.1
1981-01-22,3.217,5.58,0.0,-4.44,89.53,6.76,1.2,0.76,0.0,0.0,0.0,1.1
1981-01-23,2.41,4.18,0.0,-5.76,88.64,5.89,1.23,0.77,0.0,0.0,0.0,1.1
1981-01-24,1.805,3.13,0.01,-5.68,66.94,1.95,0.78,0.85,0.0,0.0,0.0,1.1
1981-01-25,1.361,2.36,0.02,-3.22,52.67,0.83,0.8,0.86,0.01,0.01,0.01,1.1
1981-01-26,1.188,2.06,0.0,-0.43,71.31,5.02,1.24,0.84,0.01,0.01,0.01,1.09
1981-01-27,1.147,1.99,0.0,-3.73,75.68,3.85,1.1,0.81,0.01,0.01,0.01,1.09
1981-01-28,1.107,1.92,0.0,-3.93,92.63,5.91,1.72,0.69,0.03,0.03,0.01,1.08
1981-01-29,1.067,1.85,0.0,-4.13,94.62,6.25,0.91,0.79,0.01,0.01,0.0,1.08
1981-01-30,1.032,1.79,0.0,-4.15,64.66,2.07,0.88,0.81,0.04,0.04,0.04,1.06
1981-01-31,0.992,1.72,0.0,-3.44,84.8,3.55,0.93,0.79,0.04,0.04,0.03,1.05
1981-02-01,0.957,1.66,0.0,-3.28,69.76,1.82,0.58,0.83,0.09,0.09,0.08,1.01
1981-02-02,0.928,1.61,0.0,-2.08,76.97,2.26,0.69,0.81,0.13,0.13,0.13,0.96
1981-02-03,0.934,1.62,4.01,0.59,78.02,2.81,2.19,0.75,0.47,0.47,0.45,1.2
1981-02-04,1.718,2.98,21.01,2.7,41.04,0.29,2.98,0.87,0.17,0.17,0.16,1.26
1981-02-05,3.125,5.42,2.87,-0.45,71.71,1.95,1.58,0.79,0.1,0.1,0.09,1.25
1981-02-06,2.727,4.73,4.26,1.24,41.0,0.0,1.11,0.91,0.02,0.02,0.01,1.26
1981-02-07,2.739,4.75,0.14,3.41,36.23,0.0,0.9,0.89,0.04,0.04,0.03,1.23
1981-02-08,2.468,4.28,0.01,1.86,48.22,1.97,0.77,0.92,0.02,0.02,0.01,1.21
1981-02-09,2.151,3.73,0.0,2.65,76.74,2.02,1.53,0.84,0.18,0.18,0.15,1.12
1981-02-10,1.989,3.45,3.36,2.27,57.79,2.51,2.24,0.76,0.34,0.34,0.24,1.25
1981-02-11,1.851,3.21,0.0,-1.41,114.26,7.59,1.98,0.66,0.39,0.39,0.26,1.0
1981-02-12,1.424,2.47,0.0,-3.0,132.68,8.13,2.18,0.66,0.43,0.43,0.16,0.85
1981-02-13,1.17,2.03,0.0,-4.03,127.35,7.54,2.09,0.64,0.38,0.38,0.09,0.77
1981-02-14,1.084,1.88,0.0,-4.13,128.27,7.96,1.32,0.67,0.28,0.27,0.03,0.74
1981-02-15,1.049,1.82,0.0,-3.68,130.75,8.31,0.88,0.66,0.24,0.21,0.01,0.74
1981-02-16,1.009,1.75,0.0,-2.8,128.11,8.15,1.07,0.66,0.28,0.24,0.01,0.73
1981-02-17,0.974,1.69,0.0,-3.28,68.25,1.43,2.02,0.75,0.56,0.51,0.29,0.6
1981-02-18,0.94,1.63,0.36,-2.78,78.55,0.85,2.24,0.71,0.82,0.72,0.45,0.61
1981-02-19,0.905,1.57,0.0,-4.02,83.43,1.59,1.99,0.73,0.44,0.36,0.14,0.5
1981-02-20,0.876,1.52,0.0,-4.23,104.72,4.52,1.06,0.69,0.32,0.21,0.0,0.5
1981-02-21,0.848,1.47,0.18,-3.57,91.16,1.87,1.05,0.67,0.45,0.31,0.09,0.57
1981-02-22,0.813,1.41,0.0,-4.58,126.98,4.2,0.89,0.68,0.4,0.29,0.08,0.5
1981-02-23,0.79,1.37,0.55,-1.46,82.67,0.47,1.04,0.83,0.33,0.22,0.05,0.73
1981-02-24,0.784,1.36,1.98,0.46,98.95,1.24,0.94,0.81,0.43,0.26,0.2,1.06
1981-02-25,0.773,1.34,0.0,-0.76,130.78,4.2,1.35,0.72,0.45,0.43,0.28,0.78
1981-02-26,0.744,1.29,0.0,-1.01,129.65,5.46,0.95,0.7,0.4,0.3,0.09,0.7
1981-02-27,0.726,1.26,0.0,-1.54,123.09,1.62,0.92,0.73,0.64,0.48,0.22,0.59
1981-02-28,0.911,1.58,12.74,1.23,34.78,0.0,0.92,0.89,0.14,0.08,0.01,1.4
1981-03-01,1.707,2.96,7.75,3.29,86.43,0.4,0.69,0.87,0.46,0.46,0.37,1.46
1981-03-02,2.139,3.71,3.99,4.19,96.0,1.17,0.92,0.86,0.56,0.55,0.42,1.42
1981-03-03,2.664,4.62,14.96,2.78,51.18,0.21,1.08,0.89,0.29,0.29,0.21,1.47
1981-03-04,3.344,5.8,1.82,2.57,59.93,0.26,0.63,0.87,0.35,0.35,0.27,1.39
1981-03-05,2.739,4.75,0.0,2.33,147.41,7.37,1.1,0.75,0.65,0.65,0.44,0.95
1981-03-06,2.283,3.96,4.12,3.69,42.62,0.04,1.36,0.82,0.48,0.48,0.34,1.36
1981-03-07,2.254,3.91,0.04,7.51,156.86,7.08,0.99,0.73,1.04,1.04,0.72,0.71
1981-03-08,2.623,4.55,10.11,7.41,18.92,0.0,1.76,0.83,0.48,0.48,0.28,1.46
