date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.108,0.43,4.07,-2.56,21.96,0.09,2.42,0.76,0.26,0.26,0.26,1.22
1981-01-02,0.105,0.42,8.45,-4.29,17.65,0.0,1.91,0.87,0.0,0.0,0.0,1.23
1981-01-03,0.16,0.64,18.4,0.27,25.1,0.18,3.4,0.79,0.28,0.28,0.28,1.23
1981-01-04,0.543,2.17,32.58,-2.21,12.44,0.0,2.15,0.89,0.0,0.0,0.0,1.23
1981-01-05,0.4,1.6,2.96,-7.1,21.04,0.14,2.3,0.75,0.14,0.14,0.14,1.22
1981-01-06,0.208,0.83,10.08,-6.35,14.5,0.0,2.38,0.79,0.05,0.05,0.05,1.22
1981-01-07,0.175,0.7,5.54,-8.9,25.03,0.14,3.22,0.7,0.34,0.34,0.34,1.22
1981-01-08,0.145,0.58,0.8,-11.8,53.2,7.54,2.78,0.65,0.0,0.0,0.0,1.22
1981-01-09,0.12,0.48,0.0,-6.23,44.98,1.0,1.73,0.46,0.35,0.35,0.35,1.08
1981-01-10,0.105,0.42,0.85,-3.09,36.71,0.0,1.3,0.69,0.21,0.21,0.21,1.11
1981-01-11,0.1,0.4,0.12,-4.09,43.75,1.22,2.06,0.75,0.01,0.01,0.01,1.12
1981-01-12,0.095,0.38,2.98,-4.72,39.48,2.81,1.2,0.79,0.0,0.0,0.0,1.21
1981-01-13,0.09,0.36,8.82,-6.63,15.96,0.02,2.11,0.85,0.0,0.0,0.0,1.23
1981-01-14,0.085,0.34,3.3,-7.09,69.38,5.18,1.29,0.82,0.0,0.0,0.0,1.23
1981-01-15,0.08,0.32,26.94,-4.91,28.75,0.01,2.08,0.87,0.02,0.02,0.02,1.23
