date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,10.241,0.78,7.7,-4.32,37.79,0.11,3.58,0.69,0.61,0.61,0.61,1.02
1981-01-02,10.11,0.77,22.85,-6.62,25.88,0.0,1.97,0.93,0.0,0.0,0.0,1.02
1981-01-03,12.211,0.93,23.25,-2.26,45.66,0.2,2.72,0.93,0.01,0.01,0.01,1.02
1981-01-04,19.301,1.47,38.51,-3.8,9.02,0.0,3.04,0.93,0.0,0.0,0.0,1.02
1981-01-05,20.482,1.56,18.07,-9.24,22.79,0.0,3.59,0.84,0.07,0.07,0.07,1.02
1981-01-06,16.806,1.28,32.34,-8.73,9.96,0.0,2.56,0.89,0.01,0.01,0.01,1.02
1981-01-07,14.049,1.07,13.72,-12.32,39.7,0.01,2.56,0.87,0.01,0.01,0.01,1.02
1981-01-08,11.948,0.91,1.57,-15.79,70.33,5.09,2.13,0.83,0.0,0.0,0.0,1.02
1981-01-09,10.372,0.79,0.35,-10.39,51.9,0.0,1.17,0.83,0.02,0.02,0.02,1.02
1981-01-10,9.322,0.71,0.36,-5.05,49.96,0.0,0.53,0.84,0.0,0.0,0.0,1.02
1981-01-11,8.928,0.68,0.0,-6.29,83.06,3.29,0.66,0.79,0.0,0.0,0.0,1.02
1981-01-12,8.666,0.66,0.18,-9.08,83.71,6.12,1.32,0.76,0.0,0.0,0.0,1.02
1981-01-13,8.272,0.63,7.43,-8.77,45.87,0.0,1.57,0.87,0.01,0.01,0.0,1.02
1981-01-14,8.009,0.61,0.4,-10.12,80.3,5.58,1.75,0.73,0.0,0.0,0.0,1.02
1981-01-15,7.878,0.6,28.15,-7.04,35.58,0.05,3.34,0.84,0.07,0.07,0.07,1.02
1981-01-16,7.615,0.58,8.37,-10.45,44.3,0.36,2.95,0.74,0.17,0.17,0.16,1.02
1981-01-17,7.353,0.56,9.08,-5.76,52.31,0.6,1.77,0.86,0.01,0.01,0.0,1.02
1981-01-18,7.353,0.56,14.6,-5.98,26.33,0.0,1.65,0.87,0.0,0.0,0.0,1.02
1981-01-19,7.484,0.57,20.36,-6.2,20.67,0.0,1.9,0.9,0.0,0.0,0.0,1.02
1981-01-20,7.615,0.58,29.07,-7.53,28.61,0.0,2.14,0.92,0.0,0.0,0.0,1.02
1981-01-21,7.353,0.56,3.35,-11.09,71.95,3.4,1.67,0.88,0.0,0.0,0.0,1.02
1981-01-22,6.959,0.53,0.0,-11.99,108.45,7.4,1.35,0.75,0.0,0.0,0.0,1.02
1981-01-23,6.565,0.5,0.0,-8.63,103.22,7.36,0.96,0.63,0.0,0.0,0.0,1.02
1981-01-24,6.171,0.47,0.0,-6.25,94.18,5.69,0.69,0.55,0.01,0.01,0.0,1.02
1981-01-25,6.04,0.46,0.45,-7.05,86.39,5.0,1.52,0.61,0.03,0.03,0.03,1.02
1981-01-26,5.777,0.44,10.99,-6.96,49.91,0.53,2.11,0.83,0.01,0.01,0.01,1.02
1981-01-27,5.646,0.43,0.0,-10.24,108.92,7.62,1.23,0.52,0.0,0.0,0.0,1.02
1981-01-28,5.514,0.42,0.0,-9.02,102.3,5.75,1.77,0.5,0.05,0.05,0.05,1.01
1981-01-29,5.252,0.4,0.0,-8.69,101.12,5.84,0.75,0.47,0.01,0.01,0.01,1.01
1981-01-30,5.121,0.39,0.0,-6.64,106.74,6.8,0.3,0.46,0.0,0.0,0.0,1.01
1981-01-31,4.989,0.38,0.0,-5.07,108.46,7.72,0.59,0.46,0.0,0.0,0.0,1.01
1981-02-01,4.858,0.37,0.0,-3.13,107.0,7.48,0.29,0.51,0.0,0.0,0.0,1.01
1981-02-02,4.727,0.36,0.0,-3.25,112.39,7.86,0.43,0.49,0.0,0.0,0.0,1.0
1981-02-03,4.595,0.35,0.22,-1.71,86.78,2.83,1.55,0.51,0.56,0.56,0.56,0.85
1981-02-04,4.727,0.36,23.84,-3.42,54.23,0.57,2.16,0.84,0.09,0.09,0.09,1.09
1981-02-05,4.727,0.36,16.76,-8.47,87.56,1.01,2.58,0.76,0.2,0.2,0.2,1.09
1981-02-06,4.727,0.36,22.88,-5.81,28.77,0.0,2.41,0.95,0.0,0.0,0.0,1.09
1981-02-07,5.646,0.43,12.24,-0.08,56.28,0.0,1.96,0.93,0.01,0.01,0.01,1.09
1981-02-08,7.484,0.57,0.05,-0.48,134.05,8.04,1.42,0.76,0.0,0.0,0.0,1.09
1981-02-09,8.14,0.62,0.0,-0.12,128.61,7.43,0.81,0.5,0.01,0.01,0.0,1.09
1981-02-10,8.009,0.61,3.67,-4.63,57.06,0.01,1.99,0.76,0.29,0.29,0.28,1.07
1981-02-11,7.484,0.57,1.46,-9.75,124.5,4.42,0.67,0.76,0.0,0.0,0.0,1.08
