date,discharge_vol(m3/s),discharge_spec(mm/d),waterlevel(m),precipitation(mm/d),temperature_min(degC),temperature_mean(degC),temperature_max(degC),rel_sun_dur(%),swe(mm)
1998-01-15,NaN,NaN,NaN,0.12,NaN,NaN,NaN,NaN,NaN
1998-01-16,NaN,NaN,NaN,1.49,NaN,NaN,NaN,NaN,NaN
1998-01-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-18,NaN,NaN,NaN,1.87,NaN,NaN,NaN,NaN,NaN
1998-01-19,NaN,NaN,NaN,0.54,NaN,NaN,NaN,NaN,NaN
1998-01-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-24,NaN,NaN,NaN,1.81,NaN,NaN,NaN,NaN,NaN
1998-01-25,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1998-01-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-01-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-21,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1998-02-22,NaN,NaN,NaN,13.71,NaN,NaN,NaN,NaN,NaN
1998-02-23,NaN,NaN,NaN,1.45,NaN,NaN,NaN,NaN,NaN
1998-02-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-02-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-04,NaN,NaN,NaN,2.01,NaN,NaN,NaN,NaN,NaN
1998-03-05,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN,NaN
1998-03-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-23,NaN,NaN,NaN,2.86,NaN,NaN,NaN,NaN,NaN
1998-03-24,NaN,NaN,NaN,0.72,NaN,NaN,NaN,NaN,NaN
1998-03-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-03-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-02,NaN,NaN,NaN,6.02,NaN,NaN,NaN,NaN,NaN
1998-04-03,NaN,NaN,NaN,36.78,NaN,NaN,NaN,NaN,NaN
1998-04-04,NaN,NaN,NaN,64.77,NaN,NaN,NaN,NaN,NaN
1998-04-05,NaN,NaN,NaN,17.07,NaN,NaN,NaN,NaN,NaN
1998-04-06,NaN,NaN,NaN,10.96,NaN,NaN,NaN,NaN,NaN
1998-04-07,NaN,NaN,NaN,41.13,NaN,NaN,NaN,NaN,NaN
1998-04-08,NaN,NaN,NaN,1.16,NaN,NaN,NaN,NaN,NaN
1998-04-09,NaN,NaN,NaN,35.19,NaN,NaN,NaN,NaN,NaN
1998-04-10,NaN,NaN,NaN,81.88,NaN,NaN,NaN,NaN,NaN
1998-04-11,NaN,NaN,NaN,21.66,NaN,NaN,NaN,NaN,NaN
1998-04-12,NaN,NaN,NaN,0.84,NaN,NaN,NaN,NaN,NaN
1998-04-13,NaN,NaN,NaN,0.6,NaN,NaN,NaN,NaN,NaN
1998-04-14,NaN,NaN,NaN,2.49,NaN,NaN,NaN,NaN,NaN
1998-04-15,NaN,NaN,NaN,32.6,NaN,NaN,NaN,NaN,NaN
1998-04-16,NaN,NaN,NaN,10.52,NaN,NaN,NaN,NaN,NaN
1998-04-17,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN
1998-04-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-04-26,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1998-04-27,NaN,NaN,NaN,31.03,NaN,NaN,NaN,NaN,NaN
1998-04-28,NaN,NaN,NaN,3.45,NaN,NaN,NaN,NaN,NaN
1998-04-29,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN,NaN
1998-04-30,NaN,NaN,NaN,22.09,NaN,NaN,NaN,NaN,NaN
1998-05-01,NaN,NaN,NaN,0.94,NaN,NaN,NaN,NaN,NaN
1998-05-02,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1998-05-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-05,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN
1998-05-06,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN
1998-05-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-14,NaN,NaN,NaN,9.3,NaN,NaN,NaN,NaN,NaN
1998-05-15,NaN,NaN,NaN,0.48,NaN,NaN,NaN,NaN,NaN
1998-05-16,NaN,NaN,NaN,0.23,NaN,NaN,NaN,NaN,NaN
1998-05-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-21,NaN,NaN,NaN,0.21,NaN,NaN,NaN,NaN,NaN
1998-05-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-05-23,NaN,NaN,NaN,1.63,NaN,NaN,NaN,NaN,NaN
1998-05-24,NaN,NaN,NaN,1.37,NaN,NaN,NaN,NaN,NaN
1998-05-25,NaN,NaN,NaN,1.33,NaN,NaN,NaN,NaN,NaN
1998-05-26,NaN,NaN,NaN,8.34,NaN,NaN,NaN,NaN,NaN
1998-05-27,NaN,NaN,NaN,35.0,NaN,NaN,NaN,NaN,NaN
1998-05-28,NaN,NaN,NaN,72.99,NaN,NaN,NaN,NaN,NaN
1998-05-29,NaN,NaN,NaN,16.98,NaN,NaN,NaN,NaN,NaN
1998-05-30,NaN,NaN,NaN,6.91,NaN,NaN,NaN,NaN,NaN
1998-05-31,NaN,NaN,NaN,15.72,NaN,NaN,NaN,NaN,NaN
1998-06-01,NaN,NaN,NaN,29.42,NaN,NaN,NaN,NaN,NaN
1998-06-02,NaN,NaN,NaN,1.84,NaN,NaN,NaN,NaN,NaN
1998-06-03,NaN,NaN,NaN,6.19,NaN,NaN,NaN,NaN,NaN
1998-06-04,NaN,NaN,NaN,1.03,NaN,NaN,NaN,NaN,NaN
1998-06-05,NaN,NaN,NaN,9.66,NaN,NaN,NaN,NaN,NaN
1998-06-06,NaN,NaN,NaN,50.05,NaN,NaN,NaN,NaN,NaN
1998-06-07,NaN,NaN,NaN,29.67,NaN,NaN,NaN,NaN,NaN
1998-06-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-10,NaN,NaN,NaN,20.71,NaN,NaN,NaN,NaN,NaN
1998-06-11,NaN,NaN,NaN,5.41,NaN,NaN,NaN,NaN,NaN
1998-06-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-14,NaN,NaN,NaN,0.26,NaN,NaN,NaN,NaN,NaN
1998-06-15,NaN,NaN,NaN,7.49,NaN,NaN,NaN,NaN,NaN
1998-06-16,NaN,NaN,NaN,0.16,NaN,NaN,NaN,NaN,NaN
1998-06-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-22,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,NaN
1998-06-23,NaN,NaN,NaN,6.39,NaN,NaN,NaN,NaN,NaN
1998-06-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-25,NaN,NaN,NaN,10.61,NaN,NaN,NaN,NaN,NaN
1998-06-26,NaN,NaN,NaN,8.4,NaN,NaN,NaN,NaN,NaN
1998-06-27,NaN,NaN,NaN,1.56,NaN,NaN,NaN,NaN,NaN
1998-06-28,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1998-06-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-06-30,NaN,NaN,NaN,0.13,NaN,NaN,NaN,NaN,NaN
1998-07-01,NaN,NaN,NaN,93.32,NaN,NaN,NaN,NaN,NaN
1998-07-02,NaN,NaN,NaN,10.97,NaN,NaN,NaN,NaN,NaN
1998-07-03,NaN,NaN,NaN,5.86,NaN,NaN,NaN,NaN,NaN
1998-07-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-06,NaN,NaN,NaN,0.19,NaN,NaN,NaN,NaN,NaN
1998-07-07,NaN,NaN,NaN,20.44,NaN,NaN,NaN,NaN,NaN
1998-07-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-13,NaN,NaN,NaN,3.47,NaN,NaN,NaN,NaN,NaN
1998-07-14,NaN,NaN,NaN,2.59,NaN,NaN,NaN,NaN,NaN
1998-07-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-21,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1998-07-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-24,NaN,NaN,NaN,0.58,NaN,NaN,NaN,NaN,NaN
1998-07-25,NaN,NaN,NaN,3.24,NaN,NaN,NaN,NaN,NaN
1998-07-26,NaN,NaN,NaN,1.13,NaN,NaN,NaN,NaN,NaN
1998-07-27,NaN,NaN,NaN,7.57,NaN,NaN,NaN,NaN,NaN
1998-07-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-07-31,NaN,NaN,NaN,13.7,NaN,NaN,NaN,NaN,NaN
1998-08-01,NaN,NaN,NaN,23.55,NaN,NaN,NaN,NaN,NaN
1998-08-02,NaN,NaN,NaN,17.4,NaN,NaN,NaN,NaN,NaN
1998-08-03,NaN,NaN,NaN,13.57,NaN,NaN,NaN,NaN,NaN
1998-08-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-12,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,NaN
1998-08-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-14,NaN,NaN,NaN,18.47,NaN,NaN,NaN,NaN,NaN
1998-08-15,NaN,NaN,NaN,0.75,NaN,NaN,NaN,NaN,NaN
1998-08-16,NaN,NaN,NaN,0.23,NaN,NaN,NaN,NaN,NaN
1998-08-17,NaN,NaN,NaN,14.75,NaN,NaN,NaN,NaN,NaN
1998-08-18,NaN,NaN,NaN,4.86,NaN,NaN,NaN,NaN,NaN
1998-08-19,NaN,NaN,NaN,18.81,NaN,NaN,NaN,NaN,NaN
1998-08-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-23,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1998-08-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-08-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-09-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1998-09-02,NaN,NaN,NaN,7.8,NaN,NaN,NaN,NaN,0.0
1998-09-03,NaN,NaN,NaN,39.77,NaN,NaN,NaN,NaN,0.0
1998-09-04,NaN,NaN,NaN,297.38,NaN,NaN,NaN,NaN,0.0
1998-09-05,NaN,NaN,NaN,8.72,NaN,NaN,NaN,NaN,0.0
1998-09-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-07,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,0.0
1998-09-08,NaN,NaN,NaN,0.14,NaN,NaN,NaN,NaN,0.0
1998-09-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-10,NaN,NaN,NaN,5.28,NaN,NaN,NaN,NaN,0.0
1998-09-11,NaN,NaN,NaN,136.22,NaN,NaN,NaN,NaN,0.0
1998-09-12,NaN,NaN,NaN,0.21,NaN,NaN,NaN,NaN,0.0
1998-09-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-09-25,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.0
1998-09-26,NaN,NaN,NaN,43.26,NaN,NaN,NaN,NaN,0.0
1998-09-27,NaN,NaN,NaN,12.41,NaN,NaN,NaN,NaN,0.0
1998-09-28,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,0.0
1998-09-29,NaN,NaN,NaN,4.11,NaN,NaN,NaN,NaN,0.0
1998-09-30,NaN,NaN,NaN,74.15,NaN,NaN,NaN,NaN,0.0
1998-10-01,NaN,NaN,NaN,32.59,NaN,NaN,NaN,NaN,0.0
1998-10-02,NaN,NaN,NaN,0.23,NaN,NaN,NaN,NaN,0.0
1998-10-03,NaN,NaN,NaN,4.84,NaN,NaN,NaN,NaN,0.0
1998-10-04,NaN,NaN,NaN,42.55,NaN,NaN,NaN,NaN,0.0
1998-10-05,NaN,NaN,NaN,33.11,NaN,NaN,NaN,NaN,0.0
1998-10-06,NaN,NaN,NaN,76.09,NaN,NaN,NaN,NaN,0.0
1998-10-07,NaN,NaN,NaN,37.19,NaN,NaN,NaN,NaN,0.0
1998-10-08,NaN,NaN,NaN,20.87,NaN,NaN,NaN,NaN,0.0
1998-10-09,NaN,NaN,NaN,2.14,NaN,NaN,NaN,NaN,0.0
1998-10-10,NaN,NaN,NaN,0.11,NaN,NaN,NaN,NaN,0.0
1998-10-11,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,0.0
1998-10-12,NaN,NaN,NaN,0.11,NaN,NaN,NaN,NaN,0.0
1998-10-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-16,NaN,NaN,NaN,2.63,NaN,NaN,NaN,NaN,0.0
1998-10-17,NaN,NaN,NaN,10.16,NaN,NaN,NaN,NaN,0.0
1998-10-18,NaN,NaN,NaN,2.88,NaN,NaN,NaN,NaN,0.0
1998-10-19,NaN,NaN,NaN,3.38,NaN,NaN,NaN,NaN,0.0
1998-10-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-23,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0.0
1998-10-24,NaN,NaN,NaN,2.12,NaN,NaN,NaN,NaN,0.0
1998-10-25,NaN,NaN,NaN,3.51,NaN,NaN,NaN,NaN,0.0
1998-10-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-10-31,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,0.0
1998-11-01,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,0.0
1998-11-02,NaN,NaN,NaN,0.82,NaN,NaN,NaN,NaN,0.0
1998-11-03,NaN,NaN,NaN,0.24,NaN,NaN,NaN,NaN,0.0
1998-11-04,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN,0.0
1998-11-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1998-11-25,NaN,NaN,NaN,2.81,NaN,NaN,NaN,NaN,0.0
1998-11-26,NaN,NaN,NaN,0.98,NaN,NaN,NaN,NaN,1.0
1998-11-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
1998-11-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
1998-11-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
1998-11-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
1998-12-01,NaN,NaN,NaN,0.16,NaN,NaN,NaN,NaN,1.0
1998-12-02,NaN,NaN,NaN,0.11,NaN,NaN,NaN,NaN,1.0
1998-12-03,NaN,NaN,NaN,0.47,NaN,NaN,NaN,NaN,1.0
